lock;dist;zipf_theta;threads;buckets;key_range;read_pct;insert_pct;delete_pct;total_ops;gets;puts;removes;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
tas;uniform;0,000000;2;65536;1000000;80;10;10;14062109;11252583;1404514;1405012;1406173;711,149633;6548825;7513284;0,871633
tas;uniform;0,000000;2;65536;1000000;80;10;10;14587105;11672496;1457390;1457219;1458674;685,553981;5924074;8663031;0,683834
tas;uniform;0,000000;2;65536;1000000;80;10;10;13843446;11077251;1382911;1383284;1384307;722,382619;6442883;7400563;0,870594
tas;uniform;0,000000;4;65536;1000000;80;10;10;15337403;12272689;1531062;1533652;1533686;652,023709;2145315;5583828;0,384201
tas;uniform;0,000000;4;65536;1000000;80;10;10;14122080;11299567;1409985;1412528;1412164;708,133047;3054341;4102903;0,744434
tas;uniform;0,000000;4;65536;1000000;80;10;10;13910480;11130516;1388890;1391074;1391011;718,901249;2999888;4071534;0,736796
tas;uniform;0,000000;8;65536;1000000;80;10;10;10322563;8260633;1030784;1031146;1032217;968,787972;902605;1671600;0,539965
tas;uniform;0,000000;8;65536;1000000;80;10;10;10785736;8631608;1076928;1077200;1078526;927,190931;942907;1745993;0,540041
tas;uniform;0,000000;8;65536;1000000;80;10;10;10760828;8611548;1074592;1074688;1076034;929,338120;950654;1736809;0,547357
tas;uniform;0,000000;16;65536;1000000;80;10;10;6154156;4924070;615476;614610;615388;1624,990414;315540;453504;0,695782
tas;uniform;0,000000;16;65536;1000000;80;10;10;6093596;4875261;609452;608883;609328;1641,151969;373227;388380;0,960984
tas;uniform;0,000000;16;65536;1000000;80;10;10;6197866;4958709;620116;619041;619745;1613,565289;341935;431302;0,792797
tas;uniform;0,000000;32;65536;1000000;80;10;10;3891158;3112330;389744;389084;389086;2570,123437;90035;180739;0,498149
tas;uniform;0,000000;32;65536;1000000;80;10;10;3990723;3192144;399640;398939;399040;2506,008534;92334;174019;0,530597
tas;uniform;0,000000;32;65536;1000000;80;10;10;4020573;3215572;402859;402142;402025;2487,402428;94513;174679;0,541067
tas;uniform;0,000000;48;65536;1000000;80;10;10;3855510;3083838;385968;385704;385510;2593,965099;49858;118086;0,422218
tas;uniform;0,000000;48;65536;1000000;80;10;10;3923428;3137531;393599;392298;392295;2549,097068;59296;105823;0,560332
tas;uniform;0,000000;48;65536;1000000;80;10;10;3943162;3153435;395364;394363;394277;2536,284094;54657;115661;0,472562
ttas;uniform;0,000000;1;65536;1000000;80;10;10;48522304;38822900;4849487;4849917;4852116;206,095630;0;0;1,000000
ttas;uniform;0,000000;1;65536;1000000;80;10;10;48554738;38848773;4852707;4853258;4855353;205,958218;0;0;1,000000
ttas;uniform;0,000000;1;65536;1000000;80;10;10;48622526;38903117;4859496;4859913;4862135;205,670926;0;0;1,000000
ttas;uniform;0,000000;2;65536;1000000;80;10;10;18016053;14414844;1800428;1800781;1801554;555,076213;8965335;9050718;0,990566
ttas;uniform;0,000000;2;65536;1000000;80;10;10;18603109;14884242;1859020;1859847;1860260;537,559061;9285986;9317123;0,996658
ttas;uniform;0,000000;2;65536;1000000;80;10;10;18014744;14414082;1799992;1800670;1801423;555,116463;8779049;9235695;0,950556
ttas;uniform;0,000000;4;65536;1000000;80;10;10;14892650;11915818;1487137;1489695;1489218;671,493279;3402458;4065796;0,836849
ttas;uniform;0,000000;4;65536;1000000;80;10;10;14760934;11809878;1474433;1476623;1476054;677,481647;3428850;4058993;0,844754
ttas;uniform;0,000000;4;65536;1000000;80;10;10;14545944;11637521;1452963;1455460;1454554;687,495919;3440121;3781579;0,909705
ttas;uniform;0,000000;8;65536;1000000;80;10;10;12395198;9918175;1238056;1238967;1239465;806,799359;1492418;1653310;0,902685
ttas;uniform;0,000000;8;65536;1000000;80;10;10;12596611;10080102;1257300;1259209;1259610;793,896175;1476302;1720969;0,857832
ttas;uniform;0,000000;8;65536;1000000;80;10;10;12084656;9670290;1206152;1208214;1208409;827,533864;1453898;1627440;0,893365
ttas;uniform;0,000000;16;65536;1000000;80;10;10;9442040;7553910;945074;943056;944127;1059,179428;560957;654240;0,857418
ttas;uniform;0,000000;16;65536;1000000;80;10;10;9232817;7385708;924625;922484;923237;1083,145214;538664;635104;0,848151
ttas;uniform;0,000000;16;65536;1000000;80;10;10;9575577;7660628;958475;956474;957486;1044,401324;554030;639412;0,866468
ttas;uniform;0,000000;32;65536;1000000;80;10;10;7262944;5808735;727829;726380;726239;1376,955906;156778;294723;0,531950
ttas;uniform;0,000000;32;65536;1000000;80;10;10;7381875;5904092;739418;738365;738129;1354,776509;183650;282471;0,650155
ttas;uniform;0,000000;32;65536;1000000;80;10;10;7206199;5763059;722283;720857;720560;1387,809355;174551;282284;0,618352
ttas;uniform;0,000000;48;65536;1000000;80;10;10;5963445;4768964;597523;596958;596285;1677,049331;115424;135014;0,854904
ttas;uniform;0,000000;48;65536;1000000;80;10;10;6139339;4909796;614933;614610;613842;1629,081355;122471;135952;0,900840
ttas;uniform;0,000000;48;65536;1000000;80;10;10;6006456;4802963;601856;601637;600577;1665,064745;119238;132020;0,903181
cas;uniform;0,000000;1;65536;1000000;80;10;10;47947204;38363003;4791870;4792331;4794605;208,567743;0;0;1,000000
cas;uniform;0,000000;1;65536;1000000;80;10;10;47975498;38385601;4794730;4795167;4797437;208,444623;0;0;1,000000
cas;uniform;0,000000;1;65536;1000000;80;10;10;48120346;38501483;4809150;4809713;4811915;207,817436;0;0;1,000000
cas;uniform;0,000000;2;65536;1000000;80;10;10;13598651;10881708;1358317;1358626;1359826;735,387775;6674130;6924521;0,963840
cas;uniform;0,000000;2;65536;1000000;80;10;10;13285995;10631922;1326597;1327476;1328563;752,692575;6216722;7069273;0,879400
cas;uniform;0,000000;2;65536;1000000;80;10;10;13176070;10543617;1315921;1316532;1317573;758,971181;6541631;6634439;0,986011
cas;uniform;0,000000;4;65536;1000000;80;10;10;12088905;9672738;1206817;1209350;1208850;827,231862;2800435;3226422;0,867969
cas;uniform;0,000000;4;65536;1000000;80;10;10;12290620;9833550;1226903;1230167;1229029;813,650228;2621274;3630911;0,721933
cas;uniform;0,000000;4;65536;1000000;80;10;10;11980224;9585984;1195428;1198812;1197987;834,733518;2731033;3315966;0,823601
cas;uniform;0,000000;8;65536;1000000;80;10;10;10022923;8020405;1000895;1001623;1002261;997,743888;1177827;1371703;0,858660
cas;uniform;0,000000;8;65536;1000000;80;10;10;9493116;7596558;948196;948362;949269;1053,441512;1058830;1344468;0,787546
cas;uniform;0,000000;8;65536;1000000;80;10;10;9961990;7971851;994902;995237;996154;1003,860546;1127917;1388192;0,812508
cas;uniform;0,000000;16;65536;1000000;80;10;10;8129352;6502532;814061;812759;812879;1230,195017;491713;549532;0,894785
cas;uniform;0,000000;16;65536;1000000;80;10;10;7897954;6317307;791173;789474;789733;1266,249818;478506;515706;0,927866
cas;uniform;0,000000;16;65536;1000000;80;10;10;7901712;6319882;791854;789976;790115;1265,637592;454742;545590;0,833487
cas;uniform;0,000000;32;65536;1000000;80;10;10;6161638;4928259;617220;616159;616114;1623,073952;158241;223625;0,707618
cas;uniform;0,000000;32;65536;1000000;80;10;10;6073565;4857796;608606;607163;607305;1646,618326;151864;222605;0,682213
cas;uniform;0,000000;32;65536;1000000;80;10;10;6175307;4939524;618499;617284;617484;1619,472686;167340;218791;0,764840
cas;uniform;0,000000;48;65536;1000000;80;10;10;5667913;4532362;568168;567383;566731;1764,504300;111445;126238;0,882817
cas;uniform;0,000000;48;65536;1000000;80;10;10;5668688;4533083;568271;567334;566801;1764,286553;112549;129036;0,872229
cas;uniform;0,000000;48;65536;1000000;80;10;10;5638219;4508726;565202;564291;563763;1773,794864;102002;139301;0,732242
ticket;uniform;0,000000;1;65536;1000000;80;10;10;38549666;30846158;3853096;3850412;3854874;259,411843;0;0;1,000000
ticket;uniform;0,000000;1;65536;1000000;80;10;10;38599667;30886162;3858114;3855391;3859871;259,075967;0;0;1,000000
ticket;uniform;0,000000;1;65536;1000000;80;10;10;38465088;30778412;3844734;3841942;3846417;259,982146;0;0;1,000000
ticket;uniform;0,000000;2;65536;1000000;80;10;10;13877326;11104469;1386048;1386809;1387692;720,620492;6875567;7001759;0,981977
ticket;uniform;0,000000;2;65536;1000000;80;10;10;13808277;11049292;1379090;1379895;1380788;724,224121;6851232;6957045;0,984791
ticket;uniform;0,000000;2;65536;1000000;80;10;10;14210545;11371155;1419600;1419790;1421014;703,722358;7042261;7168284;0,982419
ticket;uniform;0,000000;4;65536;1000000;80;10;10;13284322;10628976;1326712;1328634;1328390;752,790819;3310168;3330908;0,993773
ticket;uniform;0,000000;4;65536;1000000;80;10;10;13761858;11010796;1374594;1376468;1376147;726,666239;3428581;3452484;0,993077
ticket;uniform;0,000000;4;65536;1000000;80;10;10;13784356;11028762;1376636;1378958;1378388;725,484876;3432966;3458372;0,992654
ticket;uniform;0,000000;8;65536;1000000;80;10;10;11889377;9513400;1187243;1188734;1188885;841,123955;1485210;1487266;0,998618
ticket;uniform;0,000000;8;65536;1000000;80;10;10;11622715;9300149;1160475;1162091;1162223;860,419830;1451780;1453829;0,998591
ticket;uniform;0,000000;8;65536;1000000;80;10;10;11809869;9449614;1179329;1180926;1180933;846,787783;1475940;1476620;0,999539
ticket;uniform;0,000000;16;65536;1000000;80;10;10;10591278;8473753;1059266;1058259;1059077;944,218123;661752;662136;0,999420
ticket;uniform;0,000000;16;65536;1000000;80;10;10;9904463;7923725;991307;989431;990375;1009,717950;618789;619227;0,999293
ticket;uniform;0,000000;16;65536;1000000;80;10;10;10744690;8596334;1074622;1073734;1074390;930,759981;671248;671748;0,999256
ticket;uniform;0,000000;32;65536;1000000;80;10;10;9929971;7943670;993291;993010;992918;1007,132017;310220;310405;0,999404
ticket;uniform;0,000000;32;65536;1000000;80;10;10;9960748;7968321;996350;996077;995991;1004,025108;311174;311372;0,999364
ticket;uniform;0,000000;32;65536;1000000;80;10;10;9985228;7987829;998882;998517;998443;1001,559366;311918;312157;0,999234
ticket;uniform;0,000000;48;65536;1000000;80;10;10;10371525;8295492;1038259;1037774;1037039;964,283873;216002;216128;0,999417
ticket;uniform;0,000000;48;65536;1000000;80;10;10;9552109;7639885;956257;955967;955105;1047,005224;198982;199020;0,999809
ticket;uniform;0,000000;48;65536;1000000;80;10;10;9704225;7761724;971295;971206;970316;1030,591721;202141;202189;0,999763
rw;uniform;0,000000;1;65536;1000000;80;10;10;46940522;37557099;4691387;4692036;4693937;213,040755;0;0;1,000000
rw;uniform;0,000000;1;65536;1000000;80;10;10;46979224;37588208;4695271;4695745;4697809;212,865152;0;0;1,000000
rw;uniform;0,000000;1;65536;1000000;80;10;10;47229364;37788660;4720095;4720609;4722857;211,736221;0;0;1,000000
rw;uniform;0,000000;2;65536;1000000;80;10;10;17453041;13965108;1743791;1744142;1745270;572,977238;8417129;9035912;0,931520
rw;uniform;0,000000;2;65536;1000000;80;10;10;17015863;13615380;1699022;1701461;1701539;587,702985;6745434;10270429;0,656782
rw;uniform;0,000000;2;65536;1000000;80;10;10;17455673;13966888;1744243;1744542;1745532;572,891202;8137065;9318608;0,873206
rw;uniform;0,000000;4;65536;1000000;80;10;10;17744296;14197197;1773237;1773862;1774377;563,577935;4264761;4586244;0,929903
rw;uniform;0,000000;4;65536;1000000;80;10;10;18317943;14656048;1830581;1831314;1831744;545,927731;4289427;4877416;0,879447
rw;uniform;0,000000;4;65536;1000000;80;10;10;17713180;14172397;1769746;1771037;1771277;564,564130;4101233;4754864;0,862534
rw;uniform;0,000000;8;65536;1000000;80;10;10;15869572;12698306;1584438;1586828;1586905;630,157365;1722334;2265838;0,760131
