lock;dist;zipf_theta;threads;buckets;key_range;read_pct;insert_pct;delete_pct;total_ops;gets;puts;removes;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
wh-ttas;uniform;0,990000;2;65536;1000000;80;10;10;50417130;40331406;5039622;5046102;16777514;59,603583;25202636;25214494;0,999530
wh-ttas;uniform;0,990000;4;65536;1000000;80;10;10;108554682;86838702;10854100;10861880;36123980;27,682442;27128127;27154670;0,999023
wh-ttas;uniform;0,990000;8;65536;1000000;80;10;10;146968540;117572792;14691195;14704553;48906787;20,447060;17412135;18949501;0,918870
wh-cas;uniform;0,990000;1;65536;1000000;80;10;10;25595852;20475855;2559625;2560372;8528617;117,252291;0;0;1,000000
wh-cas;uniform;0,990000;2;65536;1000000;80;10;10;54219176;43373698;5419215;5426263;18042666;55,424181;27105529;27113647;0,999701
wh-cas;uniform;0,990000;4;65536;1000000;80;10;10;110195338;88150638;11018306;11026394;36669787;27,270407;27522534;27566319;0,998412
wh-cas;uniform;0,990000;8;65536;1000000;80;10;10;151206717;120962920;15114980;15128817;50316914;19,874033;17737062;19443979;0,912214
wh-occ;uniform;0,990000;1;65536;1000000;80;10;10;24171769;19336375;2417136;2418258;8043760;124,319969;0;0;1,000000
wh-occ;uniform;0,990000;2;65536;1000000;80;10;10;54159392;43325530;5413239;5420623;18022775;55,485349;27078721;27080671;0,999928
wh-occ;uniform;0,990000;4;65536;1000000;80;10;10;105465232;84366564;10545689;10552979;35095875;28,493376;26343251;26393654;0,998090
wh-occ;uniform;0,990000;8;65536;1000000;80;10;10;149604056;119681674;14954075;14968307;49783577;20,086945;17733033;19310053;0,918332
wh-occ-opt;uniform;0,990000;1;65536;1000000;80;10;10;26520542;21215124;2652231;2653187;8825353;113,309906;0;0;1,000000
wh-occ-opt;uniform;0,990000;2;65536;1000000;80;10;10;55626657;44499121;5560772;5566764;18511078;54,021703;27782521;27844136;0,997787
wh-occ-opt;uniform;0,990000;4;65536;1000000;80;10;10;101858679;81481047;10184242;10193390;33895615;29,502341;25434103;25493385;0,997675
wh-occ-opt;uniform;0,990000;8;65536;1000000;80;10;10;152490011;121990623;15242926;15256462;50743931;19,706790;16929954;20528908;0,824688
wh-default;zipfian;0,990000;1;65536;1000000;80;10;10;26050153;20839164;2604895;2606094;8680694;115,198162;0;0;1,000000
wh-default;zipfian;0,990000;2;65536;1000000;80;10;10;51777918;41419256;5176143;5182519;17230339;58,037163;25863097;25914821;0,998004
wh-default;zipfian;0,990000;4;65536;1000000;80;10;10;98234649;78581234;9823152;9830263;32727919;30,554951;24527682;24616070;0,996409
wh-default;zipfian;0,990000;8;65536;1000000;80;10;10;121673602;97339007;12160470;12174125;40508969;24,685891;15073692;15360848;0,981306
wh-rw;zipfian;0,990000;1;65536;1000000;80;10;10;26833092;21465895;2683447;2683750;8929328;111,990503;0;0;1,000000
wh-rw;zipfian;0,990000;2;65536;1000000;80;10;10;54201579;43358981;5417416;5425182;18036843;55,442073;27087278;27114301;0,999003
wh-rw;zipfian;0,990000;4;65536;1000000;80;10;10;106868655;85488636;10686363;10693656;35562912;28,119182;26695302;26737078;0,998438
wh-rw;zipfian;0,990000;8;65536;1000000;80;10;10;141328462;113061026;14126944;14140492;47040835;21,258126;17450411;18006615;0,969111
wh-tas;zipfian;0,990000;1;65536;1000000;80;10;10;27928352;22341717;2793205;2793430;9293864;107,597868;0;0;1,000000
wh-tas;zipfian;0,990000;2;65536;1000000;80;10;10;52820586;42254827;5279358;5286401;17577269;56,891659;26385486;26435100;0,998123
wh-tas;zipfian;0,990000;4;65536;1000000;80;10;10;94354156;75479595;9432545;9442016;31398507;31,848648;23536019;23649494;0,995202
wh-tas;zipfian;0,990000;8;65536;1000000;80;10;10;138910209;111125987;13885974;13898248;46225220;21,633212;16685964;17853371;0,934611
wh-ttas;zipfian;0,990000;1;65536;1000000;80;10;10;26591944;21272812;2659065;2660067;8860700;112,857897;0;0;1,000000
wh-ttas;zipfian;0,990000;2;65536;1000000;80;10;10;54332576;43463669;5431001;5437906;18084474;55,296050;27130781;27201795;0,997389
wh-ttas;zipfian;0,990000;4;65536;1000000;80;10;10;105105136;84077283;10510223;10517630;34976110;28,590943;26248689;26303463;0,997918
wh-ttas;zipfian;0,990000;8;65536;1000000;80;10;10;141131431;112903403;14107956;14120072;47029530;21,263236;17029431;18435457;0,923733
wh-cas;zipfian;0,990000;1;65536;1000000;80;10;10;27705233;22163245;2770508;2771480;9219591;108,464676;0;0;1,000000
wh-cas;zipfian;0,990000;2;65536;1000000;80;10;10;53738180;42988728;5371352;5378100;17909842;55,835221;26842385;26895795;0,998014
wh-cas;zipfian;0,990000;4;65536;1000000;80;10;10;105500959;84393619;10549904;10557436;35112657;28,479758;26325699;26397895;0,997265
wh-cas;zipfian;0,990000;8;65536;1000000;80;10;10;142193617;113752865;14214006;14226746;47343778;21,122100;17180170;18497398;0,928788
wh-occ;zipfian;0,990000;1;65536;1000000;80;10;10;27843302;22273518;2784251;2785533;9265544;107,926736;0;0;1,000000
wh-occ;zipfian;0,990000;2;65536;1000000;80;10;10;53517034;42812028;5349172;5355834;17825839;56,098341;26722529;26794505;0,997314
wh-occ;zipfian;0,990000;4;65536;1000000;80;10;10;104787027;83823012;10478353;10485662;34905396;28,648865;26170914;26243158;0,997247
wh-occ;zipfian;0,990000;8;65536;1000000;80;10;10;140888182;112707830;14082941;14097411;46948220;21,300062;17016725;18265094;0,931653
wh-occ-opt;zipfian;0,990000;1;65536;1000000;80;10;10;28147190;22516406;2814803;2815981;9366629;106,761988;0;0;1,000000
wh-occ-opt;zipfian;0,990000;2;65536;1000000;80;10;10;54595815;43674833;5457165;5463817;18168095;55,041541;27278901;27316914;0,998608
wh-occ-opt;zipfian;0,990000;4;65536;1000000;80;10;10;107142399;85708126;10713738;10720535;35654068;28,047290;26763369;26808541;0,998315
wh-occ-opt;zipfian;0,990000;8;65536;1000000;80;10;10;153588751;122868740;15352446;15367565;51188916;19,535479;18497873;19918518;0,928677
wh-default;uniform;0,990000;1;65536;1000000;90;5;5;29042837;26138146;1452872;1451819;9664713;103,469178;0;0;1,000000
wh-default;uniform;0,990000;2;65536;1000000;90;5;5;61104880;54991395;3056223;3057262;20359256;49,117708;30449819;30655061;0,993305
wh-default;uniform;0,990000;4;65536;1000000;90;5;5;121470653;109317269;6075014;6078370;40472573;24,708090;30316416;30404791;0,997093
wh-default;uniform;0,990000;8;65536;1000000;90;5;5;164716416;148237374;8238670;8240372;54838361;18,235410;19447346;21322020;0,912078
wh-rw;uniform;0,990000;1;65536;1000000;90;5;5;28864220;25977285;1444096;1442839;9605244;104,109795;0;0;1,000000
wh-rw;uniform;0,990000;2;65536;1000000;90;5;5;59189444;53267542;2960497;2961405;19696629;50,770107;29573968;29615476;0,998598
wh-rw;uniform;0,990000;4;65536;1000000;90;5;5;117534023;105775070;5877704;5881249;39161292;25,535419;29306578;29414851;0,996319
wh-rw;uniform;0,990000;8;65536;1000000;90;5;5;153720845;138339902;7689105;7691838;51224035;19,522086;18463849;20049568;0,920910
wh-tas;uniform;0,990000;1;65536;1000000;90;5;5;28550244;25694464;1428635;1427145;9500807;105,254214;0;0;1,000000
wh-tas;uniform;0,990000;2;65536;1000000;90;5;5;59149105;53230614;2958689;2959802;19683312;50,804456;29546779;29602326;0,998124
wh-tas;uniform;0,990000;4;65536;1000000;90;5;5;117286165;105552041;5865334;5868790;39076176;25,591040;29246409;29378723;0,995496
wh-tas;uniform;0,990000;8;65536;1000000;90;5;5;148992299;134084609;7452699;7454991;49626490;20,150528;17542892;19226906;0,912414
wh-ttas;uniform;0,990000;1;65536;1000000;90;5;5;28612609;25750515;1431603;1430491;9521555;105,024851;0;0;1,000000
wh-ttas;uniform;0,990000;2;65536;1000000;90;5;5;59556150;53597661;2978738;2979751;19818647;50,457531;29766818;29789332;0,999244
wh-ttas;uniform;0,990000;4;65536;1000000;90;5;5;118098454;106282693;5906201;5909560;39355447;25,409443;29439328;29568028;0,995647
wh-ttas;uniform;0,990000;8;65536;1000000;90;5;5;148824071;133935234;7443406;7445431;49523998;20,192231;16971277;20040985;0,846828
wh-cas;uniform;0,990000;1;65536;1000000;90;5;5;27959111;25162364;1398991;1397756;9304083;107,479692;0;0;1,000000
wh-cas;uniform;0,990000;2;65536;1000000;90;5;5;59100922;53187757;2956131;2957034;19667190;50,846103;29526766;29574156;0,998398
wh-cas;uniform;0,990000;4;65536;1000000;90;5;5;116925425;105226967;5847431;5851027;38964836;25,664165;29189585;29271665;0,997196
wh-cas;uniform;0,990000;8;65536;1000000;90;5;5;157649483;141875915;7886327;7887241;52460780;19,061859;18799058;20207690;0,930292
wh-occ;uniform;0,990000;1;65536;1000000;90;5;5;27860591;25073692;1393951;1392948;9271307;107,859647;0;0;1,000000
wh-occ;uniform;0,990000;2;65536;1000000;90;5;5;58431904;52585378;2922872;2923654;19444534;51,428334;29135724;29296180;0,994523
wh-occ;uniform;0,990000;4;65536;1000000;90;5;5;117106654;105389850;5856585;5860219;38969682;25,660974;29245048;29320911;0,997413
wh-occ;uniform;0,990000;8;65536;1000000;90;5;5;155155974;139631281;7761056;7763637;51714869;19,336798;18429771;20226309;0,911178
wh-occ-opt;uniform;0,990000;1;65536;1000000;90;5;5;28998287;26098259;1450596;1449432;9649865;103,628384;0;0;1,000000
wh-occ-opt;uniform;0,990000;2;65536;1000000;90;5;5;59451037;53502985;2973502;2974550;19783704;50,546651;29720152;29730885;0,999639
wh-occ-opt;uniform;0,990000;4;65536;1000000;90;5;5;119619533;107651286;5982358;5985889;39845414;25,096991;29842044;29974606;0,995578
wh-occ-opt;uniform;0,990000;8;65536;1000000;90;5;5;168601507;151732137;8433007;8436363;56166730;17,804134;20355496;22416989;0,908039
wh-default;zipfian;0,990000;1;65536;1000000;20;40;40;23717401;4743975;9482219;9491207;7892553;126,701713;0;0;1,000000
wh-default;zipfian;0,990000;2;65536;1000000;20;40;40;45974102;9194925;18384320;18394857;15298933;65,364034;22984270;22989832;0,999758
wh-default;zipfian;0,990000;4;65536;1000000;20;40;40;89499938;17903512;35792085;35804341;29810129;33,545644;22366847;22382224;0,999313
wh-default;zipfian;0,990000;8;65536;1000000;20;40;40;119733509;23953288;47883670;47896551;39896012;25,065162;14559259;15246544;0,954922
wh-rw;zipfian;0,990000;1;65536;1000000;20;40;40;23491387;4698948;9391503;9400936;7817347;127,920627;0;0;1,000000
wh-rw;zipfian;0,990000;2;65536;1000000;20;40;40;45795419;9158813;18312590;18324016;15239543;65,618764;22861379;22934040;0,996832
wh-rw;zipfian;0,990000;4;65536;1000000;20;40;40;88991151;17800723;35588517;35601911;29647482;33,729677;22232554;22268551;0,998384
wh-rw;zipfian;0,990000;8;65536;1000000;20;40;40;112379923;22479835;44943625;44956463;37444219;26,706392;13346385;15088204;0,884558
wh-tas;zipfian;0,990000;1;65536;1000000;20;40;40;23406843;4682118;9357468;9367257;7789207;128,382768;0;0;1,000000
wh-tas;zipfian;0,990000;2;65536;1000000;20;40;40;45475013;9094616;18185326;18195071;15144270;66,031572;22736086;22738927;0,999875
wh-tas;zipfian;0,990000;4;65536;1000000;20;40;40;88998961;17802451;35591694;35604816;29653481;33,722853;22226245;22262426;0,998375
wh-tas;zipfian;0,990000;8;65536;1000000;20;40;40;115907492;23187587;46352680;46367225;38625178;25,889848;13998344;14978218;0,934580
wh-ttas;zipfian;0,990000;1;65536;1000000;20;40;40;23533316;4707203;9408119;9417994;7831296;127,692782;0;0;1,000000
wh-ttas;zipfian;0,990000;2;65536;1000000;20;40;40;45644899;9128797;18252865;18263237;15208972;65,750660;22790710;22854189;0,997222
wh-ttas;zipfian;0,990000;4;65536;1000000;20;40;40;88680977;17739012;35464079;35477886;29542545;33,849486;22148102;22186468;0,998271
wh-ttas;zipfian;0,990000;8;65536;1000000;20;40;40;114124336;22829981;45640257;45654098;37977183;26,331600;13914590;14802278;0,940030
wh-cas;zipfian;0,990000;1;65536;1000000;20;40;40;23436505;4687863;9369363;9379279;7809067;128,056258;0;0;1,000000
wh-cas;zipfian;0,990000;2;65536;1000000;20;40;40;45488240;9097250;18190617;18200373;15137350;66,061760;22735062;22753178;0,999204
wh-cas;zipfian;0,990000;4;65536;1000000;20;40;40;89209584;17844901;35675773;35688910;29686469;33,685380;22263375;22337645;0,996675
wh-cas;zipfian;0,990000;8;65536;1000000;20;40;40;117022310;23410523;46799996;46811791;38968649;25,661654;14345595;14903137;0,962589
wh-occ;zipfian;0,990000;1;65536;1000000;20;40;40;23485410;4697705;9389033;9398672;7815364;127,953089;0;0;1,000000
wh-occ;zipfian;0,990000;2;65536;1000000;20;40;40;45475350;9094719;18185416;18195215;15133025;66,080639;22731171;22744179;0,999428
wh-occ;zipfian;0,990000;4;65536;1000000;20;40;40;89064076;17815446;35617861;35630769;29669647;33,704479;22234975;22283337;0,997830
wh-occ;zipfian;0,990000;8;65536;1000000;20;40;40;114211956;22846578;45674926;45690452;38047049;26,283247;13626044;14925749;0,912922
wh-occ-opt;zipfian;0,990000;1;65536;1000000;20;40;40;23402000;4681122;9355540;9365338;7787571;128,409741;0;0;1,000000
wh-occ-opt;zipfian;0,990000;2;65536;1000000;20;40;40;45461770;9091824;18180156;18189790;15128510;66,100362;22715846;22745924;0,998678
wh-occ-opt;zipfian;0,990000;4;65536;1000000;20;40;40;88405674;17683834;35353923;35367917;29456412;33,948466;22083854;22121708;0,998289
wh-occ-opt;zipfian;0,990000;8;65536;1000000;20;40;40;110790604;22160800;44306577;44323227;36878127;27,116344;13557889;14042912;0,965461
