lock;workload;threads;cs_work;read_pct;total_ops;read_ops;write_ops;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
occ;mutex;2;0;100;32449840;0;32449840;10815710;92,458095;4983579;27466261;0,181444
occ;mutex;2;0;100;48324906;0;48324906;16107058;62,084583;7297707;41027199;0,177875
occ;mutex;2;0;100;34051721;0;34051721;11349778;88,107449;12553236;21498485;0,583913
occ;mutex;4;0;100;11158972;0;11158972;3719345;268,864544;2377981;3217969;0,738970
occ;mutex;4;0;100;12037099;0;12037099;4011902;249,258294;1606816;6216888;0,258460
occ;mutex;4;0;100;15399829;0;15399829;5132784;194,826028;2783496;4962156;0,560945
occ;mutex;4;0;100;11198631;0;11198631;3732528;267,914880;2327583;3532859;0,658838
occ;mutex;4;0;100;9987869;0;9987869;3328899;300,399579;2028167;3342379;0,606803
occ;mutex;6;0;100;11736586;0;11736586;3911627;255,648081;1535581;2486037;0,617682
occ;mutex;6;0;100;11176521;0;11176521;3724851;268,467081;1296785;2699158;0,480441
occ;mutex;6;0;100;10989569;0;10989569;3662524;273,035721;1324734;2530555;0,523495
occ;mutex;6;0;100;10827882;0;10827882;3608737;277,105251;1228124;2540076;0,483499
occ;mutex;6;0;100;9249084;0;9249084;3082555;324,406214;1347011;2163744;0,622537
rw;rw;1;0;80;155836002;124669599;31166403;51941839;19,252303;0;0;1,000000
rw;rw;1;0;80;155562605;124450883;31111722;51849139;19,286723;0;0;1,000000
rw;rw;1;0;80;155433204;124347739;31085465;51806454;19,302614;0;0;1,000000
rw;rw;1;0;80;155817794;124654969;31162825;51934273;19,255107;0;0;1,000000
rw;rw;1;0;80;155488150;124391697;31096453;51825837;19,295395;0;0;1,000000
rw;rw;2;0;80;14105520;11283919;2821601;4701365;212,704153;5723215;8382305;0,682773
rw;rw;2;0;80;13662206;10928536;2733670;4553753;219,599078;4136616;9525590;0,434263
rw;rw;2;0;80;12612560;10089709;2522851;4203831;237,878245;4021106;8591454;0,468036
rw;rw;2;0;80;14314520;11452589;2861931;4770976;209,600699;5635824;8678696;0,649386
rw;rw;2;0;80;13218768;10574312;2644456;4405786;226,974221;4021326;9197442;0,437222
rw;rw;4;0;80;9860239;7888583;1971656;3286405;304,283777;1483433;3377882;0,439161
rw;rw;4;0;80;8504728;6804681;1700047;2834546;352,790090;1780175;2650133;0,671730
rw;rw;4;0;80;10577729;8463021;2114708;3525571;283,641952;1636513;3766937;0,434441
rw;rw;4;0;80;8800849;7041792;1759057;2933242;340,919649;1841030;2546475;0,722972
rw;rw;4;0;80;9053323;7243110;1810213;3017398;331,411363;1797546;2838819;0,633202
rw;rw;6;0;80;9535887;7629153;1906734;3178107;314,652620;1110837;2081362;0,533707
rw;rw;6;0;80;9436484;7549502;1886982;3144948;317,970252;1120140;2019372;0,554697
rw;rw;6;0;80;7444012;5955046;1488966;2481036;403,057310;894209;1599974;0,558890
rw;rw;6;0;80;9389554;7511924;1877630;3129294;319,560815;1104092;2037821;0,541800
rw;rw;6;0;80;8473611;6777757;1695854;2824080;354,097524;1019601;1829101;0,557433
occ;rw;1;0;80;264419609;211541555;52878054;88132984;11,346490;0;0;1,000000
occ;rw;1;0;80;263848372;211084362;52764010;87941849;11,371150;0;0;1,000000
occ;rw;1;0;80;263994015;211200554;52793461;87991054;11,364792;0;0;1,000000
occ;rw;1;0;80;264303432;211448971;52854461;88093649;11,351556;0;0;1,000000
occ;rw;1;0;80;264513207;211616651;52896556;88163628;11,342546;0;0;1,000000
occ;rw;2;0;80;20085036;16069628;4015408;6694255;149,381805;8475552;11609484;0,730054
occ;rw;2;0;80;22257229;17804071;4453158;7418250;134,802666;6197156;16060073;0,385873
occ;rw;2;0;80;19321411;15457219;3864192;6439824;155,283732;5544622;13776789;0,402461
occ;rw;2;0;80;21959015;17565455;4393560;7318920;136,632167;6280931;15678084;0,400619
occ;rw;2;0;80;22949234;18357388;4591846;7649047;130,735226;6459222;16490012;0,391705
occ;rw;4;0;80;16492229;13192308;3299921;5496621;181,929930;3255377;5350996;0,608368
occ;rw;4;0;80;16121167;12896053;3225114;5373267;186,106483;3390832;4738258;0,715628
occ;rw;4;0;80;16407785;13125183;3282602;5468518;182,864879;2535099;5113160;0,495799
occ;rw;4;0;80;16720265;13375095;3345170;5572670;179,447192;2472759;5506171;0,449089
occ;rw;4;0;80;15443438;12353188;3090250;5147143;194,282507;2695927;4628460;0,582467
occ;rw;6;0;80;14972769;11980011;2992758;4990281;200,389500;2003873;3083871;0,649791
occ;rw;6;0;80;15676023;12543112;3132911;5224445;191,407865;2177364;3057405;0,712161
occ;rw;6;0;80;15705842;12566740;3139102;5234592;191,036852;2404611;3065514;0,784407
occ;rw;6;0;80;17876986;14304043;3572943;5958042;167,840351;2646725;3612567;0,732644
occ;rw;6;0;80;15546599;12440080;3106519;5181322;193,000904;2155527;3056086;0,705323
rw;rw;1;0;95;148137031;140730289;7406742;49375044;20,253146;0;0;1,000000
rw;rw;1;0;95;148048184;140645695;7402489;49345380;20,265322;0;0;1,000000
rw;rw;1;0;95;148099210;140694255;7404955;49361545;20,258685;0;0;1,000000
rw;rw;1;0;95;145914522;138618988;7295534;48634022;20,561737;0;0;1,000000
rw;rw;1;0;95;148121303;140715246;7406057;49369849;20,255277;0;0;1,000000
rw;rw;2;0;95;15616996;14835544;781452;5205118;192,118593;5526168;10090828;0,547643
rw;rw;2;0;95;17627170;16746711;880459;5875237;170,205880;5135777;12491393;0,411145
rw;rw;2;0;95;18737121;17801098;936023;6245064;160,126449;6004444;12732677;0,471578
rw;rw;2;0;95;11811471;11221260;590211;3936830;254,011455;4086634;7724837;0,529025
rw;rw;2;0;95;16889936;16046271;843665;5629384;177,639303;7139825;9750111;0,732281
rw;rw;4;0;95;11027510;10475646;551864;3675387;272,080122;2191630;3710875;0,590597
rw;rw;4;0;95;13774408;13084860;689548;4591026;217,816191;2864439;4750995;0,602913
rw;rw;4;0;95;13673951;12989715;684236;4557393;219,423657;2517304;4488897;0,560785
rw;rw;4;0;95;14016075;13314614;701461;4671398;214,068651;2765107;4673407;0,591668
rw;rw;4;0;95;12116102;11509452;606650;4038250;247,632007;2315242;3950249;0,586100
rw;rw;6;0;95;10986754;10436504;550250;3661616;273,103433;1647434;2004502;0,821867
rw;rw;6;0;95;10323641;9806841;516800;3440656;290,642233;1256803;2195050;0,572562
rw;rw;6;0;95;11210886;10650577;560309;3736275;267,646204;1320100;2469091;0,534650
rw;rw;6;0;95;10916647;10370061;546586;3638269;274,855973;1326304;2361493;0,561638
rw;rw;6;0;95;10673467;10139307;534160;3557180;281,121542;1316905;2260543;0,582561
occ;rw;1;0;95;341040406;323986939;17053467;113670657;8,797345;0;0;1,000000
occ;rw;1;0;95;340308145;323291129;17017016;113426957;8,816246;0;0;1,000000
occ;rw;1;0;95;338651222;321717266;16933956;112872920;8,859521;0;0;1,000000
occ;rw;1;0;95;338967248;322017411;16949837;112980071;8,851118;0;0;1,000000
occ;rw;1;0;95;338966377;322016531;16949846;112978295;8,851258;0;0;1,000000
occ;rw;2;0;95;51141201;48583349;2557852;17045159;58,667683;14952370;36188831;0,413176
occ;rw;2;0;95;56345999;53527824;2818175;18780063;53,247955;14697847;41648152;0,352905
occ;rw;2;0;95;61618955;58537217;3081738;20537374;48,691717;15728240;45890715;0,342733
occ;rw;2;0;95;52115668;49509332;2606336;17370004;57,570508;14014617;38101051;0,367828
occ;rw;2;0;95;48143891;45735985;2407906;16046715;62,318047;13248973;34894918;0,379682
occ;rw;4;0;95;48111292;45704425;2406867;16035792;62,360496;6504715;14327541;0,454001
occ;rw;4;0;95;53693868;51008741;2685127;17896245;55,877640;8116087;16242991;0,499667
occ;rw;4;0;95;54874979;52131227;2743752;18289864;54,675090;6484508;18415417;0,352124
occ;rw;4;0;95;52591138;49960719;2630419;17528169;57,051023;7152086;16002994;0,446922
occ;rw;4;0;95;53235984;50573993;2661991;17743157;56,359755;4970743;19288325;0,257707
occ;rw;6;0;95;55927663;53131385;2796278;18639513;53,649468;8385390;10376295;0,808129
occ;rw;6;0;95;49633395;47152658;2480737;16541902;60,452540;7069007;9309390;0,759342
occ;rw;6;0;95;49031955;46582889;2449066;16340924;61,196049;6763714;11150752;0,606570
occ;rw;6;0;95;48952548;46505761;2446787;16315315;61,292102;6975029;9138121;0,763289
occ;rw;6;0;95;49449183;46978356;2470827;16480903;60,676287;6475992;12314533;0,525882
rcu;rcu;1;0;90;256703144;231035751;25667393;85562629;11,687345;0;0;1,000000
rcu;rcu;1;0;90;256010917;230413212;25597705;85331961;11,718938;0;0;1,000000
rcu;rcu;1;0;90;256541783;230891335;25650448;85508806;11,694702;0;0;1,000000
rcu;rcu;1;0;90;256549883;230899393;25650490;85511512;11,694332;0;0;1,000000
rcu;rcu;1;0;90;256506460;230859010;25647450;85496616;11,696369;0;0;1,000000
rcu;rcu;2;0;90;23591130;21229525;2361605;7863159;127,175336;8248154;15342976;0,537585
rcu;rcu;2;0;90;22020443;19817155;2203288;7339658;136,246118;9759666;12260777;0,796007
rcu;rcu;2;0;90;22482379;20232085;2250294;7493536;133,448343;7999972;14482407;0,552392
rcu;rcu;2;0;90;23005403;20704210;2301193;7667930;130,413292;10338424;12666979;0,816171
rcu;rcu;2;0;90;21925195;19731950;2193245;7307874;136,838689;9275455;12649740;0,733253
rcu;rcu;4;0;90;20624820;18564587;2060233;6874612;145,462736;4916525;5660581;0,868555
rcu;rcu;4;0;90;21768932;19594769;2174163;7255966;137,817611;4848584;6564787;0,738574
rcu;rcu;4;0;90;20143600;18131448;2012152;6714206;148,937936;4441907;5662856;0,784393
rcu;rcu;4;0;90;20773983;18698849;2075134;6924337;144,418149;4569242;6331682;0,721647
rcu;rcu;4;0;90;20367389;18333287;2034102;6788663;147,304390;4707258;5936337;0,792957
rcu;rcu;6;0;90;19478844;17531734;1947110;6492229;154,030298;2931614;3621434;0,809517
rcu;rcu;6;0;90;19831814;17849426;1982388;6609896;151,288297;2948306;3656417;0,806337
rcu;rcu;6;0;90;17237417;15514833;1722584;5745146;174,059953;2559873;3176482;0,805883
rcu;rcu;6;0;90;19613705;17652455;1961250;6537185;152,971034;2951540;3545884;0,832385
rcu;rcu;6;0;90;19153472;17239273;1914199;6383725;156,648339;2793945;3527171;0,792121
ttas;mutex;4;0;100;21432077;0;21432077;7143053;139,996144;4201999;6746607;0,622831
ttas;mutex;4;0;100;21032920;0;21032920;7010044;142,652454;4277909;6237765;0,685808
ttas;mutex;4;0;100;20088130;0;20088130;6695124;149,362414;3507270;6522884;0,537687
ttas;mutex;4;0;100;21087151;0;21087151;7028158;142,284777;4695173;6292100;0,746201
ttas;mutex;4;0;100;19707482;0;19707482;6568507;152,241585;2871531;6465392;0,444139
ttas;mutex;4;50;100;10499933;0;10499933;3499564;285,749874;1488554;3768071;0,395044
ttas;mutex;4;50;100;10084627;0;10084627;3361099;297,521668;650024;5672097;0,114600
ttas;mutex;4;50;100;10453261;0;10453261;3484071;287,020534;738497;4470281;0,165201
ttas;mutex;4;50;100;10397275;0;10397275;3465296;288,575615;875981;4746137;0,184567
ttas;mutex;4;50;100;10394649;0;10394649;3464441;288,646810;780460;5832889;0,133803
ttas;mutex;4;100;100;8730720;0;8730720;2909926;343,651350;1485657;2530889;0,587010
ttas;mutex;4;100;100;8549076;0;8549076;2849387;350,952608;64373;4618870;0,013937
ttas;mutex;4;100;100;8912279;0;8912279;2970434;336,651063;1401084;2828491;0,495347
ttas;mutex;4;100;100;8472403;0;8472403;2823877;354,122957;1080266;2923598;0,369499
ttas;mutex;4;100;100;8654228;0;8654228;2884441;346,687623;1379284;2854813;0,483143
ttas;mutex;4;500;100;5732271;0;5732271;1910550;523,409450;1257666;1642849;0,765540
ttas;mutex;4;500;100;6005524;0;6005524;2001648;499,588111;521403;2865851;0,181937
ttas;mutex;4;500;100;6059048;0;6059048;2019426;495,189997;266236;3781975;0,070396
ttas;mutex;4;500;100;5963023;0;5963023;1987410;503,167250;418587;2562942;0,163323
ttas;mutex;4;500;100;5715006;0;5715006;1904736;525,006918;335014;3631879;0,092243
ttas;mutex;4;1000;100;5287526;0;5287526;1762292;567,442682;420476;2099340;0,200290
ttas;mutex;4;1000;100;5349323;0;5349323;1782901;560,883525;575190;2075916;0,277078
ttas;mutex;4;1000;100;5576912;0;5576912;1858783;537,986292;554075;1987606;0,278765
ttas;mutex;4;1000;100;5350699;0;5350699;1783356;560,740446;555386;2029228;0,273693
ttas;mutex;4;1000;100;5531401;0;5531401;1843559;542,428994;371752;3178669;0,116952
ttas;mutex;4;5000;100;1617602;0;1617602;539135;1854,822759;243086;484838;0,501376
ttas;mutex;4;5000;100;1631795;0;1631795;543861;1838,701975;255963;538063;0,475712
ttas;mutex;4;5000;100;1614941;0;1614941;538267;1857,811676;102255;915905;0,111644
ttas;mutex;4;5000;100;1627624;0;1627624;542477;1843,393756;88367;917771;0,096284
ttas;mutex;4;5000;100;1663016;0;1663016;554272;1804,167151;127840;676706;0,188915
