platform;lock;workload;threads;cs_work;read_pct;total_ops;read_ops;write_ops;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
arm;occ;mutex;2;0;100;235306191;0;235306191;78173544,000000;12,792051;72097903,000000;163208288,000000;0,441754
arm;occ;mutex;2;0;100;245185496;0;245185496;81592511,000000;12,256027;96310451,000000;277808658,000000;0,346679
arm;occ;mutex;4;0;100;128062445;0;128062445;42545085,000000;23,504477;9598039,000000;62040062,000000;0,154707
arm;occ;mutex;4;0;100;126529817;0;126529817;42035944,000000;23,789164;5448963,000000;68277530,000000;0,079806
arm;occ;mutex;4;0;100;127385414;0;127385414;42320167,000000;23,629396;9056357,000000;45730742,000000;0,198037
arm;occ;mutex;4;0;100;128230125;0;128230125;42600742,000000;23,473769;2297208,000000;79086468,000000;0,029047
arm;occ;mutex;4;0;100;129330812;0;129330812;42966472,000000;23,273961;1551870,000000;58571131,000000;0,026495
arm;occ;mutex;6;0;100;9894888;0;9894888;3293680,000000;303,611719;1569236,000000;1744117,000000;0,899731
arm;occ;mutex;6;0;100;9969802;0;9969802;3322416,000000;300,985725;1591573,000000;1748696,000000;0,910148
arm;occ;mutex;6;0;100;9081065;0;9081065;3022519,000000;330,849846;1418096,000000;1600808,000000;0,885863
arm;occ;mutex;6;0;100;9237030;0;9237030;3078786,000000;324,803247;1465451,000000;1590970,000000;0,921105
arm;occ;mutex;6;0;100;9878518;0;9878518;3289956,000000;303,955348;1553886,000000;1769987,000000;0,877908
arm;rw;rw;1;0;80;312254171;249798107;62456064;103737255,000000;9,639738;0,000000;0,000000;1,000000
arm;rw;rw;1;0;80;278271887;222612518;55659369;92447781,000000;10,816917;0,000000;0,000000;1,000000
arm;rw;rw;1;0;80;311401852;249115241;62286611;103454617,000000;9,666074;0,000000;0,000000;1,000000
arm;rw;rw;1;0;80;311186549;248943858;62242691;103383047,000000;9,672766;0,000000;0,000000;1,000000
arm;rw;rw;1;0;80;307967806;246369777;61598029;102313439,000000;9,773887;0,000000;0,000000;1,000000
arm;rw;rw;2;0;80;86353925;69079666;17274259;28688498,000000;34,857175;42640708,000000;43713217,000000;0,975465
arm;rw;rw;2;0;80;87367826;69890967;17476859;29025486,000000;34,452481;42536443,000000;44831383,000000;0,948810
arm;rw;rw;2;0;80;90720168;72572123;18148045;30139229,000000;33,179349;45300540,000000;45419628,000000;0,997378
arm;rw;rw;2;0;80;88443949;70752202;17691747;29383003,000000;34,033281;43900814,000000;44543135,000000;0,985580
arm;rw;rw;2;0;80;87196313;69753781;17442532;28968535,000000;34,520212;42572995,000000;44623318,000000;0,954053
arm;rw;rw;4;0;80;48497949;38796331;9701618;16112017,000000;62,065474;11783137,000000;12609560,000000;0,934461
arm;rw;rw;4;0;80;46567695;37253294;9314401;15470804,000000;64,637881;11435918,000000;11911311,000000;0,960089
arm;rw;rw;4;0;80;47959772;38367262;9592510;15933279,000000;62,761718;11732809,000000;12357000,000000;0,949487
arm;rw;rw;4;0;80;46492868;37192308;9300559;15451847,000000;64,859439;11360986,000000;11945096,000000;0,951598
arm;rw;rw;4;0;80;42946056;34352347;8593709;14291291,000000;69,972685;10492081,000000;10902515,000000;0,962354
arm;rw;rw;6;0;80;16883453;13508515;3374938;5618313,000000;177,989341;2636622,000000;3107717,000000;0,848411
arm;rw;rw;6;0;80;16901317;13522345;3378972;5624303,000000;177,799798;2528829,000000;3192072,000000;0,792222
arm;rw;rw;6;0;80;16971498;13579396;3392102;5653815,000000;176,871695;2575243,000000;3360671,000000;0,766288
arm;rw;rw;6;0;80;17050518;13642100;3408418;5681809,000000;176,000274;2517321,000000;3282609,000000;0,766866
arm;rw;rw;6;0;80;17018004;13615820;3402184;5663120,000000;176,581078;2610433,000000;3151739,000000;0,828252
arm;occ;rw;1;0;80;317958272;254361421;63596851;105807974,000000;9,451083;0,000000;0,000000;1,000000
arm;occ;rw;1;0;80;303877844;243098913;60778931;101122877,000000;9,888959;0,000000;0,000000;1,000000
arm;occ;rw;1;0;80;306789608;245427899;61361709;102092160,000000;9,795071;0,000000;0,000000;1,000000
arm;occ;rw;1;0;80;280523678;224413083;56110595;93351110,000000;10,712245;0,000000;0,000000;1,000000
arm;occ;rw;1;0;80;312443066;249949543;62493523;103972897,000000;9,617891;0,000000;0,000000;1,000000
arm;occ;rw;2;0;80;133448992;106753949;26695043;44408422,000000;22,518251;66478308,000000;66970684,000000;0,992648
arm;occ;rw;2;0;80;134868620;107885963;26982657;44880963,000000;22,281161;66262845,000000;68605775,000000;0,965849
arm;occ;rw;2;0;80;134400763;107510234;26890529;44725113,000000;22,358803;65896307,000000;68504456,000000;0,961927
arm;occ;rw;2;0;80;133773156;107009755;26763401;44516315,000000;22,463674;65727823,000000;68045333,000000;0,965942
arm;occ;rw;2;0;80;134591014;107662724;26928290;44812020,000000;22,315441;66742277,000000;67848737,000000;0,983692
arm;occ;rw;4;0;80;107342662;85880285;21462377;35720818,000000;27,994879;26510246,000000;27089991,000000;0,978599
arm;occ;rw;4;0;80;107657235;86132999;21524236;35825566,000000;27,913027;26504959,000000;27251527,000000;0,972605
arm;occ;rw;4;0;80;107565024;86056577;21508447;35794798,000000;27,937020;26625951,000000;27110035,000000;0,982144
arm;occ;rw;4;0;80;107584323;86073738;21510585;35801288,000000;27,931956;26815514,000000;27061658,000000;0,990904
arm;occ;rw;4;0;80;107065079;85656587;21408492;35656823,000000;28,045123;26462332,000000;26919237,000000;0,983027
arm;occ;rw;6;0;80;29083872;23269969;5813903;9678331,000000;103,323593;4375166,000000;5712347,000000;0,765914
arm;occ;rw;6;0;80;29435855;23551162;5884693;9808686,000000;101,950447;4448626,000000;5500718,000000;0,808736
arm;occ;rw;6;0;80;29537096;23633073;5904023;9832551,000000;101,703003;4428699,000000;5735673,000000;0,772132
arm;occ;rw;6;0;80;29464525;23574894;5889631;9809327,000000;101,943792;4483810,000000;5655400,000000;0,792837
arm;occ;rw;6;0;80;29413811;23534367;5879444;9800985,000000;102,030554;4478077,000000;5688385,000000;0,787232
arm;rw;rw;1;0;95;365429276;347153929;18275347;121650506,000000;8,220270;0,000000;0,000000;1,000000
arm;rw;rw;1;0;95;375879567;357080189;18799378;125083313,000000;7,994672;0,000000;0,000000;1,000000
arm;rw;rw;1;0;95;376353303;357531675;18821628;125241108,000000;7,984599;0,000000;0,000000;1,000000
arm;rw;rw;1;0;95;357643936;339757669;17886267;119014930,000000;8,402307;0,000000;0,000000;1,000000
arm;rw;rw;1;0;95;371795225;353200416;18594809;123724391,000000;8,082481;0,000000;0,000000;1,000000
arm;rw;rw;2;0;95;82338728;78222061;4116667;27400139,000000;36,496165;41011524,000000;41327204,000000;0,992361
arm;rw;rw;2;0;95;84332557;80115694;4216863;28063722,000000;35,633192;42045546,000000;42287011,000000;0,994290
arm;rw;rw;2;0;95;82198052;78088432;4109620;27353400,000000;36,558526;40503344,000000;41694708,000000;0,971426
arm;rw;rw;2;0;95;83671684;79488044;4183640;27844421,000000;35,913836;41530819,000000;42140865,000000;0,985524
arm;rw;rw;2;0;95;83824409;79633436;4190973;27894650,000000;35,849168;41858261,000000;41966148,000000;0,997429
arm;rw;rw;4;0;95;53110993;50457249;2653744;17674007,000000;56,580263;13223193,000000;13315078,000000;0,993099
arm;rw;rw;4;0;95;53073934;50422350;2651584;17661647,000000;56,619858;13167419,000000;13315303,000000;0,988894
arm;rw;rw;4;0;95;52957379;50311642;2645737;17650273,000000;56,656345;13181098,000000;13282286,000000;0,992382
arm;rw;rw;4;0;95;53302131;50638888;2663243;17737579,000000;56,377479;13255860,000000;13364483,000000;0,991872
arm;rw;rw;4;0;95;52227438;49617928;2609510;17379960,000000;57,537529;13006488,000000;13091363,000000;0,993517
arm;rw;rw;6;0;95;20433665;19412003;1021662;6804557,000000;146,960335;3026257,000000;3693807,000000;0,819279
arm;rw;rw;6;0;95;20469382;19446561;1022821;6821172,000000;146,602370;2952307,000000;3807497,000000;0,775393
arm;rw;rw;6;0;95;20465548;19442526;1023022;6818905,000000;146,651110;3058824,000000;4209465,000000;0,726654
arm;rw;rw;6;0;95;20775706;19737505;1038201;6913580,000000;144,642860;3188186,000000;3793065,000000;0,840530
arm;rw;rw;6;0;95;20516419;19490505;1025914;6828595,000000;146,443001;3239319,000000;3643477,000000;0,889074
arm;occ;rw;1;0;95;389561234;370077245;19483989;129636481,000000;7,713878;0,000000;0,000000;1,000000
arm;occ;rw;1;0;95;366612745;348277731;18335014;121999575,000000;8,196750;0,000000;0,000000;1,000000
arm;occ;rw;1;0;95;389696770;370205913;19490857;129681616,000000;7,711193;0,000000;0,000000;1,000000
arm;occ;rw;1;0;95;383618528;364432762;19185766;127659017,000000;7,833368;0,000000;0,000000;1,000000
arm;occ;rw;1;0;95;375528134;356746363;18781771;124966536,000000;8,002142;0,000000;0,000000;1,000000
arm;occ;rw;2;0;95;231451775;219880720;11571055;77098773,000000;12,970375;114591122,000000;116860653,000000;0,980579
arm;occ;rw;2;0;95;234408222;222689488;11718734;78004990,000000;12,819693;116830455,000000;117577767,000000;0,993644
arm;occ;rw;2;0;95;233457129;221786658;11670471;77688458,000000;12,871925;116475238,000000;116981891,000000;0,995669
arm;occ;rw;2;0;95;234804122;223065377;11738745;78137095,000000;12,798019;116891469,000000;117912653,000000;0,991339
arm;occ;rw;2;0;95;230839287;219300503;11538784;76858319,000000;13,010953;113621583,000000;117217704,000000;0,969321
arm;occ;rw;4;0;95;191424445;181852246;9572199;63701070,000000;15,698323;47403759,000000;48789301,000000;0,971602
arm;occ;rw;4;0;95;191725796;182138068;9587728;63801351,000000;15,673649;47855101,000000;48053503,000000;0,995871
arm;occ;rw;4;0;95;191446527;181873532;9572995;63708225,000000;15,696560;47483829,000000;48378392,000000;0,981509
arm;occ;rw;4;0;95;191707968;182120800;9587168;63832462,000000;15,666010;47712032,000000;48142765,000000;0,991053
arm;occ;rw;4;0;95;191686988;182099682;9587306;63788392,000000;15,676833;47830837,000000;48001659,000000;0,996441
arm;occ;rw;6;0;95;164418790;156202473;8216317;54713462,000000;18,277037;21381171,000000;38811143,000000;0,550903
arm;occ;rw;6;0;95;164493338;156274086;8219252;54751923,000000;18,264199;21266545,000000;39453528,000000;0,539028
arm;occ;rw;6;0;95;165162668;156909291;8253377;55041182,000000;18,168214;21167752,000000;39261295,000000;0,539151
arm;occ;rw;6;0;95;165109610;156858908;8250702;54944033,000000;18,200338;21256998,000000;38220493,000000;0,556168
arm;occ;rw;6;0;95;164166199;155963995;8202204;54685391,000000;18,286419;21495151,000000;38901846,000000;0,552548
arm;rcu;rcu;1;0;90;309012053;278106340;30905713;102831425,000000;9,724654;0,000000;0,000000;1,000000
arm;rcu;rcu;1;0;90;309032017;278124511;30907506;102838382,000000;9,723996;0,000000;0,000000;1,000000
arm;rcu;rcu;1;0;90;304433170;273986016;30447154;101307890,000000;9,870899;0,000000;0,000000;1,000000
arm;rcu;rcu;1;0;90;304869812;274379131;30490681;101453340,000000;9,856748;0,000000;0,000000;1,000000
arm;rcu;rcu;1;0;90;312905986;281611111;31294875;104258400,000000;9,591553;0,000000;0,000000;1,000000
arm;rcu;rcu;2;0;90;136807113;123120638;13686475;45526082,000000;21,965430;68296057,000000;68511056,000000;0,996862
arm;rcu;rcu;2;0;90;134570693;121108819;13461874;44781808,000000;22,330496;67089875,000000;67480818,000000;0,994207
arm;rcu;rcu;2;0;90;135458719;121906744;13551975;45077205,000000;22,184161;67712482,000000;67746237,000000;0,999502
arm;rcu;rcu;2;0;90;135225468;121698055;13527413;45019772,000000;22,212462;67244041,000000;67981427,000000;0,989153
arm;rcu;rcu;2;0;90;137540512;123780663;13759849;45769982,000000;21,848381;68509887,000000;69030625,000000;0,992456
arm;rcu;rcu;4;0;90;122411567;110171001;12240566;40735437,000000;24,548650;25942726,000000;35219727,000000;0,736596
arm;rcu;rcu;4;0;90;121537540;109382451;12155089;40444571,000000;24,725197;26122425,000000;33542761,000000;0,778780
arm;rcu;rcu;4;0;90;121753226;109578479;12174747;40516371,000000;24,681381;27209062,000000;33489384,000000;0,812468
arm;rcu;rcu;4;0;90;122183129;109964989;12218140;40659357,000000;24,594585;26962435,000000;33813365,000000;0,797390
arm;rcu;rcu;4;0;90;121476182;109329808;12146374;40424225,000000;24,737642;27256523,000000;32938133,000000;0,827507
arm;rcu;rcu;6;0;90;48428818;43586547;4842271;16115743,000000;62,051124;6560086,000000;9138608,000000;0,717843
arm;rcu;rcu;6;0;90;48158125;43342999;4815126;16025690,000000;62,399809;6222932,000000;9574539,000000;0,649946
arm;rcu;rcu;6;0;90;48579829;43722149;4857680;16190636,000000;61,764095;6638043,000000;10019574,000000;0,662508
arm;rcu;rcu;6;0;90;48347121;43512368;4834753;16103576,000000;62,098005;6142744,000000;9795602,000000;0,627092
arm;rcu;rcu;6;0;90;47773909;42996661;4777248;15893222,000000;62,919903;5954036,000000;9954506,000000;0,598125
arm;ttas;mutex;4;50;100;100026483;0;100026483;33233761,000000;30,089883;17425654,000000;37007307,000000;0,470871
arm;ttas;mutex;4;50;100;99733636;0;99733636;33140595,000000;30,174473;21625375,000000;28498326,000000;0,758830
arm;ttas;mutex;4;50;100;100139757;0;100139757;33268530,000000;30,058436;19464071,000000;31194402,000000;0,623960
arm;ttas;mutex;4;50;100;100160669;0;100160669;33275440,000000;30,052194;22957124,000000;28903132,000000;0,794278
arm;ttas;mutex;4;50;100;100091215;0;100091215;33252473,000000;30,072951;19362052,000000;32417257,000000;0,597276
arm;ttas;mutex;4;100;100;49973182;0;49973182;16602131,000000;60,233231;10138436,000000;16552561,000000;0,612500
arm;ttas;mutex;4;100;100;50080497;0;50080497;16637789,000000;60,104138;9552232,000000;19867023,000000;0,480808
arm;ttas;mutex;4;100;100;50005862;0;50005862;16612889,000000;60,194226;4756604,000000;19753099,000000;0,240803
arm;ttas;mutex;4;100;100;50022717;0;50022717;16618609,000000;60,173507;9810279,000000;16609905,000000;0,590628
arm;ttas;mutex;4;100;100;50063634;0;50063634;16647872,000000;60,067736;10458087,000000;15571616,000000;0,671612
arm;ttas;mutex;4;500;100;19593766;0;19593766;6509470,000000;153,622322;2429418,000000;7157622,000000;0,339417
arm;ttas;mutex;4;500;100;19609356;0;19609356;6514659,000000;153,499967;2507096,000000;7497353,000000;0,334397
arm;ttas;mutex;4;500;100;19586605;0;19586605;6507084,000000;153,678666;3158325,000000;6279354,000000;0,502970
arm;ttas;mutex;4;500;100;19552058;0;19552058;6509858,000000;153,613181;4028325,000000;6205899,000000;0,649112
arm;ttas;mutex;4;500;100;19588992;0;19588992;6510153,000000;153,606202;2006169,000000;6536674,000000;0,306910
arm;ttas;mutex;4;1000;100;10258733;0;10258733;3418567,000000;292,520204;708909,000000;4158503,000000;0,170472
arm;ttas;mutex;4;1000;100;10283545;0;10283545;3419206,000000;292,465552;1059263,000000;3191113,000000;0,331942
