lock;workload;threads;cs_work;read_pct;total_ops;read_ops;write_ops;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
ttas;mutex;2;0;100;57427937;0;57427937;19141941;52,241304;25990815;31437122;0,826756
ttas;mutex;4;0;100;41811736;0;41811736;13936398;71,754552;16304;22453207;0,000726
ttas;mutex;4;0;100;60561198;0;60561198;20185901;49,539525;4137782;25073312;0,165027
ttas;mutex;4;0;100;57601188;0;57601188;19199305;52,085217;8282876;24400955;0,339449
ttas;mutex;4;0;100;47297507;0;47297507;15764977;63,431745;32067;24258231;0,001322
ttas;mutex;4;0;100;57560366;0;57560366;19185645;52,122301;4279834;30133634;0,142028
ttas;mutex;6;0;100;34582550;0;34582550;11526498;86,756618;23087;20655465;0,001118
ttas;mutex;6;0;100;25337855;0;25337855;8445265;118,409541;1126;17288686;0,000065
ttas;mutex;6;0;100;44402323;0;44402323;14799627;67,569266;2524302;10706240;0,235779
ttas;mutex;6;0;100;46808294;0;46808294;15601551;64,096188;347;16231596;0,000021
ttas;mutex;6;0;100;44590948;0;44590948;14862427;67,283760;1140;15484082;0,000074
ttas;mutex;8;0;100;35292229;0;35292229;11762718;85,014363;539;10652455;0,000051
ttas;mutex;8;0;100;27153245;0;27153245;9050197;110,494830;153909;12134492;0,012684
ttas;mutex;8;0;100;33946204;0;33946204;11314178;88,384679;22677;10594697;0,002140
ttas;mutex;8;0;100;36103284;0;36103284;12033144;83,103795;1535;14392332;0,000107
ttas;mutex;8;0;100;31753057;0;31753057;10583135;94,489953;162;14301374;0,000011
cas;mutex;1;0;100;266012018;0;266012018;88667703;11,278064;0;0;1,000000
cas;mutex;1;0;100;266032114;0;266032114;88674465;11,277204;0;0;1,000000
cas;mutex;1;0;100;266030738;0;266030738;88673849;11,277282;0;0;1,000000
cas;mutex;1;0;100;266184921;0;266184921;88725299;11,270742;0;0;1,000000
cas;mutex;1;0;100;266035265;0;266035265;88675394;11,277085;0;0;1,000000
cas;mutex;2;0;100;70321178;0;70321178;23439419;42,663173;22327720;47993458;0,465224
cas;mutex;2;0;100;70391935;0;70391935;23463110;42,620096;30947504;39444431;0,784585
cas;mutex;2;0;100;67469602;0;67469602;22488969;44,466243;32662159;34807443;0,938367
cas;mutex;2;0;100;158969153;0;158969153;52987818;18,872262;78388964;80580189;0,972807
cas;mutex;2;0;100;70377697;0;70377697;23458392;42,628666;32543598;37834099;0,860166
cas;mutex;4;0;100;55983685;0;55983685;18660077;53,590346;5;37208902;0,000000
cas;mutex;4;0;100;47340215;0;47340215;15779160;63,374727;15692;32564480;0,000482
cas;mutex;4;0;100;45673847;0;45673847;15223793;65,686650;164;24065570;0,000007
cas;mutex;4;0;100;49907789;0;49907789;16634929;60,114473;744;26071493;0,000029
cas;mutex;4;0;100;55126364;0;55126364;18374322;54,423776;2083838;33153498;0,062854
cas;mutex;6;0;100;33507481;0;33507481;11168264;89,539425;27;14292221;0,000002
cas;mutex;6;0;100;33860386;0;33860386;11285974;88,605552;467;10392840;0,000045
cas;mutex;6;0;100;40021219;0;40021219;13339298;74,966459;438;19921827;0,000022
cas;mutex;6;0;100;34523920;0;34523920;11507021;86,903461;554;14275692;0,000039
cas;mutex;6;0;100;34796932;0;34796932;11597981;86,221898;21783;21301110;0,001023
cas;mutex;8;0;100;25812229;0;25812229;8603110;116,237026;3139;8779911;0,000358
cas;mutex;8;0;100;25807777;0;25807777;8601687;116,256264;2488;8448102;0,000295
cas;mutex;8;0;100;27002452;0;27002452;8997283;111,144662;221;11229742;0,000020
cas;mutex;8;0;100;28006851;0;28006851;9334552;107,128859;3;12113648;0,000000
cas;mutex;8;0;100;25740952;0;25740952;8579412;116,558101;3327;8026656;0,000414
ticket;mutex;1;0;100;511075539;0;511075539;170352467;5,870182;0;0;1,000000
ticket;mutex;1;0;100;508395678;0;508395678;169460284;5,901088;0;0;1,000000
ticket;mutex;1;0;100;508412774;0;508412774;169464856;5,900929;0;0;1,000000
ticket;mutex;1;0;100;509698824;0;509698824;169893323;5,886046;0;0;1,000000
ticket;mutex;1;0;100;508412683;0;508412683;169464683;5,900935;0;0;1,000000
ticket;mutex;2;0;100;30802780;0;30802780;10267139;97,398107;15401308;15401472;0,999989
ticket;mutex;2;0;100;28067001;0;28067001;9355290;106,891394;14033497;14033504;1,000000
ticket;mutex;2;0;100;35478597;0;35478597;11825736;84,561330;17739219;17739378;0,999991
ticket;mutex;2;0;100;27998914;0;27998914;9332609;107,151170;13999389;13999525;0,999990
ticket;mutex;2;0;100;31330441;0;31330441;10443045;95,757511;15665124;15665317;0,999988
ticket;mutex;4;0;100;21210567;0;21210567;7069741;141,447882;5302626;5302678;0,999990
ticket;mutex;4;0;100;21037871;0;21037871;7012235;142,607869;5259467;5259468;1,000000
ticket;mutex;4;0;100;19914121;0;19914121;6637626;150,656273;4978530;4978531;1,000000
ticket;mutex;4;0;100;17750041;0;17750041;5916327;169,023780;4437510;4437511;1,000000
ticket;mutex;4;0;100;19933721;0;19933721;6644174;150,507778;4983430;4983431;1,000000
ticket;mutex;6;0;100;13032627;0;13032627;4343882;230,208801;2172104;2172105;1,000000
ticket;mutex;6;0;100;15443020;0;15443020;5147263;194,277970;2573836;2573837;1,000000
ticket;mutex;6;0;100;16124054;0;16124054;5374278;186,071504;2687341;2687343;0,999999
ticket;mutex;6;0;100;14907726;0;14907726;4968853;201,253665;2484620;2484622;0,999999
ticket;mutex;6;0;100;14014344;0;14014344;4671107;214,082000;2335723;2335725;0,999999
ticket;mutex;8;0;100;13627064;0;13627064;4541895;220,172387;1703383;1703383;1,000000
ticket;mutex;8;0;100;11102975;0;11102975;3700601;270,226339;1387871;1387872;0,999999
ticket;mutex;8;0;100;12558080;0;12558080;4185542;238,917630;1569760;1569760;1,000000
ticket;mutex;8;0;100;10952600;0;10952600;3650421;273,940964;1369075;1369075;1,000000
ticket;mutex;8;0;100;11826418;0;11826418;3941657;253,700368;1478302;1478303;0,999999
rw;mutex;1;0;100;342554657;0;342554657;114181060;8,758020;0;0;1,000000
rw;mutex;1;0;100;342545012;0;342545012;114177484;8,758294;0;0;1,000000
rw;mutex;1;0;100;342544490;0;342544490;114177482;8,758294;0;0;1,000000
rw;mutex;1;0;100;342547573;0;342547573;114178681;8,758202;0;0;1,000000
rw;mutex;1;0;100;342555244;0;342555244;114181296;8,758002;0;0;1,000000
rw;mutex;2;0;100;112443523;0;112443523;37479723;26,681093;55524952;56918571;0,975516
rw;mutex;2;0;100;121857337;0;121857337;40617561;24,619892;58428765;63428572;0,921174
rw;mutex;2;0;100;103438773;0;103438773;34478283;29,003764;44241312;59197461;0,747352
rw;mutex;2;0;100;122045972;0;122045972;40680530;24,581784;57559054;64486918;0,892569
rw;mutex;2;0;100;123766538;0;123766538;41253943;24,240107;6679395;117087143;0,057046
rw;mutex;4;0;100;56175437;0;56175437;18724076;53,407174;3934308;24730749;0,159086
rw;mutex;4;0;100;62672370;0;62672370;20889592;47,870729;1225876;30856765;0,039728
rw;mutex;4;0;100;61407384;0;61407384;20467902;48,856985;225641;34270271;0,006584
rw;mutex;4;0;100;60701818;0;60701818;20232778;49,424749;15983;32251560;0,000496
rw;mutex;4;0;100;61437486;0;61437486;20478015;48,832858;282439;31425314;0,008988
rw;mutex;6;0;100;37819676;0;37819676;12605551;79,330126;542;17040648;0,000032
rw;mutex;6;0;100;37835131;0;37835131;12610788;79,297183;7079;17650821;0,000401
rw;mutex;6;0;100;38254861;0;38254861;12750571;78,427860;40805;12657024;0,003224
rw;mutex;6;0;100;36678650;0;36678650;12225225;81,798079;48591;18161043;0,002676
rw;mutex;6;0;100;39664024;0;39664024;13220321;75,641123;20124;20301926;0,000991
rw;mutex;8;0;100;32622930;0;32622930;10873060;91,970426;956;21187213;0,000045
rw;mutex;8;0;100;25127555;0;25127555;8375009;119,402844;8094;13258811;0,000610
rw;mutex;8;0;100;26167019;0;26167019;8703217;114,900035;8867;13214477;0,000671
rw;mutex;8;0;100;25262097;0;25262097;8419872;118,766639;14148;21660225;0,000653
rw;mutex;8;0;100;27284976;0;27284976;9093988;109,962752;1257467;10677547;0,117767
occ;mutex;1;0;100;226128243;0;226128243;75373544;13,267254;0;0;1,000000
occ;mutex;1;0;100;226134666;0;226134666;75375779;13,266861;0;0;1,000000
occ;mutex;1;0;100;226135818;0;226135818;75376176;13,266791;0;0;1,000000
occ;mutex;1;0;100;226128234;0;226128234;75373617;13,267242;0;0;1,000000
occ;mutex;1;0;100;226124475;0;226124475;75372653;13,267411;0;0;1,000000
occ;mutex;2;0;100;49268262;0;49268262;16422236;60,893046;23613116;25655146;0,920405
occ;mutex;2;0;100;63053526;0;63053526;21017118;47,580262;30488778;32564748;0,936251
occ;mutex;2;0;100;57574421;0;57574421;19190778;52,108361;26588094;30986327;0,858059
occ;mutex;2;0;100;63041026;0;63041026;21012893;47,589828;29834895;33206131;0,898475
occ;mutex;2;0;100;57862646;0;57862646;19286815;51,848891;24680485;33182161;0,743788
occ;mutex;4;0;100;42601988;0;42601988;14199799;70,423529;1209962;20389294;0,059343
occ;mutex;4;0;100;28515512;0;28515512;9504617;105,212024;407745;17008454;0,023973
occ;mutex;4;0;100;40658069;0;40658069;13551876;73,790519;82922;21112013;0,003928
occ;mutex;4;0;100;41485185;0;41485185;13827571;72,319279;4851;23066316;0,000210
occ;mutex;4;0;100;40028694;0;40028694;13342146;74,950460;7295812;12711664;0,573946
occ;mutex;6;0;100;25342760;0;25342760;8446969;118,385658;1964;13101929;0,000150
occ;mutex;6;0;100;28263227;0;28263227;9420346;106,153210;32206;14274296;0,002256
occ;mutex;6;0;100;23231359;0;23231359;7743192;129,145700;10465;13371210;0,000783
occ;mutex;6;0;100;23806157;0;23806157;7934770;126,027586;10158;12414337;0,000818
occ;mutex;6;0;100;28678464;0;28678464;9558694;104,616793;495602;24974788;0,019844
occ;mutex;8;0;100;20754960;0;20754960;6917583;144,559157;147095;9438933;0,015584
occ;mutex;8;0;100;14297234;0;14297234;4765272;209,851597;2939;6330673;0,000464
occ;mutex;8;0;100;14743283;0;14743283;4913934;203,502935;2101;7444830;0,000282
occ;mutex;8;0;100;18429986;0;18429986;6142686;162,795219;2427;10384467;0,000234
occ;mutex;8;0;100;24958191;0;24958191;8318473;120,214363;62588;13032762;0,004802
rw;rw;1;0;0;297359751;0;297359751;99116614;10,089126;0;0;1,000000
rw;rw;1;0;0;296207275;0;296207275;98732127;10,128415;0;0;1,000000
rw;rw;1;0;0;296406001;0;296406001;98798268;10,121635;0;0;1,000000
rw;rw;1;0;0;296208298;0;296208298;98732621;10,128365;0;0;1,000000
rw;rw;1;0;0;296405889;0;296405889;98798262;10,121635;0;0;1,000000
rw;rw;2;0;0;114757666;0;114757666;38250932;26,143153;56242727;58514939;0,961169
rw;rw;2;0;0;116697197;0;116697197;38897681;25,708473;53351659;63345538;0,842232
rw;rw;2;0;0;100611854;0;100611854;33536047;29,818660;49707806;50904048;0,976500
rw;rw;2;0;0;114257950;0;114257950;38084679;26,257278;50007600;64250350;0,778324
rw;rw;2;0;0;100537421;0;100537421;33511169;29,840797;50010256;50527165;0,989770
rw;rw;4;0;0;54209553;0;54209553;18068764;55,344127;4073159;18373056;0,221692
rw;rw;4;0;0;44132749;0;44132749;14710074;67,980622;9617415;12491626;0,769909
rw;rw;4;0;0;56371453;0;56371453;18789425;53,221426;6796572;19892424;0,341666
rw;rw;4;0;0;44572739;0;44572739;14856652;67,309913;9367362;12966600;0,722422
rw;rw;4;0;0;53481443;0;53481443;17826139;56,097396;338502;32736562;0,010340
rw;rw;6;0;0;34158903;0;34158903;11385428;87,831563;3924015;6969575;0,563021
rw;rw;6;0;0;36758927;0;36758927;12251956;81,619616;142434;16669476;0,008545
rw;rw;6;0;0;36716060;0;36716060;12237723;81,714545;501794;17849907;0,028112
rw;rw;6;0;0;36991437;0;36991437;12329452;81,106605;447294;9857047;0,045378
rw;rw;6;0;0;31612045;0;31612045;10536534;94,907862;87252;10403955;0,008386
rw;rw;8;0;0;27998944;0;27998944;9331925;107,159022;165332;10468824;0,015793
rw;rw;8;0;0;22981536;0;22981536;7659647;130,554309;2043647;3704058;0,551732
rw;rw;8;0;0;26129998;0;26129998;8705802;114,865913;241372;8546606;0,028242
rw;rw;8;0;0;26569946;0;26569946;8855652;112,922227;528502;6974318;0,075778
rw;rw;8;0;0;24395790;0;24395790;8131023;122,985743;476140;6708787;0,070973
rw;rw;1;0;50;216200169;108106715;108093454;72064191;13,876517;0;0;1,000000
rw;rw;1;0;50;216433863;108224116;108209747;72142076;13,861536;0;0;1,000000
rw;rw;1;0;50;214341943;107174932;107167011;71445417;13,996699;0;0;1,000000
rw;rw;1;0;50;215397884;107703991;107693893;71797056;13,928148;0;0;1,000000
rw;rw;1;0;50;215166893;107588680;107578213;71719938;13,943124;0;0;1,000000
rw;rw;2;0;50;54412433;27197921;27214512;18136781;55,136574;26281308;28131125;0,934243
rw;rw;2;0;50;64429721;32213264;32216457;21475735;46,564179;32197740;32231981;0,998938
rw;rw;2;0;50;61062897;30527139;30535758;20353568;49,131433;30518338;30544559;0,999142
rw;rw;2;0;50;63527733;31760953;31766780;21175159;47,225146;31749121;31778612;0,999072
rw;rw;2;0;50;61118550;30554962;30563588;20372054;49,086851;30539352;30579198;0,998697
rw;rw;4;0;50;33863324;16935322;16928002;11287104;88,596684;7031433;9885104;0,711316
rw;rw;4;0;50;32813831;16409992;16403839;10937287;91,430344;8181853;8224248;0,994845
rw;rw;4;0;50;35969020;17987120;17981900;11988935;83,410244;8316360;9608686;0,865504
rw;rw;4;0;50;33651710;16827562;16824148;11216565;89,153853;8048695;8856824;0,908756
rw;rw;4;0;50;34813848;17409891;17403957;11603918;86,177789;8362745;9077856;0,921225
rw;rw;6;0;50;24090544;12045596;12044948;8029576;124,539567;3652117;4215926;0,866267
rw;rw;6;0;50;21996062;10998246;10997816;7331447;136,398706;3335096;4373696;0,762535
rw;rw;6;0;50;23624645;11812517;11812128;7874250;126,996214;3350483;4689526;0,714461
rw;rw;6;0;50;22095354;11049157;11046197;7364473;135,787035;3062498;4091822;0,748444
rw;rw;6;0;50;22909474;11455756;11453718;7635890;130,960492;3483322;4061211;0,857705
rw;rw;8;0;50;16256228;8129205;8127023;5418159;184,564511;1631835;2434352;0,670337
rw;rw;8;0;50;16427214;8213835;8213379;5475168;182,642770;1666873;2500011;0,666746
rw;rw;8;0;50;16631256;8317257;8313999;5543121;180,403752;1791634;2322789;0,771329
rw;rw;8;0;50;16230046;8115170;8114876;5409455;184,861486;1771614;2451365;0,722705
rw;rw;8;0;50;15937144;7968141;7969003;5311800;188,260070;1696530;2366875;0,716781
rw;rw;1;0;80;201215357;160977745;40237612;67069382;14,909933;0;0;1,000000
rw;rw;1;0;80;201894505;161521414;40373091;67295687;14,859793;0;0;1,000000
rw;rw;1;0;80;201714858;161377484;40337374;67236314;14,872915;0;0;1,000000
rw;rw;1;0;80;201731016;161390258;40340758;67241217;14,871831;0;0;1,000000
rw;rw;1;0;80;199614877;159696669;39918208;66536160;15,029422;0;0;1,000000
rw;rw;2;0;80;61949718;49559199;12390519;20649040;48,428400;30942725;31006993;0,997927
rw;rw;2;0;80;63737149;50992426;12744723;21244988;47,069923;31681954;32055195;0,988356
rw;rw;2;0;80;67498313;54001626;13496687;22498633;44,447144;33715564;33782749;0,998011
rw;rw;2;0;80;66128007;52905441;13222566;22041873;45,368194;33031071;33096936;0,998010
rw;rw;2;0;80;65780294;52627896;13152398;21926031;45,607889;32829324;32950970;0,996308
rw;rw;4;0;80;30058437;24049425;6009012;10018900;99,811351;7464400;7562126;0,987077
rw;rw;4;0;80;33350697;26683438;6667259;11116264;89,958279;8216436;8402253;0,977885
rw;rw;4;0;80;33189876;26554969;6634907;11062723;90,393653;7248416;9355798;0,774751
rw;rw;4;0;80;36785852;29429124;7356728;12261260;81,557682;8898942;9527277;0,934049
rw;rw;4;0;80;36828725;29463992;7364733;12275560;81,462672;8901446;9508949;0,936112
rw;rw;6;0;80;23527724;18821910;4705814;7841919;127,519798;3775030;4035912;0,935360
rw;rw;6;0;80;20045154;16038131;4007023;6681164;149,674506;3106891;3640611;0,853398
rw;rw;6;0;80;19545872;15640078;3905794;6514768;153,497387;2940089;3574454;0,822528
rw;rw;6;0;80;20852250;16684311;4167939;6950190;143,880940;3268713;3637167;0,898698
rw;rw;6;0;80;21431169;17146762;4284407;7143198;139,993303;3039596;4478214;0,678752
rw;rw;8;0;80;17988828;14394029;3594799;5995602;166,788921;2115541;2382295;0,888026
rw;rw;8;0;80;17638483;14111685;3526798;5878903;170,099739;1865300;2972599;0,627498
rw;rw;8;0;80;17222559;13778991;3443568;5735902;174,340466;1739048;2569851;0,676712
rw;rw;8;0;80;17551234;14045410;3505824;5849818;170,945472;1878649;2890113;0,650026
rw;rw;8;0;80;16447924;13160085;3287839;5482049;182,413531;1613965;2533850;0,636962
rw;rw;1;0;95;193086335;183435864;9650471;64359743;15,537663;0;0;1,000000
rw;rw;1;0;95;192641764;183013511;9628253;64211743;15,573475;0;0;1,000000
rw;rw;1;0;95;192957650;183313441;9644209;64317018;15,547984;0;0;1,000000
rw;rw;1;0;95;193043537;183394989;9648548;64346134;15,540949;0;0;1,000000
rw;rw;1;0;95;193053574;183404635;9648939;64349407;15,540159;0;0;1,000000
rw;rw;2;0;95;56733714;53898859;2834855;18910587;52,880431;28291218;28442496;0,994681
rw;rw;2;0;95;73221781;69562915;3658866;24406638;40,972459;36526265;36695516;0,995388
rw;rw;2;0;95;73916188;70222307;3693881;24637814;40,588015;36946179;36970009;0,999355
rw;rw;2;0;95;74487783;70765107;3722676;24828394;40,276466;37162330;37325453;0,995630
rw;rw;2;0;95;74113470;70409569;3703901;24703635;40,479872;36975755;37137715;0,995639
rw;rw;4;0;95;54866961;52123698;2743263;18287896;54,680976;13235476;14208169;0,931540
rw;rw;4;0;95;46770317;44431526;2338791;15589185;64,147035;10055271;13308608;0,755546
rw;rw;4;0;95;37434018;35563881;1870137;12477265;80,145763;8434323;10248560;0,822976
rw;rw;4;0;95;46201359;43892502;2308857;15399492;64,937204;11382129;11689744;0,973685
rw;rw;4;0;95;53497595;50822839;2674756;17831682;56,079957;13332803;13464064;0,990251
rw;rw;6;0;95;37064879;35213841;1851038;12354003;80,945423;5944940;6413881;0,926887
rw;rw;6;0;95;22351732;21233936;1117796;7450035;134,227543;3333941;4306730;0,774124
rw;rw;6;0;95;36871531;35029829;1841702;12289512;81,370194;5682074;6804217;0,835081
rw;rw;6;0;95;36666627;34834153;1832474;12221206;81,824981;5477843;7333667;0,746945
rw;rw;6;0;95;25118372;23862633;1255739;8372145;119,443701;3246935;6020458;0,539317
rw;rw;8;0;95;14148417;13440386;708031;4715638;212,060355;1583519;2021532;0,783326
rw;rw;8;0;95;26315413;24999337;1316076;8770799;114,014688;3194681;3379318;0,945363
rw;rw;8;0;95;26686473;25351789;1334684;8894588;112,427909;3262729;3437903;0,949046
rw;rw;8;0;95;12888149;12242850;645299;4295567;232,798096;1502098;1891836;0,793990
rw;rw;8;0;95;19560066;18582018;978048;6519313;153,390377;1965601;3028073;0,649126
rw;rw;1;0;100;189606062;189606062;0;63199777;15,822840;0;0;1,000000
rw;rw;1;0;100;187099022;187099022;0;62364591;16,034740;0;0;1,000000
rw;rw;1;0;100;189658447;189658447;0;63217706;15,818353;0;0;1,000000
rw;rw;1;0;100;189599304;189599304;0;63197753;15,823347;0;0;1,000000
rw;rw;1;0;100;189232627;189232627;0;63075484;15,854020;0;0;1,000000
rw;rw;2;0;100;80207299;80207299;0;26734824;37,404397;40048976;40158323;0,997277
rw;rw;2;0;100;80040697;80040697;0;26679227;37,482345;39955869;40084828;0,996783
rw;rw;2;0;100;122649633;122649633;0;40881608;24,460877;61062915;61586718;0,991495
rw;rw;2;0;100;77078605;77078605;0;25691843;38,922859;38535733;38542872;0,999815
rw;rw;2;0;100;134171472;134171472;0;44722225;22,360247;67040177;67131295;0,998643
rw;rw;4;0;100;126379894;126379894;0;42124238;23,739302;29527527;33508684;0,881190
rw;rw;4;0;100;66136561;66136561;0;22044288;45,363223;15400414;17616917;0,874183
rw;rw;4;0;100;81643836;81643836;0;27212958;36,747199;19109137;21746600;0,878718
rw;rw;4;0;100;66231443;66231443;0;22075885;45,298296;15172338;17504236;0,866781
rw;rw;4;0;100;105093449;105093449;0;35029063;28,547723;21682061;30919377;0,701245
rw;rw;6;0;100;56723086;56723086;0;18906284;52,892465;8332993;10467902;0,796052
rw;rw;6;0;100;68316504;68316504;0;22770397;43,916669;9632013;13137866;0,733149
rw;rw;6;0;100;72153529;72153529;0;24049419;41,581046;10196844;12820059;0,795382
rw;rw;6;0;100;56545087;56545087;0;18846906;53,059105;8645295;10970301;0,788064
rw;rw;6;0;100;72174401;72174401;0;24056269;41,569205;9092460;14841992;0,612617
rw;rw;8;0;100;67360274;67360274;0;22450909;44,541625;7295091;9556725;0,763346
rw;rw;8;0;100;60137723;60137723;0;20043755;49,890850;5694285;9251302;0,615512
rw;rw;8;0;100;66387204;66387204;0;22122645;45,202551;7942154;8553698;0,928505
rw;rw;8;0;100;58229889;58229889;0;19407854;51,525531;6350183;7996562;0,794114
rw;rw;8;0;100;61276650;61276650;0;20423511;48,963177;5486514;10052879;0,545765
occ;rw;1;0;0;189347017;0;189347017;63113331;15,844513;0;0;1,000000
occ;rw;1;0;0;189284200;0;189284200;63092760;15,849679;0;0;1,000000
occ;rw;1;0;0;189145393;0;189145393;63046349;15,861347;0;0;1,000000
occ;rw;1;0;0;189847626;0;189847626;63280585;15,802635;0;0;1,000000
occ;rw;1;0;0;189289158;0;189289158;63094612;15,849214;0;0;1,000000
occ;rw;2;0;0;59248308;0;59248308;19748671;50,636317;29259204;29989104;0,975661
occ;rw;2;0;0;47768157;0;47768157;15922081;62,805857;23877692;23890465;0,999465
occ;rw;2;0;0;47693176;0;47693176;15897109;62,904518;23711600;23981576;0,988742
occ;rw;2;0;0;59342206;0;59342206;19779972;50,556188;28546647;30795559;0,926973
occ;rw;2;0;0;44799740;0;44799740;14932689;66,967175;22336488;22463252;0,994357
occ;rw;4;0;0;34730559;0;34730559;11576184;86,384245;3570291;14993214;0,238127
occ;rw;4;0;0;34280881;0;34280881;11426312;87,517297;221893;20604625;0,010769
occ;rw;4;0;0;37435611;0;37435611;12477843;80,142050;6457153;12940512;0,498987
occ;rw;4;0;0;26580755;0;26580755;8859712;112,870483;1963816;10987455;0,178733
occ;rw;4;0;0;25239155;0;25239155;8412591;118,869438;2484232;10133900;0,245141
occ;rw;6;0;0;15489639;0;15489639;5162825;193,692370;24683;7665338;0,003220
occ;rw;6;0;0;16198688;0;16198688;5399138;185,214721;28605;8013770;0,003569
occ;rw;6;0;0;14799150;0;14799150;4932652;202,730663;7321;5683755;0,001288
occ;rw;6;0;0;16223450;0;16223450;5407386;184,932208;47012;7989441;0,005884
occ;rw;6;0;0;24019025;0;24019025;8005689;124,911166;126681;10261719;0,012345
occ;rw;8;0;0;20322865;0;20322865;6773537;147,633349;3899;10378328;0,000376
occ;rw;8;0;0;11353157;0;11353157;3784014;264,269575;3445;3883777;0,000887
occ;rw;8;0;0;12527323;0;12527323;4175294;239,504041;5167;5714376;0,000904
occ;rw;8;0;0;11449049;0;11449049;3815940;262,058625;35538;5650480;0,006289
occ;rw;8;0;0;12232690;0;12232690;4077124;245,270892;8769;3934474;0,002229
occ;rw;1;0;50;206984706;103499079;103485627;68992819;14,494262;0;0;1,000000
occ;rw;1;0;50;207035568;103524365;103511203;69009995;14,490654;0;0;1,000000
occ;rw;1;0;50;207610721;103811605;103799116;69201700;14,450512;0;0;1,000000
occ;rw;1;0;50;207898648;103954826;103943822;69296966;14,430646;0;0;1,000000
occ;rw;1;0;50;207314339;103663080;103651259;69102906;14,471171;0;0;1,000000
occ;rw;2;0;50;61116004;30553395;30562609;20371187;49,088941;30458115;30657889;0,993484
occ;rw;2;0;50;60434134;30211916;30222218;20143952;49,642690;30012414;30421720;0,986546
occ;rw;2;0;50;57618256;28802703;28815553;19205403;52,068680;28661972;28956284;0,989836
occ;rw;2;0;50;59310469;29649066;29661403;19769379;50,583276;29447916;29862553;0,986115
occ;rw;2;0;50;59402321;29696070;29706251;19800155;50,504654;29582450;29819871;0,992038
occ;rw;4;0;50;34748441;17374153;17374288;11582106;86,340077;3371224;13873938;0,242990
occ;rw;4;0;50;35236499;17617617;17618882;11744864;85,143593;3821842;13502460;0,283048
occ;rw;4;0;50;37285702;18638232;18647470;12427868;80,464321;3889877;14749339;0,263732
occ;rw;4;0;50;36279527;18139738;18139789;12092425;82,696393;4558796;13744021;0,331693
occ;rw;4;0;50;34543368;17271217;17272151;11513798;86,852312;4015403;13357390;0,300613
