lock;workload;threads;cs_work;read_pct;total_ops;read_ops;write_ops;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
tas;mutex;8;0;100;7712183;0;7712183;2570151;389,082153;690903;1350874;0,511449
ttas;mutex;1;0;100;343912160;0;343912160;114627766;8,723890;0;0;1,000000
ttas;mutex;1;0;100;343789716;0;343789716;114584901;8,727153;0;0;1,000000
ttas;mutex;1;0;100;342188591;0;342188591;114050244;8,768065;0;0;1,000000
ttas;mutex;1;0;100;342497494;0;342497494;114153362;8,760145;0;0;1,000000
ttas;mutex;1;0;100;343015585;0;343015585;114326250;8,746898;0;0;1,000000
ttas;mutex;2;0;100;63892989;0;63892989;21295394;46,958511;23777530;40115459;0,592727
ttas;mutex;2;0;100;60918193;0;60918193;20303793;49,251880;8588892;52329301;0,164132
ttas;mutex;2;0;100;75719035;0;75719035;25236852;39,624593;5314950;70404085;0,075492
ttas;mutex;2;0;100;59007270;0;59007270;19667007;50,846576;11197218;47810052;0,234202
ttas;mutex;2;0;100;64833785;0;64833785;21609019;46,276972;10403853;54429932;0,191142
ttas;mutex;4;0;100;21196684;0;21196684;7064573;141,551356;2902557;7858313;0,369361
ttas;mutex;4;0;100;20086488;0;20086488;6694703;149,371808;3482514;6737549;0,516881
ttas;mutex;4;0;100;20512470;0;20512470;6836708;146,269207;2964141;7413193;0,399847
ttas;mutex;4;0;100;21635307;0;21635307;7210906;138,678825;5175659;5862099;0,882902
ttas;mutex;4;0;100;22223348;0;22223348;7406838;135,010377;2979641;8056832;0,369828
ttas;mutex;6;0;100;13674904;0;13674904;4557494;219,418804;1604397;3696753;0,434002
ttas;mutex;6;0;100;14621796;0;14621796;4873149;205,206087;1507400;4166795;0,361765
ttas;mutex;6;0;100;15607432;0;15607432;5201617;192,247901;1646633;4186941;0,393278
ttas;mutex;6;0;100;15025093;0;15025093;5007481;199,701194;1579499;4210936;0,375095
ttas;mutex;6;0;100;14632759;0;14632759;4876719;205,055887;1579423;4185939;0,377316
ttas;mutex;8;0;100;13132019;0;13132019;4376434;228,496509;985880;3293238;0,299365
ttas;mutex;8;0;100;13107926;0;13107926;4368356;228,919039;1061536;2862494;0,370843
ttas;mutex;8;0;100;12873347;0;12873347;4290174;233,090763;1059892;2434740;0,435320
ttas;mutex;8;0;100;12088319;0;12088319;4028592;248,225633;1210627;2088973;0,579532
ttas;mutex;8;0;100;12836514;0;12836514;4277939;233,757391;1150047;2165672;0,531035
cas;mutex;1;0;100;343806966;0;343806966;114592162;8,726600;0;0;1,000000
cas;mutex;1;0;100;343954715;0;343954715;114639279;8,723014;0;0;1,000000
cas;mutex;1;0;100;341806816;0;341806816;113923535;8,777817;0;0;1,000000
cas;mutex;1;0;100;343347873;0;343347873;114437380;8,738403;0;0;1,000000
cas;mutex;1;0;100;344306060;0;344306060;114756845;8,714077;0;0;1,000000
cas;mutex;2;0;100;63824577;0;63824577;21272643;47,008732;9982957;53841620;0,185413
cas;mutex;2;0;100;66509207;0;66509207;22167501;45,111084;9677814;56831393;0,170290
cas;mutex;2;0;100;69976994;0;69976994;23323331;42,875521;9849372;60127622;0,163808
cas;mutex;2;0;100;67522493;0;67522493;22505103;44,434366;7579927;59942566;0,126453
cas;mutex;2;0;100;65358211;0;65358211;21783827;45,905615;24048188;41310023;0,582139
cas;mutex;4;0;100;20078763;0;20078763;6692102;149,429869;3136790;6603611;0,475011
cas;mutex;4;0;100;19967089;0;19967089;6654796;150,267551;3084346;8144883;0,378685
cas;mutex;4;0;100;22722877;0;22722877;7573280;132,043166;3453269;8098098;0,426430
cas;mutex;4;0;100;19539288;0;19539288;6512232;153,557170;2926687;6379703;0,458750
cas;mutex;4;0;100;21833304;0;21833304;7276830;137,422468;2994411;7802521;0,383775
cas;mutex;6;0;100;14603203;0;14603203;4866889;205,470059;1599370;3791171;0,421867
cas;mutex;6;0;100;15777703;0;15777703;5258338;190,174141;1742076;4007800;0,434671
cas;mutex;6;0;100;14469812;0;14469812;4822335;207,368413;1544910;3487681;0,442962
cas;mutex;6;0;100;14871631;0;14871631;4956350;201,761377;1573843;4320363;0,364285
cas;mutex;6;0;100;16218613;0;16218613;5405302;185,003539;1812464;4051392;0,447368
cas;mutex;8;0;100;12216743;0;12216743;4071380;245,616964;943215;2062178;0,457388
cas;mutex;8;0;100;13387189;0;13387189;4461503;224,139710;1303099;2111640;0,617103
cas;mutex;8;0;100;12979991;0;12979991;4325694;231,176754;895848;2386752;0,375342
cas;mutex;8;0;100;13119705;0;13119705;4372220;228,716721;1210144;2371710;0,510241
cas;mutex;8;0;100;12995449;0;12995449;4330853;230,901368;1165449;2311112;0,504281
ticket;mutex;1;0;100;378793274;0;378793274;126251188;7,920718;0;0;1,000000
ticket;mutex;1;0;100;378664255;0;378664255;126207812;7,923440;0;0;1,000000
ticket;mutex;1;0;100;377097347;0;377097347;125686294;7,956317;0;0;1,000000
ticket;mutex;1;0;100;378304909;0;378304909;126088401;7,930944;0;0;1,000000
ticket;mutex;1;0;100;378651534;0;378651534;126204338;7,923658;0;0;1,000000
ticket;mutex;2;0;100;16184585;0;16184585;5394329;185,379849;5504494;10680091;0,515398
ticket;mutex;2;0;100;20922588;0;20922588;6973502;143,399955;6672798;14249790;0,468273
ticket;mutex;2;0;100;19750763;0;19750763;6582988;151,906687;7253232;12497531;0,580373
ticket;mutex;2;0;100;24620061;0;24620061;8205806;121,864927;7024211;17595850;0,399197
ticket;mutex;2;0;100;23831476;0;23831476;7943024;125,896626;11151421;12680055;0,879446
ticket;mutex;4;0;100;8460262;0;8460262;2819746;354,641818;2110905;2119186;0,996092
ticket;mutex;4;0;100;8157385;0;8157385;2718805;367,808546;2021514;2056345;0,983062
ticket;mutex;4;0;100;10215185;0;10215185;3404604;293,719836;2547531;2560625;0,994886
ticket;mutex;4;0;100;9011795;0;9011795;3003574;332,936687;2237355;2268412;0,986309
ticket;mutex;4;0;100;6709589;0;6709589;2236259;447,175264;1674334;1680308;0,996445
ticket;mutex;6;0;100;6771481;0;6771481;2256822;443,100878;1128142;1129016;0,999226
ticket;mutex;6;0;100;7547846;0;7547846;2515573;397,523629;1251882;1263739;0,990618
ticket;mutex;6;0;100;7412599;0;7412599;2470460;404,782838;1235061;1235802;0,999400
ticket;mutex;6;0;100;6872151;0;6872151;2290314;436,621236;1144848;1145866;0,999112
ticket;mutex;6;0;100;7392699;0;7392699;2463794;405,877957;1226509;1237499;0,991119
ticket;mutex;8;0;100;6286902;0;6286902;2095221;477,276459;785803;785921;0,999850
ticket;mutex;8;0;100;6685627;0;6685627;2228049;448,823096;833802;837335;0,995781
ticket;mutex;8;0;100;6814137;0;6814137;2270856;440,362498;849687;853784;0,995201
ticket;mutex;8;0;100;6482374;0;6482374;2160339;462,890252;808757;811794;0,996259
ticket;mutex;8;0;100;5391227;0;5391227;1796686;556,580034;673865;673967;0,999849
rw;mutex;1;0;100;344857510;0;344857510;114940339;8,700166;0;0;1,000000
rw;mutex;1;0;100;344838643;0;344838643;114933672;8,700670;0;0;1,000000
rw;mutex;1;0;100;338625376;0;338625376;112862949;8,860304;0;0;1,000000
rw;mutex;1;0;100;333878946;0;333878946;111280955;8,986264;0;0;1,000000
rw;mutex;1;0;100;342706539;0;342706539;114223681;8,754752;0;0;1,000000
rw;mutex;2;0;100;68406299;0;68406299;22799680;43,860263;7841522;60564777;0,129473
rw;mutex;2;0;100;74473115;0;74473115;24821773;40,287209;8033053;66440062;0,120907
rw;mutex;2;0;100;79110445;0;79110445;26367332;37,925717;8712304;70398141;0,123758
rw;mutex;2;0;100;72875088;0;72875088;24289208;41,170547;8824220;64050868;0,137769
rw;mutex;2;0;100;72586303;0;72586303;24192924;41,334399;7792877;64793426;0,120273
rw;mutex;4;0;100;17937449;0;17937449;5978366;167,269782;3706659;5148745;0,719915
rw;mutex;4;0;100;18266700;0;18266700;6088118;164,254355;2947368;6026147;0,489097
rw;mutex;4;0;100;18530821;0;18530821;6176130;161,913684;2984100;6219596;0,479790
rw;mutex;4;0;100;18113380;0;18113380;6037059;165,643552;3817421;5444914;0,701098
rw;mutex;4;0;100;18551809;0;18551809;6183126;161,730469;3145993;6190778;0,508174
rw;mutex;6;0;100;10279457;0;10279457;3425941;291,890593;1133884;2415219;0,469475
rw;mutex;6;0;100;10022450;0;10022450;3340209;299,382386;988055;3070164;0,321825
rw;mutex;6;0;100;10856775;0;10856775;3618296;276,373152;1304160;2347236;0,555615
rw;mutex;6;0;100;10796915;0;10796915;3598333;277,906429;1194817;2649477;0,450963
rw;mutex;6;0;100;8789313;0;8789313;2929202;341,389806;969726;2064917;0,469620
rw;mutex;8;0;100;7985943;0;7985943;2661426;375,738419;577698;1393756;0,414490
rw;mutex;8;0;100;8010100;0;8010100;2669498;374,602135;691922;1404281;0,492723
rw;mutex;8;0;100;8482158;0;8482158;2826725;353,766187;661380;1501170;0,440576
rw;mutex;8;0;100;8233041;0;8233041;2743790;364,459337;706927;1423936;0,496460
rw;mutex;8;0;100;8005660;0;8005660;2667969;374,816819;721359;1422983;0,506934
occ;mutex;1;0;100;169169465;0;169169465;56383911;17,735556;0;0;1,000000
occ;mutex;1;0;100;169140207;0;169140207;56375559;17,738183;0;0;1,000000
occ;mutex;1;0;100;169018659;0;169018659;56333068;17,751563;0;0;1,000000
occ;mutex;1;0;100;169148184;0;169148184;56376700;17,737824;0;0;1,000000
occ;mutex;1;0;100;169074430;0;169074430;56352255;17,745518;0;0;1,000000
occ;mutex;2;0;100;42265672;0;42265672;14087320;70,985820;6596955;35668717;0,184951
occ;mutex;2;0;100;39026329;0;39026329;13007611;76,878067;6693581;32332748;0,207022
occ;mutex;2;0;100;49122600;0;49122600;16372454;61,078197;6615032;42507568;0,155620
occ;mutex;2;0;100;46868102;0;46868102;15620965;64,016528;6737706;40130396;0,167895
occ;mutex;2;0;100;44290643;0;44290643;14762004;67,741479;6855057;37435586;0,183116
occ;mutex;4;0;100;10973339;0;10973339;3657310;273,424959;2246789;3743655;0,600159
occ;mutex;4;0;100;14091665;0;14091665;4696722;212,914438;2806676;4043369;0,694143
occ;mutex;4;0;100;13459868;0;13459868;4486087;222,911383;1739747;7378333;0,235791
occ;mutex;4;0;100;14876330;0;14876330;4958133;201,688789;3077106;4351743;0,707097
occ;mutex;4;0;100;15365396;0;15365396;5121143;195,268886;3169215;4506218;0,703298
occ;mutex;6;0;100;11483225;0;11483225;3827093;261,294883;1490094;2431449;0,612842
occ;mutex;6;0;100;11772574;0;11772574;3923528;254,872628;1433744;2492365;0,575254
occ;mutex;6;0;100;11707241;0;11707241;3901735;256,296174;1345169;3163153;0,425262
occ;mutex;6;0;100;11576285;0;11576285;3858108;259,194401;1546818;2403179;0,643655
occ;mutex;6;0;100;9178160;0;9178160;3058851;326,920080;1162945;2667522;0,435965
occ;mutex;8;0;100;10401781;0;10401781;3466487;288,476421;990761;1580272;0,626956
occ;mutex;8;0;100;9735987;0;9735987;3244649;308,199716;951090;1522741;0,624591
occ;mutex;8;0;100;10189213;0;10189213;3395690;294,490890;838967;1745360;0,480684
occ;mutex;8;0;100;9775976;0;9775976;3257967;306,939879;828546;1756403;0,471729
occ;mutex;8;0;100;9968416;0;9968416;3322134;301,011334;821116;1732834;0,473857
rw;rw;1;0;0;223980710;0;223980710;74652404;13,395416;0;0;1,000000
rw;rw;1;0;0;223997471;0;223997471;74657913;13,394427;0;0;1,000000
rw;rw;1;0;0;223763129;0;223763129;74579565;13,408499;0;0;1,000000
rw;rw;1;0;0;224405104;0;224405104;74793384;13,370166;0;0;1,000000
rw;rw;1;0;0;224319612;0;224319612;74765187;13,375209;0;0;1,000000
rw;rw;2;0;0;27638443;0;27638443;9211801;108,556399;6546097;21092346;0,310354
rw;rw;2;0;0;14418474;0;14418474;4805690;208,086628;5143278;9275196;0,554520
rw;rw;2;0;0;20415982;0;20415982;6804546;146,960574;5375601;15040381;0,357411
rw;rw;2;0;0;28021652;0;28021652;9339469;107,072459;6126333;21895319;0,279801
rw;rw;2;0;0;33053485;0;33053485;11016567;90,772377;6328928;26724557;0,236821
rw;rw;4;0;0;5673341;0;5673341;1890883;528,853220;921080;2027475;0,454299
rw;rw;4;0;0;5311302;0;5311302;1770219;564,901755;928677;1828870;0,507787
rw;rw;4;0;0;10439856;0;10439856;3479525;287,395521;2023430;3638973;0,556044
rw;rw;4;0;0;5683084;0;5683084;1894120;527,949636;1015980;1938569;0,524088
rw;rw;4;0;0;10416724;0;10416724;3471866;288,029523;1425065;3585469;0,397456
rw;rw;6;0;0;4610652;0;4610652;1536596;650,788756;108436;1508662;0,071876
rw;rw;6;0;0;7689745;0;7689745;2562781;390,201058;744944;1920382;0,387914
rw;rw;6;0;0;8197489;0;8197489;2732024;366,028967;909068;1828211;0,497245
rw;rw;6;0;0;5601225;0;5601225;1866747;535,691098;816688;1084547;0,753022
rw;rw;6;0;0;4649240;0;4649240;1549473;645,380571;172247;1329890;0,129520
rw;rw;8;0;0;3587053;0;3587053;1195441;836,511289;231767;699434;0,331364
rw;rw;8;0;0;6207606;0;6207606;2068768;483,379435;483089;1058747;0,456284
rw;rw;8;0;0;6098489;0;6098489;2032374;492,035266;566782;977518;0,579817
rw;rw;8;0;0;6047630;0;6047630;2015467;496,162878;491822;1017130;0,483539
rw;rw;8;0;0;3652695;0;3652695;1217291;821,496088;55577;1109285;0,050102
rw;rw;1;0;50;168767246;84373026;84394220;56249799;17,777841;0;0;1,000000
rw;rw;1;0;50;168443358;84211455;84231903;56141818;17,812034;0;0;1,000000
rw;rw;1;0;50;168565908;84273043;84292865;56182741;17,799060;0;0;1,000000
rw;rw;1;0;50;162942621;81465236;81477385;54308454;18,413339;0;0;1,000000
rw;rw;1;0;50;167618476;83799960;83818516;55866615;17,899778;0;0;1,000000
rw;rw;2;0;50;20218595;10106541;10112054;6738744;148,395585;5216418;15002177;0,347711
rw;rw;2;0;50;22014075;11007767;11006308;7337278;136,290310;7330805;14683270;0,499262
rw;rw;2;0;50;20067030;10034324;10032706;6688305;149,514692;8170641;11896389;0,686817
rw;rw;2;0;50;18688634;9344437;9344197;6228847;160,543335;4760817;13927817;0,341821
rw;rw;2;0;50;25162758;12577568;12585190;8386665;119,236896;4464953;20697805;0,215721
rw;rw;4;0;50;7827724;3913440;3914284;2608884;383,305571;1074524;2782047;0,386235
rw;rw;4;0;50;7376150;3687824;3688326;2458422;406,764976;1351233;2348935;0,575253
rw;rw;4;0;50;7204160;3602968;3601192;2401077;416,479710;1651184;1945218;0,848843
rw;rw;4;0;50;9822110;4911091;4911019;3273639;305,470419;1872801;3050265;0,613980
rw;rw;4;0;50;8922613;4461226;4461387;2973831;336,266501;1598523;2885064;0,554068
rw;rw;6;0;50;7201899;3598949;3602950;2400257;416,621990;932546;1472598;0,633266
rw;rw;6;0;50;5364069;2681926;2682143;1787689;559,381232;611981;1204828;0,507941
rw;rw;6;0;50;5439218;2719153;2720065;1812748;551,648482;624299;1180147;0,529001
rw;rw;6;0;50;6654339;3325779;3328560;2217703;450,916978;761311;1405500;0,541666
rw;rw;6;0;50;7086957;3543599;3543358;2361899;423,388052;877272;1438945;0,609663
rw;rw;8;0;50;4561371;2280834;2280537;1520134;657,836348;362120;788368;0,459329
rw;rw;8;0;50;4319940;2160327;2159613;1439697;694,590273;370433;702196;0,527535
rw;rw;8;0;50;5781821;2891302;2890519;1926821;518,989483;579346;856998;0,676018
rw;rw;8;0;50;4390968;2195775;2195193;1463359;683,358998;376739;718194;0,524564
rw;rw;8;0;50;5096478;2548859;2547619;1698433;588,777829;451136;823843;0,547599
rw;rw;1;0;80;157047082;125638958;31408124;52344889;19,104062;0;0;1,000000
rw;rw;1;0;80;157487362;125991112;31496250;52491500;19,050703;0;0;1,000000
rw;rw;1;0;80;157155455;125725030;31430425;52380705;19,090999;0;0;1,000000
rw;rw;1;0;80;157497000;125998411;31498589;52494834;19,049493;0;0;1,000000
rw;rw;1;0;80;157375807;125901647;31474160;52454524;19,064132;0;0;1,000000
rw;rw;2;0;80;21472797;17178704;4294093;7156772;139,727792;4718612;16754185;0,281638
rw;rw;2;0;80;22015332;17613238;4402094;7337702;136,282431;4735919;17279413;0,274079
rw;rw;2;0;80;22575527;18060853;4514674;7524409;132,900801;9308098;13267429;0,701575
rw;rw;2;0;80;20988039;16791304;4196735;6995254;142,954057;4708704;16279335;0,289244
rw;rw;2;0;80;21028883;16821051;4207832;7009026;142,673156;4622938;16405945;0,281784
rw;rw;4;0;80;11963419;9571312;2392107;3987311;250,795529;2608950;3406038;0,765978
rw;rw;4;0;80;11286969;9029265;2257704;3761875;265,824866;2076319;3701331;0,560966
rw;rw;4;0;80;12292033;9834824;2457209;4096796;244,093171;2145804;4005526;0,535711
rw;rw;4;0;80;12171778;9738164;2433614;4056783;246,500707;2104181;3990285;0,527326
rw;rw;4;0;80;9328653;7463170;1865483;3109150;321,631295;1998167;2699520;0,740193
rw;rw;6;0;80;9438500;7550138;1888362;3145626;317,901723;1416489;1771364;0,799660
rw;rw;6;0;80;9523867;7618504;1905363;3174020;315,057831;1163845;2065076;0,563585
rw;rw;6;0;80;7397663;5917174;1480489;2465465;405,602841;889959;1624528;0,547826
rw;rw;6;0;80;9422019;7536444;1885575;3140121;318,458995;1487346;1710755;0,869409
rw;rw;6;0;80;7465670;5971621;1494049;2488073;401,917449;869895;1655475;0,525466
rw;rw;8;0;80;8032618;6425456;1607162;2676993;373,553410;748217;1304727;0,573466
rw;rw;8;0;80;7659545;6127213;1532332;2552626;391,753418;867387;1061614;0,817046
rw;rw;8;0;80;7219884;5775794;1444090;2406091;415,611785;674406;1139683;0,591749
rw;rw;8;0;80;6886165;5508743;1377422;2294931;435,742816;649938;1089156;0,596735
rw;rw;8;0;80;6287130;5029197;1257933;2095331;477,251541;567827;1019264;0,557095
rw;rw;1;0;95;150035238;142533631;7501607;50007705;19,996918;0;0;1,000000
rw;rw;1;0;95;149878548;142384788;7493760;49955501;20,017815;0;0;1,000000
rw;rw;1;0;95;150134800;142628422;7506378;50040950;19,983633;0;0;1,000000
rw;rw;1;0;95;150000585;142500746;7499839;49996156;20,001538;0;0;1,000000
rw;rw;1;0;95;149980260;142481485;7498775;49989089;20,004365;0;0;1,000000
rw;rw;2;0;95;26647230;25315686;1331544;8881462;112,594069;5377317;21269913;0,252813
rw;rw;2;0;95;31075223;29522892;1552331;10357351;96,549776;5718217;25357006;0,225508
rw;rw;2;0;95;29223759;27765049;1458710;9740393;102,665261;5272177;23951582;0,220118
rw;rw;2;0;95;25874544;24581814;1292730;8624102;115,954097;5136583;20737961;0,247690
rw;rw;2;0;95;31215184;29656590;1558594;10404000;96,116871;5503792;25711392;0,214060
rw;rw;4;0;95;13053890;12400602;653288;4350718;229,847103;2189474;4464566;0,490411
rw;rw;4;0;95;17631132;16749968;881164;5876236;170,176957;2988699;5819551;0,513562
rw;rw;4;0;95;15887442;15093187;794255;5295169;188,851375;3521421;4432183;0,794512
rw;rw;4;0;95;17996410;17096982;899428;5998016;166,721780;3853777;5157236;0,747256
rw;rw;4;0;95;13287828;12622396;665432;4428743;225,797663;2898009;3824914;0,757666
rw;rw;6;0;95;15023628;14273191;750437;5006980;199,721183;1750590;3314640;0,528139
rw;rw;6;0;95;11103626;10547342;556284;3700534;270,231228;1347766;2374997;0,567481
rw;rw;6;0;95;10862672;10318642;544030;3620309;276,219485;1295797;2414544;0,536663
rw;rw;6;0;95;16036417;15233326;803091;5344599;187,104760;1757487;3566800;0,492735
rw;rw;6;0;95;11807257;11216006;591251;3935051;254,126309;1749235;2186844;0,799890
rw;rw;8;0;95;9714737;9227099;487638;3237540;308,876480;891508;1596895;0,558276
rw;rw;8;0;95;9963515;9465028;498487;3320448;301,164094;898879;1587643;0,566172
rw;rw;8;0;95;11852188;11257929;594259;3949977;253,166013;1069221;1985484;0,538519
rw;rw;8;0;95;12908685;12262820;645865;4302042;232,447705;1200174;2004855;0,598634
rw;rw;8;0;95;13123581;12466670;656911;4373550;228,647207;1453359;1845218;0,787635
rw;rw;1;0;100;147521830;147521830;0;49170030;20,337592;0;0;1,000000
rw;rw;1;0;100;147510240;147510240;0;49166143;20,339199;0;0;1,000000
rw;rw;1;0;100;147513959;147513959;0;49168109;20,338386;0;0;1,000000
rw;rw;1;0;100;147702051;147702051;0;49230063;20,312791;0;0;1,000000
rw;rw;1;0;100;147574866;147574866;0;49187557;20,330345;0;0;1,000000
rw;rw;2;0;100;49359060;49359060;0;16451167;60,785958;6939887;42419173;0,163603
rw;rw;2;0;100;32427018;32427018;0;10807838;92,525441;7005331;25421687;0,275565
rw;rw;2;0;100;31568984;31568984;0;10522043;95,038575;6544698;25024286;0,261534
rw;rw;2;0;100;37744506;37744506;0;12580001;79,491248;6498152;31246354;0,207965
rw;rw;2;0;100;38677216;38677216;0;12890945;77,573826;8163154;30514062;0,267521
rw;rw;4;0;100;25350766;25350766;0;8449224;118,354052;4548120;8118338;0,560228
rw;rw;4;0;100;23703505;23703505;0;7900167;126,579595;4021433;7820499;0,514217
rw;rw;4;0;100;15827012;15827012;0;5274925;189,576145;2687523;5250400;0,511870
rw;rw;4;0;100;15678955;15678955;0;5225628;191,364551;2775104;5205718;0,533088
rw;rw;4;0;100;23050339;23050339;0;7682618;130,163957;4988840;6581594;0,757999
rw;rw;6;0;100;16105906;16105906;0;5367663;186,300812;1824097;3580871;0,509400
rw;rw;6;0;100;16801298;16801298;0;5599460;178,588636;1965575;3738063;0,525827
rw;rw;6;0;100;16101060;16101060;0;5366003;186,358443;1922703;3521210;0,546035
rw;rw;6;0;100;16531228;16531228;0;5509365;181,509098;1932018;3637029;0,531208
rw;rw;6;0;100;15857926;15857926;0;5285027;189,213768;1833110;3614525;0,507151
rw;rw;8;0;100;20195131;20195131;0;6730261;148,582641;1674043;3404472;0,491719
rw;rw;8;0;100;19228256;19228256;0;6408040;156,053943;1702091;3088102;0,551177
rw;rw;8;0;100;17452100;17452100;0;5816177;171,934233;1590341;2780714;0,571918
rw;rw;8;0;100;20956261;20956261;0;6983907;143,186318;1796975;3645160;0,492976
rw;rw;8;0;100;20257232;20257232;0;6750978;148,126678;1801714;3329948;0,541064
occ;rw;1;0;0;147675423;0;147675423;49219932;20,316972;0;0;1,000000
occ;rw;1;0;0;147624054;0;147624054;49202919;20,323997;0;0;1,000000
occ;rw;1;0;0;147442154;0;147442154;49142154;20,349128;0;0;1,000000
occ;rw;1;0;0;111743877;0;111743877;37244245;26,849786;0;0;1,000000
occ;rw;1;0;0;147603635;0;147603635;49196275;20,326742;0;0;1,000000
occ;rw;2;0;0;17495631;0;17495631;5831218;171,490759;5025406;12470225;0,402992
occ;rw;2;0;0;20228408;0;20228408;6742285;148,317652;4996229;15232179;0,328005
occ;rw;2;0;0;20339804;0;20339804;6779137;147,511383;5163863;15175941;0,340266
occ;rw;2;0;0;18996793;0;18996793;6331757;157,934031;5415056;13581737;0,398701
occ;rw;2;0;0;18729213;0;18729213;6242560;160,190683;5279019;13450194;0,392486
occ;rw;4;0;0;10215077;0;10215077;3404706;293,711032;2218281;3202826;0,692601
occ;rw;4;0;0;8595522;0;8595522;2864825;349,061373;1849091;2576990;0,717539
occ;rw;4;0;0;8832578;0;8832578;2943842;339,692054;1916090;2751910;0,696276
occ;rw;4;0;0;10259931;0;10259931;3419595;292,432252;2142425;3304917;0,648254
occ;rw;4;0;0;10054046;0;10054046;3350930;298,424604;2105601;2948696;0,714079
occ;rw;6;0;0;9265801;0;9265801;3088020;323,832046;1089483;1733731;0,628404
occ;rw;6;0;0;8417603;0;8417603;2805363;356,460057;1085319;1823228;0,595273
occ;rw;6;0;0;8170009;0;8170009;2722862;367,260616;1088302;1602261;0,679229
occ;rw;6;0;0;8465277;0;8465277;2821248;354,452955;978657;1592791;0,614429
occ;rw;6;0;0;8207489;0;8207489;2735324;365,587275;1228314;1574309;0,780224
occ;rw;8;0;0;7611927;0;7611927;2536743;394,206186;722892;1204531;0,600144
occ;rw;8;0;0;5541213;0;5541213;1846646;541,522183;609553;847629;0,719127
occ;rw;8;0;0;7758803;0;7758803;2585713;386,740470;660639;1147898;0,575521
occ;rw;8;0;0;7671330;0;7671330;2556529;391,155230;629666;1105992;0,569322
occ;rw;8;0;0;7547954;0;7547954;2515493;397,536243;827126;1038006;0,796841
occ;rw;1;0;50;187879155;93935560;93943595;62619485;15,969470;0;0;1,000000
occ;rw;1;0;50;187659430;93825673;93833757;62546064;15,988216;0;0;1,000000
occ;rw;1;0;50;188065808;94028800;94037008;62681926;15,953562;0;0;1,000000
occ;rw;1;0;50;188199473;94095370;94104103;62726107;15,942325;0;0;1,000000
occ;rw;1;0;50;188128293;94059958;94068335;62702928;15,948219;0;0;1,000000
occ;rw;2;0;50;22097397;11047121;11050276;7364930;135,778607;4559831;17537566;0,260004
occ;rw;2;0;50;19970763;9984532;9986231;6656218;150,235446;5353756;14617007;0,366269
occ;rw;2;0;50;19944310;9971022;9973288;6647383;150,435131;5257413;14686897;0,357966
occ;rw;2;0;50;22906664;11454288;11452376;7634711;130,980719;5774300;17132364;0,337040
occ;rw;2;0;50;23326848;11662199;11664649;7774768;128,621196;4597755;18729093;0,245487
occ;rw;4;0;50;11804618;5902193;5902425;3934358;254,171074;2439736;3478646;0,701346
occ;rw;4;0;50;12008252;6003916;6004336;4002237;249,860232;2333524;4026686;0,579515
occ;rw;4;0;50;12127811;6064124;6063687;4042113;247,395341;2288017;4262395;0,536791
occ;rw;4;0;50;11362696;5681382;5681314;3787102;264,054087;2299026;3363586;0,683504
