arch;lock;dist;zipf_theta;threads;buckets;key_range;prefill;stream_len;read_pct;insert_pct;delete_pct;n;ops_s_median;ops_s_mean;ops_s_p25;ops_s_p75;ops_s_min;ops_s_max;ops_s_cov_pct;ns_op_median;ns_op_mean;ns_op_p25;ns_op_p75;ns_op_min;ns_op_max;ns_op_cov_pct;fairness_ratio_median;fairness_ratio_mean;fairness_ratio_p25;fairness_ratio_p75;fairness_ratio_min;fairness_ratio_max;fairness_ratio_cov_pct
x86_64;cds-cas;uniform;0,990000;2;256;5000000;0;4096;30;65;5;3;3,68272e+07;3,67996e+07;3,6254e+07;3,73177e+07;3,6254e+07;3,73177e+07;1,44675;27,1539;27,178;26,7969;27,5832;26,7969;27,5832;1,44852;0,917971;0,918622;0,909763;0,928133;0,909763;0,928133;1,00175
x86_64;cds-cas;uniform;0,990000;2;65536;1000;500;4096;50;25;25;3;1,89978e+07;1,87148e+07;1,77524e+07;1,93942e+07;1,77524e+07;1,93942e+07;4,57771;52,6377;53,51;51,5618;56,3304;51,5618;56,3304;4,67413;0,989768;0,988856;0,982774;0,994025;0,982774;0,994025;0,574474
x86_64;cds-cas;uniform;0,990000;2;65536;1000;500;4096;90;5;5;3;3,59922e+07;3,58504e+07;3,54878e+07;3,60711e+07;3,54878e+07;3,60711e+07;0,882765;27,7838;27,8952;27,723;28,1787;27,723;28,1787;0,886976;0,987153;0,990424;0,986857;0,997261;0,986857;0,997261;0,598042
x86_64;cds-cas;uniform;0,990000;2;65536;100000;50000;4096;50;25;25;3;5,87198e+07;5,87636e+07;5,8607e+07;5,8964e+07;5,8607e+07;5,8964e+07;0,310521;17,03;17,0174;16,9595;17,0628;16,9595;17,0628;0,310193;0,942692;0,945626;0,90178;0,992405;0,90178;0,992405;4,79933
x86_64;cds-cas;uniform;0,990000;2;65536;100000;50000;4096;90;5;5;3;6,63746e+07;6,63957e+07;6,62521e+07;6,65605e+07;6,62521e+07;6,65605e+07;0,233901;15,066;15,0613;15,0239;15,0939;15,0239;15,0939;0,233792;0,964016;0,962123;0,953247;0,969107;0,953247;0,969107;0,841641
x86_64;cds-cas;uniform;0,990000;4;1024;1000000;500000;4096;80;10;10;3;4,94136e+07;4,93867e+07;4,88232e+07;4,99234e+07;4,88232e+07;4,99234e+07;1,11488;20,2374;20,25;20,0307;20,4821;20,0307;20,4821;1,11586;0,974316;0,975495;0,9738;0,978369;0,9738;0,978369;0,256515
x86_64;cds-cas;uniform;0,990000;4;16384;1000000;500000;4096;80;10;10;3;6,73236e+07;6,73011e+07;6,72076e+07;6,73722e+07;6,72076e+07;6,73722e+07;0,125657;14,8536;14,8586;14,8429;14,8793;14,8429;14,8793;0,125717;0,968415;0,96929;0,963582;0,975873;0,963582;0,975873;0,638822
x86_64;cds-cas;uniform;0,990000;4;256;1000000;500000;4096;80;10;10;3;4,36844e+07;4,37024e+07;4,32267e+07;4,41961e+07;4,32267e+07;4,41961e+07;1,10962;22,8915;22,8839;22,6264;23,1338;22,6264;23,1338;1,109;0,980757;0,978377;0,973594;0,980779;0,973594;0,980779;0,423347
x86_64;cds-cas;uniform;0,990000;4;256;5000000;0;4096;30;65;5;3;4,26929e+07;4,26914e+07;4,2572e+07;4,28094e+07;4,2572e+07;4,28094e+07;0,277983;23,4231;23,424;23,3594;23,4896;23,3594;23,4896;0,278;0,966004;0,967581;0,958642;0,978098;0,958642;0,978098;1,01526
x86_64;cds-cas;uniform;0,990000;4;262144;1000000;500000;4096;80;10;10;3;9,78831e+07;9,79316e+07;9,78649e+07;9,80467e+07;9,78649e+07;9,80467e+07;0,102238;10,2163;10,2112;10,1992;10,2182;10,1992;10,2182;0,102181;0,986623;0,985924;0,982835;0,988314;0,982835;0,988314;0,284564
x86_64;cds-cas;uniform;0,990000;4;4096;1000000;500000;4096;80;10;10;3;5,97582e+07;5,97597e+07;5,97215e+07;5,97994e+07;5,97215e+07;5,97994e+07;0,065207;16,7341;16,7337;16,7226;16,7444;16,7226;16,7444;0,0652038;0,971738;0,971349;0,970007;0,972303;0,970007;0,972303;0,123161
x86_64;cds-cas;uniform;0,990000;4;65536;1000;500;4096;50;25;25;3;1,44585e+07;1,49137e+07;1,43401e+07;1,59424e+07;1,43401e+07;1,59424e+07;5,987;69,1636;67,208;62,7258;69,7345;62,7258;69,7345;5,79121;0,956138;0,963526;0,95193;0,982511;0,95193;0,982511;1,72027
x86_64;cds-cas;uniform;0,990000;4;65536;1000;500;4096;90;5;5;3;4,7509e+07;4,76738e+07;4,73009e+07;4,82114e+07;4,73009e+07;4,82114e+07;1,00072;21,0486;20,9773;20,742;21,1412;20,742;21,1412;0,996188;0,975058;0,97369;0,96997;0,976043;0,96997;0,976043;0,33474
x86_64;cds-cas;uniform;0,990000;4;65536;100000;50000;4096;50;25;25;3;7,89232e+07;7,8716e+07;7,72683e+07;7,99566e+07;7,72683e+07;7,99566e+07;1,72272;12,6706;12,7064;12,5068;12,9419;12,5068;12,9419;1,7296;0,985258;0,9829;0,976771;0,986672;0,976771;0,986672;0,54482
x86_64;cds-cas;uniform;0,990000;4;65536;100000;50000;4096;90;5;5;3;9,93829e+07;9,95291e+07;9,93101e+07;9,98944e+07;9,93101e+07;9,98944e+07;0,319955;10,0621;10,0474;10,0106;10,0695;10,0106;10,0695;0,319399;0,985533;0,98737;0,985012;0,991566;0,985012;0,991566;0,368948
x86_64;cds-cas;uniform;0,990000;4;65536;1000000;500000;4096;80;10;10;3;6,77338e+07;6,77609e+07;6,75929e+07;6,79559e+07;6,75929e+07;6,79559e+07;0,27008;14,7637;14,7579;14,7154;14,7945;14,7154;14,7945;0,269925;0,968259;0,967846;0,964067;0,971213;0,964067;0,971213;0,371012
x86_64;cds-cas;uniform;0,990000;8;256;5000000;0;4096;30;65;5;3;4,41525e+07;4,44764e+07;4,40009e+07;4,52757e+07;4,40009e+07;4,52757e+07;1,56567;22,6488;22,4875;22,0869;22,7268;22,0869;22,7268;1,5524;0,955606;0,94958;0,924846;0,968289;0,924846;0,968289;2,35257
x86_64;cds-cas;uniform;0,990000;8;65536;1000;500;4096;50;25;25;3;1,75541e+07;1,66008e+07;1,45775e+07;1,76707e+07;1,45775e+07;1,76707e+07;10,5607;56,9667;60,7188;56,5909;68,5987;56,5909;68,5987;11,2434;0,966203;0,965;0,960045;0,968751;0,960045;0,968751;0,463835
x86_64;cds-cas;uniform;0,990000;8;65536;1000;500;4096;90;5;5;3;4,93349e+07;4,93771e+07;4,90391e+07;4,97572e+07;4,90391e+07;4,97572e+07;0,730962;20,2696;20,253;20,0976;20,3919;20,0976;20,3919;0,730057;0,977535;0,977487;0,973693;0,981232;0,973693;0,981232;0,385656
x86_64;cds-cas;uniform;0,990000;8;65536;100000;50000;4096;50;25;25;3;7,79999e+07;7,30251e+07;6,28527e+07;7,82226e+07;6,28527e+07;7,82226e+07;12,0647;12,8205;13,8383;12,784;15,9102;12,784;15,9102;12,9674;0,97097;0,970627;0,965476;0,975434;0,965476;0,975434;0,513881
x86_64;cds-cas;uniform;0,990000;8;65536;100000;50000;4096;90;5;5;3;1,57832e+08;1,57816e+08;1,57763e+08;1,57852e+08;1,57763e+08;1,57852e+08;0,0293971;6,33586;6,33651;6,33506;6,33861;6,33506;6,33861;0,0294056;0,984056;0,984054;0,983183;0,984923;0,983183;0,984923;0,08841
x86_64;cds-cas;zipfian;0,990000;1;65536;1000;500;4096;50;25;25;3;4,96779e+07;4,97134e+07;4,95123e+07;4,99501e+07;4,95123e+07;4,99501e+07;0,444606;20,1297;20,1156;20,02;20,197;20,02;20,197;0,444147;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;0,990000;1;65536;1000;500;4096;90;5;5;3;7,91939e+07;7,90872e+07;7,87529e+07;7,93147e+07;7,87529e+07;7,93147e+07;0,373901;12,6272;12,6444;12,608;12,6979;12,608;12,6979;0,374564;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;0,990000;1;65536;100000;50000;4096;50;25;25;3;4,31049e+07;4,31551e+07;4,30926e+07;4,32677e+07;4,30926e+07;4,32677e+07;0,226473;23,1992;23,1723;23,1119;23,2059;23,1119;23,2059;0,226185;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;0,990000;1;65536;100000;50000;4096;90;5;5;3;6,14697e+07;6,15231e+07;6,12468e+07;6,18528e+07;6,12468e+07;6,18528e+07;0,49827;16,2682;16,2543;16,1674;16,3274;16,1674;16,3274;0,497646;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;0,990000;12;65536;1000;500;4096;50;25;25;3;1,0859e+07;1,08072e+07;1,02452e+07;1,13173e+07;1,02452e+07;1,13173e+07;4,97744;92,0896;92,6855;88,3603;97,6066;88,3603;97,6066;5,01897;0,91506;0,912988;0,896891;0,927013;0,896891;0,927013;1,66131
x86_64;cds-cas;zipfian;0,990000;12;65536;1000;500;4096;90;5;5;3;1,64709e+07;1,64655e+07;1,64289e+07;1,64967e+07;1,64289e+07;1,64967e+07;0,207972;60,7131;60,7332;60,6182;60,8685;60,6182;60,8685;0,208071;0,869361;0,873747;0,866596;0,885283;0,866596;0,885283;1,15433
x86_64;cds-cas;zipfian;0,990000;12;65536;100000;50000;4096;50;25;25;3;1,93846e+07;2,01241e+07;1,92219e+07;2,17658e+07;1,92219e+07;2,17658e+07;7,0766;51,5874;49,8516;45,9436;52,0239;45,9436;52,0239;6,80325;0,883345;0,881376;0,871714;0,889068;0,871714;0,889068;1,00332
x86_64;cds-cas;zipfian;0,990000;12;65536;100000;50000;4096;90;5;5;3;2,76302e+07;2,77472e+07;2,76095e+07;2,80021e+07;2,76095e+07;2,80021e+07;0,796139;36,1923;36,0411;35,7117;36,2194;35,7117;36,2194;0,792533;0,847065;0,846252;0,843489;0,848202;0,843489;0,848202;0,290627
x86_64;cds-cas;zipfian;0,990000;2;65536;1000;500;4096;50;25;25;3;1,80381e+07;1,84062e+07;1,78708e+07;1,93098e+07;1,78708e+07;1,93098e+07;4,27571;55,4381;54,3942;51,7871;55,9573;51,7871;55,9573;4,17818;0,97034;0,970432;0,966017;0,97494;0,966017;0,97494;0,459817
x86_64;cds-cas;zipfian;0,990000;2;65536;1000;500;4096;90;5;5;3;3,24793e+07;3,22995e+07;3,18154e+07;3,26037e+07;3,18154e+07;3,26037e+07;1,31211;30,7888;30,9638;30,6713;31,4313;30,6713;31,4313;1,32118;0,994328;0,987127;0,967552;0,999502;0,967552;0,999502;1,73726
x86_64;cds-cas;zipfian;0,990000;2;65536;100000;50000;4096;50;25;25;3;2,97869e+07;2,99437e+07;2,86119e+07;3,14324e+07;2,86119e+07;3,14324e+07;4,73141;33,5718;33,4455;31,8143;34,9505;31,8143;34,9505;4,69983;0,995566;0,994162;0,990395;0,996525;0,990395;0,996525;0,331673
x86_64;cds-cas;zipfian;0,990000;2;65536;100000;50000;4096;90;5;5;3;5,28752e+07;5,26698e+07;5,1516e+07;5,36182e+07;5,1516e+07;5,36182e+07;2,02405;18,9125;18,9914;18,6504;19,4114;18,6504;19,4114;2,03584;0,995691;0,993323;0,986658;0,997621;0,986658;0,997621;0,589179
x86_64;cds-cas;zipfian;0,990000;4;65536;1000;500;4096;50;25;25;3;1,62186e+07;1,58133e+07;1,47505e+07;1,64707e+07;1,47505e+07;1,64707e+07;5,87445;61,6577;63,3886;60,7139;67,7941;60,7139;67,7941;6,0648;0,97221;0,968005;0,959553;0,972251;0,959553;0,972251;0,756131
x86_64;cds-cas;zipfian;0,990000;4;65536;1000;500;4096;90;5;5;3;3,77541e+07;3,74434e+07;3,54468e+07;3,91293e+07;3,54468e+07;3,91293e+07;4,96962;26,4872;26,7516;25,5563;28,2113;25,5563;28,2113;5,03556;0,982079;0,980106;0,976139;0,982099;0,976139;0,982099;0,350498
x86_64;cds-cas;zipfian;0,990000;4;65536;100000;50000;4096;50;25;25;3;2,71173e+07;2,79961e+07;2,69854e+07;2,98857e+07;2,69854e+07;2,98857e+07;5,84994;36,8768;35,7982;33,4608;37,0571;33,4608;37,0571;5,6603;0,971316;0,965561;0,953013;0,972353;0,953013;0,972353;1,1267
x86_64;cds-cas;zipfian;0,990000;4;65536;100000;50000;4096;90;5;5;3;6,04691e+07;6,05149e+07;6,00056e+07;6,10699e+07;6,00056e+07;6,10699e+07;0,881798;16,5374;16,5257;16,3747;16,6651;16,3747;16,6651;0,880839;0,976717;0,973701;0,964411;0,979975;0,964411;0,979975;0,843035
x86_64;cds-cas;zipfian;0,990000;8;65536;1000;500;4096;50;25;25;3;1,24565e+07;1,22029e+07;1,13128e+07;1,28393e+07;1,13128e+07;1,28393e+07;6,5086;80,2794;82,187;77,8859;88,3956;77,8859;88,3956;6,70228;0,954794;0,954649;0,950611;0,958541;0,950611;0,958541;0,415545
x86_64;cds-cas;zipfian;0,990000;8;65536;1000;500;4096;90;5;5;3;2,55158e+07;2,53505e+07;2,43447e+07;2,61909e+07;2,43447e+07;2,61909e+07;3,68482;39,1914;39,4831;38,1812;41,0766;38,1812;41,0766;3,72208;0,93493;0,939125;0,931641;0,950804;0,931641;0,950804;1,09114
x86_64;cds-cas;zipfian;0,990000;8;65536;100000;50000;4096;50;25;25;3;1,95085e+07;1,95987e+07;1,94137e+07;1,98739e+07;1,94137e+07;1,98739e+07;1,2398;51,2597;51,029;50,3173;51,5099;50,3173;51,5099;1,23249;0,937226;0,937162;0,933817;0,940442;0,933817;0,940442;0,353511
x86_64;cds-cas;zipfian;0,990000;8;65536;100000;50000;4096;90;5;5;3;4,31324e+07;4,37189e+07;4,31175e+07;4,49067e+07;4,31175e+07;4,49067e+07;2,353;23,1844;22,8817;22,2684;23,1924;22,2684;23,1924;2,32147;0,89085;0,891666;0,886619;0,89753;0,886619;0,89753;0,616948
x86_64;cds-cas;zipfian;1,200000;1;65536;1000;500;4096;90;5;5;3;7,97361e+07;7,97883e+07;7,92483e+07;8,03804e+07;7,92483e+07;8,03804e+07;0,711687;12,5414;12,5336;12,4408;12,6186;12,4408;12,6186;0,711012;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;1,200000;1;65536;100000;50000;4096;90;5;5;3;5,92928e+07;5,93188e+07;5,91706e+07;5,94931e+07;5,91706e+07;5,94931e+07;0,27453;16,8655;16,8581;16,8087;16,9003;16,8087;16,9003;0,274358;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;1,200000;12;65536;1000;500;4096;90;5;5;3;1,02305e+07;1,02346e+07;1,01902e+07;1,02832e+07;1,01902e+07;1,02832e+07;0,455388;97,7469;97,7088;97,2462;98,1331;97,2462;98,1331;0,455118;0,91512;0,919028;0,904419;0,937545;0,904419;0,937545;1,83947
x86_64;cds-cas;zipfian;1,200000;12;65536;100000;50000;4096;90;5;5;3;1,15839e+07;1,15469e+07;1,14698e+07;1,1587e+07;1,14698e+07;1,1587e+07;0,578282;86,3264;86,6052;86,3038;87,1852;86,3038;87,1852;0,580212;0,920199;0,920628;0,906814;0,934872;0,906814;0,934872;1,52439
x86_64;cds-cas;zipfian;1,200000;2;65536;1000;500;4096;90;5;5;3;3,07255e+07;3,07814e+07;3,06489e+07;3,09697e+07;3,06489e+07;3,09697e+07;0,544347;32,5463;32,4878;32,2896;32,6276;32,2896;32,6276;0,543034;0,979567;0,981336;0,966597;0,997843;0,966597;0,997843;1,59965
x86_64;cds-cas;zipfian;1,200000;2;65536;100000;50000;4096;90;5;5;3;3,86218e+07;3,8493e+07;3,79598e+07;3,88974e+07;3,79598e+07;3,88974e+07;1,25179;25,8921;25,9815;25,7087;26,3436;25,7087;26,3436;1,25771;0,980044;0,980127;0,970887;0,98945;0,970887;0,98945;0,946998
x86_64;cds-cas;zipfian;1,200000;4;65536;1000;500;4096;90;5;5;3;2,66042e+07;2,68856e+07;2,62996e+07;2,77529e+07;2,62996e+07;2,77529e+07;2,85069;37,588;37,2146;36,0323;38,0234;36,0323;38,0234;2,81286;0,966988;0,968637;0,965299;0,973624;0,965299;0,973624;0,454315
x86_64;cds-cas;zipfian;1,200000;4;65536;100000;50000;4096;90;5;5;3;2,86161e+07;2,87831e+07;2,8112e+07;2,96211e+07;2,8112e+07;2,96211e+07;2,66921;34,9453;34,759;33,7597;35,572;33,7597;35,572;2,64794;0,956226;0,95162;0,927771;0,970863;0,927771;0,970863;2,30261
x86_64;cds-cas;zipfian;1,200000;8;65536;1000;500;4096;90;5;5;3;1,43022e+07;1,43249e+07;1,42242e+07;1,44484e+07;1,42242e+07;1,44484e+07;0,794577;69,9194;69,8112;69,2117;70,3026;69,2117;70,3026;0,792778;0,927773;0,928643;0,920388;0,937769;0,920388;0,937769;0,939341
x86_64;cds-cas;zipfian;1,200000;8;65536;100000;50000;4096;90;5;5;3;1,57774e+07;1,59404e+07;1,56657e+07;1,63782e+07;1,56657e+07;1,63782e+07;2,40382;63,3817;62,7574;61,0569;63,8337;61,0569;63,8337;2,37412;0,92741;0,925871;0,912869;0,937335;0,912869;0,937335;1,32906
x86_64;cds-cas;zipfian;1,500000;1;65536;1000;500;4096;90;5;5;3;8,27317e+07;8,25845e+07;8,18414e+07;8,31803e+07;8,18414e+07;8,31803e+07;0,825184;12,0873;12,1094;12,0221;12,2188;12,0221;12,2188;0,827315;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;1,500000;1;65536;100000;50000;4096;90;5;5;3;6,53764e+07;6,56009e+07;6,5337e+07;6,60892e+07;6,5337e+07;6,60892e+07;0,645398;15,296;15,2441;15,1311;15,3053;15,1311;15,3053;0,643024;1;1;1;1;1;1;0
x86_64;cds-cas;zipfian;1,500000;12;65536;1000;500;4096;90;5;5;3;7,13321e+06;7,10246e+06;7,03642e+06;7,13777e+06;7,03642e+06;7,13777e+06;0,806005;140,189;140,802;140,1;142,118;140,1;142,118;0,809748;0,936901;0,930033;0,913933;0,939265;0,913933;0,939265;1,50457
x86_64;cds-cas;zipfian;1,500000;12;65536;100000;50000;4096;90;5;5;3;6,98104e+06;6,96924e+06;6,78429e+06;7,1424e+06;6,78429e+06;7,1424e+06;2,57342;143,245;143,551;140,009;147,399;140,009;147,399;2,58077;0,897924;0,905034;0,897038;0,920141;0,897038;0,920141;1,44638
x86_64;cds-cas;zipfian;1,500000;2;65536;1000;500;4096;90;5;5;3;2,65689e+07;2,65994e+07;2,58329e+07;2,73965e+07;2,58329e+07;2,73965e+07;2,9408;37,638;37,6165;36,5011;38,7104;36,5011;38,7104;2,93702;0,967264;0,961224;0,946457;0,969952;0,946457;0,969952;1,33781
x86_64;cds-cas;zipfian;1,500000;2;65536;100000;50000;4096;90;5;5;3;2,70601e+07;2,68318e+07;2,61029e+07;2,73325e+07;2,61029e+07;2,73325e+07;2,4068;36,9548;37,2837;36,5865;38,3099;36,5865;38,3099;2,43423;0,959817;0,955249;0,934817;0,971113;0,934817;0,971113;1,94443
x86_64;cds-cas;zipfian;1,500000;4;65536;1000;500;4096;90;5;5;3;1,77363e+07;1,77867e+07;1,75398e+07;1,80841e+07;1,75398e+07;1,80841e+07;1,54962;56,3817;56,2307;55,2972;57,0131;55,2972;57,0131;1,54342;0,965393;0,961533;0,947274;0,971931;0,947274;0,971931;1,32848
x86_64;cds-cas;zipfian;1,500000;4;65536;100000;50000;4096;90;5;5;3;1,53603e+07;1,55138e+07;1,53316e+07;1,58494e+07;1,53316e+07;1,58494e+07;1,87588;65,1028;64,4737;63,0937;65,2246;63,0937;65,2246;1,856;0,949139;0,953492;0,929746;0,98159;0,929746;0,98159;2,74723
x86_64;cds-cas;zipfian;1,500000;8;65536;1000;500;4096;90;5;5;3;9,66605e+06;9,66705e+06;9,63304e+06;9,70206e+06;9,63304e+06;9,70206e+06;0,357088;103,455;103,445;103,071;103,809;103,071;103,809;0,357035;0,929139;0,929657;0,913557;0,946275;0,913557;0,946275;1,76034
x86_64;cds-cas;zipfian;1,500000;8;65536;100000;50000;4096;90;5;5;3;9,26319e+06;9,20376e+06;9,03407e+06;9,31401e+06;9,03407e+06;9,31401e+06;1,62036;107,954;108,67;107,365;110,692;107,365;110,692;1,63372;0,944186;0,943839;0,936186;0,951146;0,936186;0,951146;0,793146
x86_64;cds-std;uniform;0,990000;1;256;5000000;0;4096;30;65;5;3;2,19093e+07;2,18907e+07;2,18184e+07;2,19444e+07;2,18184e+07;2,19444e+07;0,297139;45,6427;45,6818;45,5698;45,833;45,5698;45,833;0,297488;1;1;1;1;1;1;0
x86_64;cds-std;uniform;0,990000;1;65536;1000;500;4096;50;25;25;3;2,85218e+07;2,86629e+07;2,83894e+07;2,90776e+07;2,83894e+07;2,90776e+07;1,27407;35,0609;34,892;34,3907;35,2244;34,3907;35,2244;1,26614;1;1;1;1;1;1;0
x86_64;cds-std;uniform;0,990000;1;65536;1000;500;4096;90;5;5;3;4,13456e+07;4,13187e+07;4,12052e+07;4,14052e+07;4,12052e+07;4,14052e+07;0,248553;24,1863;24,2022;24,1515;24,2688;24,1515;24,2688;0,248779;1;1;1;1;1;1;0
x86_64;cds-std;uniform;0,990000;1;65536;100000;50000;4096;50;25;25;3;2,7607e+07;2,7598e+07;2,75187e+07;2,76682e+07;2,75187e+07;2,76682e+07;0,272201;36,2227;36,2347;36,1426;36,3389;36,1426;36,3389;0,272335;1;1;1;1;1;1;0
x86_64;cds-std;uniform;0,990000;1;65536;100000;50000;4096;90;5;5;3;3,06942e+07;3,06578e+07;3,0475e+07;3,08041e+07;3,0475e+07;3,08041e+07;0,546345;32,5795;32,6188;32,4633;32,8137;32,4633;32,8137;0,547278;1;1;1;1;1;1;0
x86_64;cds-std;uniform;0,990000;12;256;5000000;0;4096;30;65;5;3;6,31537e+07;6,3172e+07;6,3142e+07;6,32202e+07;6,3142e+07;6,32202e+07;0,0667285;15,8344;15,8298;15,8177;15,8373;15,8177;15,8373;0,0667046;0,975672;0,975412;0,974067;0,976498;0,974067;0,976498;0,126729
x86_64;cds-std;uniform;0,990000;12;65536;1000;500;4096;50;25;25;3;1,63386e+07;1,65969e+07;1,62153e+07;1,72368e+07;1,62153e+07;1,72368e+07;3,35948;61,2046;60,2966;58,0154;61,67;58,0154;61,67;3,2992;0,971307;0,970356;0,966936;0,972825;0,966936;0,972825;0,315092
x86_64;cds-std;uniform;0,990000;12;65536;1000;500;4096;90;5;5;3;4,25569e+07;4,36582e+07;4,09137e+07;4,7504e+07;4,09137e+07;4,7504e+07;7,8574;23,498;22,9968;21,0509;24,4417;21,0509;24,4417;7,61007;0,968079;0,968152;0,962648;0,973729;0,962648;0,973729;0,572313
x86_64;cds-std;uniform;0,990000;12;65536;100000;50000;4096;50;25;25;3;5,07591e+07;5,3031e+07;5,06731e+07;5,76608e+07;5,06731e+07;5,76608e+07;7,56117;19,7009;18,926;17,3428;19,7344;17,3428;19,7344;7,24508;0,962375;0,961349;0,948493;0,97318;0,948493;0,97318;1,2873
x86_64;cds-std;uniform;0,990000;12;65536;100000;50000;4096;90;5;5;3;1,6262e+08;1,62417e+08;1,61846e+08;1,62783e+08;1,61846e+08;1,62783e+08;0,308254;6,1493;6,15705;6,14314;6,17871;6,14314;6,17871;0,30874;0,977798;0,977617;0,97716;0,977892;0,97716;0,977892;0,0407387
x86_64;cds-std;uniform;0,990000;2;256;5000000;0;4096;30;65;5;3;2,76107e+07;2,75947e+07;2,75617e+07;2,76117e+07;2,75617e+07;2,76117e+07;0,103591;36,2179;36,2389;36,2165;36,2822;36,2165;36,2822;0,103653;0,980431;0,980617;0,979038;0,982381;0,979038;0,982381;0,171241
x86_64;cds-std;uniform;0,990000;2;65536;1000;500;4096;50;25;25;3;1,793e+07;1,78776e+07;1,77721e+07;1,79306e+07;1,77721e+07;1,79306e+07;0,510827;55,7725;55,937;55,7705;56,2679;55,7705;56,2679;0,512338;0,987876;0,98719;0,975045;0,99865;0,975045;0,99865;1,19708
x86_64;cds-std;uniform;0,990000;2;65536;1000;500;4096;90;5;5;3;3,16584e+07;3,16726e+07;3,1492e+07;3,18673e+07;3,1492e+07;3,18673e+07;0,593868;31,5872;31,5738;31,3801;31,7541;31,3801;31,7541;0,593482;0,996754;0,99666;0,994877;0,998348;0,994877;0,998348;0,174324
