arch;lock;dist;zipf_theta;threads;buckets;key_range;prefill;stream_len;read_pct;insert_pct;delete_pct;n;ops_s_median;ops_s_mean;ops_s_p25;ops_s_p75;ops_s_min;ops_s_max;ops_s_cov_pct;ns_op_median;ns_op_mean;ns_op_p25;ns_op_p75;ns_op_min;ns_op_max;ns_op_cov_pct;fairness_ratio_median;fairness_ratio_mean;fairness_ratio_p25;fairness_ratio_p75;fairness_ratio_min;fairness_ratio_max;fairness_ratio_cov_pct
aarch64;wh-cas;uniform;0,990000;4;65536;100000;50000;4096;50;25;25;3;3,67972e+07;3,68761e+07;3,67075e+07;3,71236e+07;3,67075e+07;3,71236e+07;0,593786;27,176;27,1185;26,937;27,2424;26,937;27,2424;0,592135;0,968603;0,969262;0,967897;0,971285;0,967897;0,971285;0,184415
aarch64;wh-cas;uniform;0,990000;4;65536;100000;50000;4096;90;5;5;3;4,69253e+07;4,68114e+07;4,6555e+07;4,69538e+07;4,6555e+07;4,69538e+07;0,475216;21,3105;21,3627;21,2975;21,48;21,2975;21,48;0,4765;0,986488;0,986677;0,986386;0,987158;0,986386;0,987158;0,0425045
aarch64;wh-cas;uniform;0,990000;8;65536;1000;500;4096;50;25;25;3;2,45164e+07;2,45539e+07;2,39082e+07;2,52371e+07;2,39082e+07;2,52371e+07;2,70921;40,789;40,7466;39,6242;41,8266;39,6242;41,8266;2,70401;0,971196;0,970046;0,966873;0,972068;0,966873;0,972068;0,286789
aarch64;wh-cas;uniform;0,990000;8;65536;1000;500;4096;90;5;5;3;3,38269e+07;3,40478e+07;3,37221e+07;3,45943e+07;3,37221e+07;3,45943e+07;1,39856;29,5623;29,3743;28,9065;29,6541;28,9065;29,6541;1,38798;0,969044;0,970014;0,966954;0,974045;0,966954;0,974045;0,375636
aarch64;wh-cas;uniform;0,990000;8;65536;100000;50000;4096;50;25;25;3;6,64779e+07;6,61903e+07;6,55953e+07;6,64978e+07;6,55953e+07;6,64978e+07;0,778695;15,0426;15,1086;15,0381;15,245;15,0381;15,245;0,782206;0,962284;0,961472;0,959727;0,962404;0,959727;0,962404;0,157271
aarch64;wh-cas;uniform;0,990000;8;65536;100000;50000;4096;90;5;5;3;8,74195e+07;8,76388e+07;8,73374e+07;8,81595e+07;8,73374e+07;8,81595e+07;0,516654;11,4391;11,4107;11,3431;11,4498;11,3431;11,4498;0,515172;0,980274;0,981603;0,979917;0,984618;0,979917;0,984618;0,266621
aarch64;wh-cas;zipfian;0,990000;1;65536;1000;500;4096;50;25;25;3;1,44652e+07;1,44642e+07;1,44466e+07;1,44809e+07;1,44466e+07;1,44809e+07;0,118879;69,1315;69,1362;69,0564;69,2206;69,0564;69,2206;0,118892;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;0,990000;1;65536;1000;500;4096;90;5;5;3;1,92571e+07;1,92269e+07;1,91534e+07;1,92702e+07;1,91534e+07;1,92702e+07;0,332808;51,929;52,0109;51,8935;52,2101;51,8935;52,2101;0,333418;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;0,990000;1;65536;100000;50000;4096;50;25;25;3;1,42149e+07;1,42096e+07;1,41093e+07;1,43046e+07;1,41093e+07;1,43046e+07;0,687714;70,3487;70,3771;69,9077;70,875;69,9077;70,875;0,688113;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;0,990000;1;65536;100000;50000;4096;90;5;5;3;1,77772e+07;1,78357e+07;1,77736e+07;1,79562e+07;1,77736e+07;1,79562e+07;0,585304;56,2518;56,0687;55,6911;56,2633;55,6911;56,2633;0,583333;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;0,990000;2;65536;1000;500;4096;50;25;25;3;1,46253e+07;1,46606e+07;1,46042e+07;1,47522e+07;1,46042e+07;1,47522e+07;0,546243;68,3746;68,2115;67,7864;68,4736;67,7864;68,4736;0,544661;0,997287;0,997504;0,996937;0,998288;0,996937;0,998288;0,0702909
aarch64;wh-cas;zipfian;0,990000;2;65536;1000;500;4096;90;5;5;3;2,32911e+07;2,33109e+07;2,31602e+07;2,34814e+07;2,31602e+07;2,34814e+07;0,692985;42,9348;42,8997;42,5868;43,1775;42,5868;43,1775;0,69213;0,997685;0,997614;0,996928;0,998228;0,996928;0,998228;0,0654491
aarch64;wh-cas;zipfian;0,990000;2;65536;100000;50000;4096;50;25;25;3;1,82325e+07;1,82368e+07;1,82258e+07;1,82522e+07;1,82258e+07;1,82522e+07;0,0752481;54,847;54,8341;54,788;54,8674;54,788;54,8674;0,0752232;0,989551;0,98942;0,988419;0,990291;0,988419;0,990291;0,0952897
aarch64;wh-cas;zipfian;0,990000;2;65536;100000;50000;4096;90;5;5;3;2,59568e+07;2,59326e+07;2,58808e+07;2,59601e+07;2,58808e+07;2,59601e+07;0,172912;38,5255;38,5616;38,5206;38,6386;38,5206;38,6386;0,173084;0,999773;0,999662;0,999355;0,999859;0,999355;0,999859;0,0269701
aarch64;wh-cas;zipfian;0,990000;4;65536;1000;500;4096;50;25;25;3;2,05555e+07;2,04216e+07;2,00948e+07;2,06147e+07;2,00948e+07;2,06147e+07;1,3937;48,6489;48,9741;48,5091;49,7642;48,5091;49,7642;1,40447;0,982352;0,982247;0,97729;0,987099;0,97729;0,987099;0,4994
aarch64;wh-cas;zipfian;0,990000;4;65536;1000;500;4096;90;5;5;3;3,18933e+07;3,18854e+07;3,17184e+07;3,20446e+07;3,17184e+07;3,20446e+07;0,511864;31,3545;31,3628;31,2065;31,5274;31,2065;31,5274;0,512059;0,989143;0,987794;0,983454;0,990786;0,983454;0,990786;0,38951
aarch64;wh-cas;zipfian;0,990000;4;65536;100000;50000;4096;50;25;25;3;3,17394e+07;3,17699e+07;3,16604e+07;3,19099e+07;3,16604e+07;3,19099e+07;0,401338;31,5066;31,4767;31,3383;31,5852;31,3383;31,5852;0,400796;0,97267;0,972789;0,971413;0,974285;0,971413;0,974285;0,147999
aarch64;wh-cas;zipfian;0,990000;4;65536;100000;50000;4096;90;5;5;3;4,4924e+07;4,49456e+07;4,48932e+07;4,50195e+07;4,48932e+07;4,50195e+07;0,146504;22,2598;22,2492;22,2126;22,2751;22,2126;22,2751;0,14641;0,983245;0,983219;0,982454;0,983957;0,982454;0,983957;0,0764678
aarch64;wh-cas;zipfian;0,990000;8;65536;1000;500;4096;50;25;25;3;1,15206e+07;1,20371e+07;1,1267e+07;1,33237e+07;1,1267e+07;1,33237e+07;9,3162;86,801;83,5368;75,0545;88,7549;75,0545;88,7549;8,87103;0,933585;0,944021;0,931752;0,966726;0,931752;0,966726;2,08517
aarch64;wh-cas;zipfian;0,990000;8;65536;1000;500;4096;90;5;5;3;1,58253e+07;1,52825e+07;1,36117e+07;1,64103e+07;1,36117e+07;1,64103e+07;9,65943;63,1898;65,8644;60,9372;73,4663;60,9372;73,4663;10,1406;0,96416;0,95964;0,943805;0,970954;0,943805;0,970954;1,47219
aarch64;wh-cas;zipfian;0,990000;8;65536;100000;50000;4096;50;25;25;3;5,41963e+07;5,41018e+07;5,37866e+07;5,43224e+07;5,37866e+07;5,43224e+07;0,517788;18,4514;18,484;18,4086;18,592;18,4086;18,592;0,518998;0,964233;0,963474;0,960604;0,965584;0,960604;0,965584;0,267301
aarch64;wh-cas;zipfian;0,990000;8;65536;100000;50000;4096;90;5;5;3;7,88872e+07;7,89229e+07;7,8618e+07;7,92633e+07;7,8618e+07;7,92633e+07;0,410666;12,6763;12,6707;12,6162;12,7197;12,6162;12,7197;0,410397;0,979797;0,980478;0,978653;0,982985;0,978653;0,982985;0,228963
aarch64;wh-cas;zipfian;1,200000;1;65536;1000;500;4096;90;5;5;3;1,94787e+07;1,94585e+07;1,94122e+07;1,94847e+07;1,94122e+07;1,94847e+07;0,206813;51,338;51,3915;51,3224;51,514;51,3224;51,514;0,207055;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;1,200000;1;65536;100000;50000;4096;90;5;5;3;1,82924e+07;1,83439e+07;1,82871e+07;1,84521e+07;1,82871e+07;1,84521e+07;0,511146;54,6674;54,515;54,1943;54,6833;54,1943;54,6833;0,509647;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;1,200000;2;65536;1000;500;4096;90;5;5;3;2,2736e+07;2,28592e+07;2,25388e+07;2,33028e+07;2,25388e+07;2,33028e+07;1,73508;43,983;43,7547;42,9133;44,3679;42,9133;44,3679;1,72262;0,995649;0,995689;0,994566;0,996852;0,994566;0,996852;0,114848
aarch64;wh-cas;zipfian;1,200000;2;65536;100000;50000;4096;90;5;5;3;2,53732e+07;2,53938e+07;2,5215e+07;2,55933e+07;2,5215e+07;2,55933e+07;0,74805;39,4117;39,3811;39,0728;39,6589;39,0728;39,6589;0,747169;0,9917;0,992662;0,99082;0,995466;0,99082;0,995466;0,248612
aarch64;wh-cas;zipfian;1,200000;4;65536;1000;500;4096;90;5;5;3;2,76978e+07;2,77679e+07;2,69636e+07;2,86424e+07;2,69636e+07;2,86424e+07;3,03081;36,104;36,0348;34,9133;37,087;34,9133;37,087;3,02077;0,993034;0,988657;0,976411;0,996526;0,976411;0,996526;1,08714
aarch64;wh-cas;zipfian;1,200000;4;65536;100000;50000;4096;90;5;5;3;4,13356e+07;4,11612e+07;4,04093e+07;4,17385e+07;4,04093e+07;4,17385e+07;1,6558;24,1922;24,2992;23,9587;24,7468;23,9587;24,7468;1,66584;0,990201;0,990428;0,989879;0,991204;0,989879;0,991204;0,0697731
aarch64;wh-cas;zipfian;1,200000;8;65536;1000;500;4096;90;5;5;3;9,64042e+06;9,60184e+06;9,48587e+06;9,67925e+06;9,48587e+06;9,67925e+06;1,06542;103,73;104,155;103,314;105,42;103,314;105,42;1,07097;0,958105;0,951926;0,932688;0,964984;0,932688;0,964984;1,78708
aarch64;wh-cas;zipfian;1,200000;8;65536;100000;50000;4096;90;5;5;3;2,43892e+07;2,46805e+07;2,39367e+07;2,57157e+07;2,39367e+07;2,57157e+07;3,74626;41,0018;40,5551;38,8868;41,7769;38,8868;41,7769;3,68865;0,956337;0,956055;0,954852;0,956977;0,954852;0,956977;0,114025
aarch64;wh-cas;zipfian;1,500000;1;65536;1000;500;4096;90;5;5;3;1,98116e+07;1,98016e+07;1,97359e+07;1,98572e+07;1,97359e+07;1,98572e+07;0,309363;50,4755;50,5014;50,3596;50,6691;50,3596;50,6691;0,309593;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;1,500000;1;65536;100000;50000;4096;90;5;5;3;1,92301e+07;1,92157e+07;1,91549e+07;1,92622e+07;1,91549e+07;1,92622e+07;0,286445;52,0018;52,041;51,9152;52,2059;51,9152;52,2059;0,286745;1;1;1;1;1;1;0
aarch64;wh-cas;zipfian;1,500000;2;65536;1000;500;4096;90;5;5;3;2,30972e+07;2,30278e+07;2,26992e+07;2,3287e+07;2,26992e+07;2,3287e+07;1,30269;43,2952;43,4306;42,9424;44,0543;42,9424;44,0543;1,30836;0,996126;0,996282;0,994161;0,998559;0,994161;0,998559;0,221137
aarch64;wh-cas;zipfian;1,500000;2;65536;100000;50000;4096;90;5;5;3;2,45875e+07;2,45819e+07;2,44394e+07;2,47188e+07;2,44394e+07;2,47188e+07;0,568482;40,671;40,6812;40,4551;40,9175;40,4551;40,9175;0,568684;0,98671;0,987863;0,985563;0,991315;0,985563;0,991315;0,308172
aarch64;wh-cas;zipfian;1,500000;4;65536;1000;500;4096;90;5;5;3;2,05686e+07;2,06542e+07;1,99291e+07;2,14648e+07;1,99291e+07;2,14648e+07;3,73483;48,6178;48,4611;46,5879;50,1778;46,5879;50,1778;3,71443;0,973387;0,973733;0,964139;0,983674;0,964139;0,983674;1,00357
aarch64;wh-cas;zipfian;1,500000;4;65536;100000;50000;4096;90;5;5;3;2,70414e+07;2,68997e+07;2,6411e+07;2,72468e+07;2,6411e+07;2,72468e+07;1,61902;36,9804;37,1816;36,7016;37,863;36,7016;37,863;1,63063;0,986514;0,984614;0,980201;0,987126;0,980201;0,987126;0,389362
aarch64;wh-cas;zipfian;1,500000;8;65536;1000;500;4096;90;5;5;3;6,98754e+06;7,03656e+06;6,92625e+06;7,19591e+06;6,92625e+06;7,19591e+06;2,00889;143,112;142,153;138,968;144,378;138,968;144,378;1,99073;0,924036;0,92624;0,919783;0,934901;0,919783;0,934901;0,841711
aarch64;wh-cas;zipfian;1,500000;8;65536;100000;50000;4096;90;5;5;3;9,76506e+06;9,59616e+06;8,89634e+06;1,01271e+07;8,89634e+06;1,01271e+07;6,59138;102,406;104,519;98,7451;112,406;98,7451;112,406;6,76551;0,924074;0,909878;0,859371;0,946188;0,859371;0,946188;4,95846
aarch64;wh-default;uniform;0,990000;1;65536;1000;500;4096;50;25;25;3;1,19553e+07;1,19517e+07;1,19429e+07;1,19567e+07;1,19429e+07;1,19567e+07;0,0634947;83,6448;83,6704;83,6348;83,7315;83,6348;83,7315;0,0635165;1;1;1;1;1;1;0
aarch64;wh-default;uniform;0,990000;1;65536;1000;500;4096;90;5;5;3;1,61502e+07;1,61531e+07;1,6143e+07;1,61661e+07;1,6143e+07;1,61661e+07;0,0733376;61,9188;61,9077;61,8578;61,9465;61,8578;61,9465;0,0733179;1;1;1;1;1;1;0
aarch64;wh-default;uniform;0,990000;1;65536;100000;50000;4096;50;25;25;3;1,26056e+07;1,25993e+07;1,25867e+07;1,26056e+07;1,25867e+07;1,26056e+07;0,0866348;79,3298;79,3694;79,3297;79,4489;79,3297;79,4489;0,086677;1;1;1;1;1;1;0
aarch64;wh-default;uniform;0,990000;1;65536;100000;50000;4096;90;5;5;3;1,50172e+07;1,50333e+07;1,4972e+07;1,51107e+07;1,4972e+07;1,51107e+07;0,470486;66,5901;66,5198;66,1781;66,7911;66,1781;66,7911;0,469774;1;1;1;1;1;1;0
aarch64;wh-default;uniform;0,990000;2;65536;1000;500;4096;50;25;25;3;1,3321e+07;1,33181e+07;1,30846e+07;1,35486e+07;1,30846e+07;1,35486e+07;1,74188;75,0693;75,1012;73,8086;76,4256;73,8086;76,4256;1,74272;0,992818;0,992739;0,991778;0,993621;0,991778;0,993621;0,0930795
aarch64;wh-default;uniform;0,990000;2;65536;1000;500;4096;90;5;5;3;1,71924e+07;1,70862e+07;1,68211e+07;1,72449e+07;1,68211e+07;1,72449e+07;1,3522;58,1651;58,5341;57,9881;59,4491;57,9881;59,4491;1,36224;0,999357;0,999221;0,998311;0,999996;0,998311;0,999996;0,0851316
aarch64;wh-default;uniform;0,990000;2;65536;100000;50000;4096;50;25;25;3;1,49503e+07;1,49599e+07;1,49333e+07;1,49961e+07;1,49333e+07;1,49961e+07;0,21716;66,8882;66,8455;66,6839;66,9644;66,6839;66,9644;0,21697;0,992188;0,992809;0,99156;0,99468;0,99156;0,99468;0,166215
aarch64;wh-default;uniform;0,990000;2;65536;100000;50000;4096;90;5;5;3;1,7928e+07;1,79611e+07;1,79059e+07;1,80494e+07;1,79059e+07;1,80494e+07;0,430341;55,7788;55,6766;55,4035;55,8477;55,4035;55,8477;0,429373;0,984287;0,98524;0,982608;0,988824;0,982608;0,988824;0,326382
aarch64;wh-default;uniform;0,990000;4;65536;1000;500;4096;50;25;25;3;1,99318e+07;2,00504e+07;1,97662e+07;2,04531e+07;1,97662e+07;2,04531e+07;1,78788;50,1712;49,8849;48,8923;50,5914;48,8923;50,5914;1,77399;0,986208;0,985505;0,981302;0,989006;0,981302;0,989006;0,395713
aarch64;wh-default;uniform;0,990000;4;65536;1000;500;4096;90;5;5;3;2,50861e+07;2,51263e+07;2,49593e+07;2,53336e+07;2,49593e+07;2,53336e+07;0,757666;39,8627;39,8004;39,4733;40,0653;39,4733;40,0653;0,755947;0,989245;0,988915;0,986571;0,99093;0,986571;0,99093;0,222276
aarch64;wh-default;uniform;0,990000;4;65536;100000;50000;4096;50;25;25;3;2,62955e+07;2,62279e+07;2,60659e+07;2,63222e+07;2,60659e+07;2,63222e+07;0,537292;38,0293;38,1281;37,9908;38,3644;37,9908;38,3644;0,538898;0,978312;0,97853;0,977862;0,979415;0,977862;0,979415;0,0816586
aarch64;wh-default;uniform;0,990000;4;65536;100000;50000;4096;90;5;5;3;3,16235e+07;3,16163e+07;3,15368e+07;3,16886e+07;3,15368e+07;3,16886e+07;0,240846;31,622;31,6294;31,5571;31,709;31,5571;31,709;0,240929;0,988949;0,989065;0,987576;0,99067;0,987576;0,99067;0,15674
aarch64;wh-default;uniform;0,990000;8;65536;1000;500;4096;50;25;25;3;1,87518e+07;1,85455e+07;1,79799e+07;1,89049e+07;1,79799e+07;1,89049e+07;2,67344;53,3283;53,9475;52,8964;55,6178;52,8964;55,6178;2,71103;0,640332;0,646014;0,626291;0,67142;0,626291;0,67142;3,57498
aarch64;wh-default;uniform;0,990000;8;65536;1000;500;4096;90;5;5;3;3,32646e+07;3,31797e+07;3,28145e+07;3,34601e+07;3,28145e+07;3,34601e+07;0,997779;30,062;30,1409;29,8864;30,4744;29,8864;30,4744;1,0014;0,971816;0,973864;0,970845;0,978931;0,970845;0,978931;0,453341
aarch64;wh-default;uniform;0,990000;8;65536;100000;50000;4096;50;25;25;3;4,7195e+07;4,72037e+07;4,71795e+07;4,72366e+07;4,71795e+07;4,72366e+07;0,0625716;21,1887;21,1848;21,17;21,1957;21,17;21,1957;0,0625543;0,963609;0,964608;0,962428;0,967786;0,962428;0,967786;0,291844
aarch64;wh-default;uniform;0,990000;8;65536;100000;50000;4096;90;5;5;3;5,85326e+07;5,85334e+07;5,82724e+07;5,87951e+07;5,82724e+07;5,87951e+07;0,446467;17,0845;17,0845;17,0082;17,1608;17,0082;17,1608;0,446463;0,972175;0,972708;0,971333;0,974615;0,971333;0,974615;0,175243
aarch64;wh-default;zipfian;0,990000;1;65536;1000;500;4096;50;25;25;3;1,2418e+07;1,24312e+07;1,24e+07;1,24757e+07;1,24e+07;1,24757e+07;0,31825;80,5281;80,4431;80,1558;80,6454;80,1558;80,6454;0,317802;1;1;1;1;1;1;0
aarch64;wh-default;zipfian;0,990000;1;65536;1000;500;4096;90;5;5;3;1,63143e+07;1,63083e+07;1,62915e+07;1,6319e+07;1,62915e+07;1,6319e+07;0,0901271;61,2958;61,3186;61,2783;61,3816;61,2783;61,3816;0,09017;1;1;1;1;1;1;0
aarch64;wh-default;zipfian;0,990000;1;65536;100000;50000;4096;50;25;25;3;1,23392e+07;1,23512e+07;1,22758e+07;1,24385e+07;1,22758e+07;1,24385e+07;0,663741;81,0426;80,9664;80,3957;81,4608;80,3957;81,4608;0,662811;1;1;1;1;1;1;0
aarch64;wh-default;zipfian;0,990000;1;65536;100000;50000;4096;90;5;5;3;1,52446e+07;1,52297e+07;1,51629e+07;1,52815e+07;1,51629e+07;1,52815e+07;0,398654;65,597;65,662;65,4386;65,9506;65,4386;65,9506;0,39921;1;1;1;1;1;1;0
aarch64;wh-default;zipfian;0,990000;2;65536;1000;500;4096;50;25;25;3;1,24617e+07;1,25022e+07;1,23357e+07;1,27093e+07;1,23357e+07;1,27093e+07;1,52023;80,2456;79,998;78,6827;81,0657;78,6827;81,0657;1,51334;0,998783;0,998745;0,997761;0,999691;0,997761;0,999691;0,0966774
aarch64;wh-default;zipfian;0,990000;2;65536;1000;500;4096;90;5;5;3;1,66514e+07;1,65135e+07;1,61644e+07;1,67248e+07;1,61644e+07;1,67248e+07;1,84437;60,0549;60,5703;59,7916;61,8643;59,7916;61,8643;1,86297;0,994027;0,993875;0,993312;0,994287;0,993312;0,994287;0,0507996
aarch64;wh-default;zipfian;0,990000;2;65536;100000;50000;4096;50;25;25;3;1,42181e+07;1,42169e+07;1,42126e+07;1,42199e+07;1,42126e+07;1,42199e+07;0,0267732;70,3327;70,3389;70,324;70,3601;70,324;70,3601;0,0267771;0,993979;0,993967;0,99293;0,994991;0,99293;0,994991;0,103681
aarch64;wh-default;zipfian;0,990000;2;65536;100000;50000;4096;90;5;5;3;1,79104e+07;1,7909e+07;1,7848e+07;1,79685e+07;1,7848e+07;1,79685e+07;0,336506;55,8333;55,8383;55,6529;56,0287;55,6529;56,0287;0,33655;0,98657;0,987003;0,985122;0,989317;0,985122;0,989317;0,215881
aarch64;wh-default;zipfian;0,990000;4;65536;1000;500;4096;50;25;25;3;1,71294e+07;1,69871e+07;1,66473e+07;1,71848e+07;1,66473e+07;1,71848e+07;1,74032;58,3791;58,88;58,1911;60,0699;58,1911;60,0699;1,7573;0,992682;0,991703;0,989158;0,99327;0,989158;0,99327;0,224245
aarch64;wh-default;zipfian;0,990000;4;65536;1000;500;4096;90;5;5;3;2,28875e+07;2,24927e+07;2,16756e+07;2,29149e+07;2,16756e+07;2,29149e+07;3,1464;43,692;44,4889;43,6398;46,1348;43,6398;46,1348;3,20452;0,99017;0,990756;0,989809;0,99229;0,989809;0,99229;0,135291
aarch64;wh-default;zipfian;0,990000;4;65536;100000;50000;4096;50;25;25;3;2,41421e+07;2,42036e+07;2,39738e+07;2,44949e+07;2,39738e+07;2,44949e+07;1,09872;41,4214;41,3195;40,8249;41,7122;40,8249;41,7122;1,09482;0,97947;0,978882;0,976817;0,980359;0,976817;0,980359;0,188251
aarch64;wh-default;zipfian;0,990000;4;65536;100000;50000;4096;90;5;5;3;3,02245e+07;3,02917e+07;3,02142e+07;3,04364e+07;3,02142e+07;3,04364e+07;0,414079;33,0858;33,0127;32,8554;33,097;32,8554;33,097;0,413099;0,989911;0,989308;0,987695;0,990317;0,987695;0,990317;0,142654
aarch64;wh-default;zipfian;0,990000;8;65536;1000;500;4096;50;25;25;3;1,00903e+07;1,077e+07;9,5071e+06;1,27127e+07;9,5071e+06;1,27127e+07;15,8542;99,1054;94,3171;78,6614;105,185;78,6614;105,185;14,732;0,282435;0,28702;0,267837;0,310788;0,267837;0,310788;7,60905
aarch64;wh-default;zipfian;0,990000;8;65536;1000;500;4096;90;5;5;3;1,93567e+07;2,00772e+07;1,9043e+07;2,18318e+07;1,9043e+07;2,18318e+07;7,60886;51,6617;49,993;45,8047;52,5127;45,8047;52,5127;7,30519;0,726908;0,709658;0,674346;0,72772;0,674346;0,72772;4,30965
aarch64;wh-default;zipfian;0,990000;8;65536;100000;50000;4096;50;25;25;3;4,22937e+07;4,23577e+07;4,15102e+07;4,32692e+07;4,15102e+07;4,32692e+07;2,08042;23,6442;23,6153;23,1111;24,0905;23,1111;24,0905;2,07618;0,962136;0,962652;0,959633;0,966186;0,959633;0,966186;0,343509
aarch64;wh-default;zipfian;0,990000;8;65536;100000;50000;4096;90;5;5;3;5,3616e+07;5,36896e+07;5,31903e+07;5,42626e+07;5,31903e+07;5,42626e+07;1,00562;18,6512;18,6268;18,4289;18,8004;18,4289;18,8004;1,00364;0,971405;0,972896;0,970932;0,976351;0,970932;0,976351;0,308507
aarch64;wh-default;zipfian;1,200000;1;65536;1000;500;4096;90;5;5;3;1,65597e+07;1,65669e+07;1,65478e+07;1,65931e+07;1,65478e+07;1,65931e+07;0,141843;60,3876;60,3615;60,2659;60,4309;60,2659;60,4309;0,141761;1;1;1;1;1;1;0
aarch64;wh-default;zipfian;1,200000;1;65536;100000;50000;4096;90;5;5;3;1,56348e+07;1,56468e+07;1,56217e+07;1,5684e+07;1,56217e+07;1,5684e+07;0,210067;63,9599;63,9109;63,7591;64,0136;63,7591;64,0136;0,209857;1;1;1;1;1;1;0
aarch64;wh-default;zipfian;1,200000;2;65536;1000;500;4096;90;5;5;3;1,63148e+07;1,63487e+07;1,59526e+07;1,67786e+07;1,59526e+07;1,67786e+07;2,53249;61,294;61,1932;59,5998;62,6858;59,5998;62,6858;2,52548;0,993493;0,993488;0,992592;0,99438;0,992592;0,99438;0,0899869
aarch64;wh-default;zipfian;1,200000;2;65536;100000;50000;4096;90;5;5;3;1,75797e+07;1,75995e+07;1,7531e+07;1,76877e+07;1,7531e+07;1,76877e+07;0,455848;56,8838;56,8207;56,5364;57,0419;56,5364;57,0419;0,455132;0,986872;0,986671;0,98481;0,988331;0,98481;0,988331;0,179298
aarch64;wh-default;zipfian;1,200000;4;65536;1000;500;4096;90;5;5;3;2,02362e+07;2,0322e+07;1,98148e+07;2,09149e+07;1,98148e+07;2,09149e+07;2,73118;49,4164;49,2322;47,8129;50,4673;47,8129;50,4673;2,71527;0,98866;0,98825;0,98593;0,99016;0,98593;0,99016;0,21701
