arch;hostname;lock;dist;zipf_theta;threads;buckets;key_range;prefill;stream_len;read_pct;insert_pct;delete_pct;total_ops;gets;puts;removes;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;8;65536;1000;500;4096;50;25;25;99557760;49358423;24988311;25211026;19910830;50,223923;10205120;13823296;0,738255
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;8;65536;1000;500;4096;50;25;25;122125312;60558601;30652136;30914575;24424191;40,943013;13632960;16246592;0,839127
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;1;65536;1000;500;4096;50;25;25;62048512;30418288;15618195;16012029;12409493;80,583466;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;1;65536;1000;500;4096;50;25;25;62025536;30407051;15612383;16006102;12404887;80,613388;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;1;65536;1000;500;4096;50;25;25;62477312;30628539;15726089;16122684;12495337;80,029852;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;2;65536;1000;500;4096;50;25;25;62122944;30462399;16107152;15553393;12424345;80,487134;31055168;31067776;0,999594
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;2;65536;1000;500;4096;50;25;25;64043968;31404348;16605151;16034469;12808552;78,072837;32020352;32023616;0,999898
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;2;65536;1000;500;4096;50;25;25;61088896;29955330;15838557;15295009;12217548;81,849481;30517760;30571136;0,998254
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;4;65536;1000;500;4096;50;25;25;88521600;43775244;22265273;22481083;17703875;56,484809;22002176;22199360;0,991118
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;4;65536;1000;500;4096;50;25;25;89338816;44185987;22458196;22694633;17867321;55,968097;21944704;22796864;0,962619
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;4;65536;1000;500;4096;50;25;25;85286784;42175240;21452636;21658908;17056947;58,627137;21179392;21394624;0,989940
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;8;65536;1000;500;4096;50;25;25;43882560;21717937;11045624;11118999;8776192;113,944631;1948224;8929984;0,218167
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;8;65536;1000;500;4096;50;25;25;46202880;22870130;11625024;11707726;9240257;108,222091;2180288;9129984;0,238805
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;8;65536;1000;500;4096;50;25;25;50844480;25169762;12791226;12883492;10168523;98,342698;2514624;9904960;0,253875
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;1;65536;100000;50000;4096;50;25;25;62786304;30780004;15803874;16202426;12557055;79,636507;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;1;65536;100000;50000;4096;50;25;25;62960576;30865453;15847723;16247400;12591886;79,416219;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;1;65536;100000;50000;4096;50;25;25;63289344;31026599;15930508;16332237;12657650;79,003603;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;2;65536;100000;50000;4096;50;25;25;74874560;36715191;19410803;18748566;14974620;66,779654;37275200;37599360;0,991379
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;2;65536;100000;50000;4096;50;25;25;75089536;36820570;19466899;18802067;15017585;66,588599;37403328;37686208;0,992494
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;2;65536;100000;50000;4096;50;25;25;74827008;36691877;19399450;18735681;14965141;66,821953;37314560;37512448;0,994725
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;4;65536;100000;50000;4096;50;25;25;130691840;64633914;32860902;33197024;26137710;38,258897;32285760;33054080;0,976756
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;4;65536;100000;50000;4096;50;25;25;131107136;64838784;32967276;33301076;26220779;38,137692;32482048;33133760;0,980331
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;4;65536;100000;50000;4096;50;25;25;130219008;64400676;32741363;33076969;26043167;38,397787;32163264;32992000;0,974881
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;8;65536;100000;50000;4096;50;25;25;234485504;116307232;58837421;59340851;46895460;21,324026;28743808;29889088;0,961682
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;8;65536;100000;50000;4096;50;25;25;234883200;116503964;58936809;59442427;46974769;21,288024;28874368;29862144;0,966922
aarch64;ip-172-31-19-57;wh-default;uniform;0,990000;8;65536;100000;50000;4096;50;25;25;235874432;116993364;59185051;59696017;47173202;21,198476;28871360;30049664;0,960788
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;1;65536;100000;50000;4096;50;25;25;61640512;30218292;15515470;15906750;12327890;81,116877;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;1;65536;100000;50000;4096;50;25;25;62172160;30478948;15649276;16043936;12434199;80,423350;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;1;65536;100000;50000;4096;50;25;25;61849856;30320924;15568173;15960759;12369759;80,842318;0;0;1,000000
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;2;65536;100000;50000;4096;50;25;25;70683456;34660054;18325415;17697987;14136434;70,739196;35261440;35422016;0,995467
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;2;65536;100000;50000;4096;50;25;25;70701440;34668891;18329592;17702957;14140037;70,721171;35239872;35461568;0,993748
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;2;65536;100000;50000;4096;50;25;25;70738048;34686815;18338580;17712653;14147347;70,684630;35222784;35515264;0,991765
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;4;65536;100000;50000;4096;50;25;25;120659968;59670889;30341399;30647680;24131420;41,439749;29888960;30419648;0,982554
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;4;65536;100000;50000;4096;50;25;25;119983808;59336751;30170843;30476214;23996194;41,673275;29700608;30274944;0,981029
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;4;65536;100000;50000;4096;50;25;25;121650944;60160734;30590405;30899805;24329566;41,102254;30108480;30652608;0,982249
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;8;65536;100000;50000;4096;50;25;25;211019456;104666913;52950597;53401946;42202354;23,695360;25818624;26837248;0,962044
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;8;65536;100000;50000;4096;50;25;25;211736320;105024118;53130820;53581382;42345713;23,615141;26012736;26965888;0,964653
aarch64;ip-172-31-19-57;wh-default;zipfian;0,990000;8;65536;100000;50000;4096;50;25;25;209488000;103909410;52563545;53015045;41896013;23,868619;25826880;26617472;0,970298
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;1;65536;1000;500;4096;90;5;5;90403776;81310415;4833604;4259757;18080609;55,307869;0;0;1,000000
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;1;65536;1000;500;4096;90;5;5;90675968;81555232;4848162;4272574;18134881;55,142351;0;0;1,000000
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;1;65536;1000;500;4096;90;5;5;90565824;81456185;4842264;4267375;18112833;55,209472;0;0;1,000000
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;2;65536;1000;500;4096;90;5;5;109758016;98988399;5706122;5063495;21951201;45,555594;54362240;55395776;0,981343
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;2;65536;1000;500;4096;90;5;5;111671872;100713099;5806433;5152340;22333950;44,774883;55590016;56081856;0,991230
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;2;65536;1000;500;4096;90;5;5;111806144;100834202;5813405;5158537;22360800;44,721118;55652992;56153152;0,991093
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;4;65536;1000;500;4096;90;5;5;164733056;148093748;8554636;8084672;32945997;30,352701;40993536;41424192;0,989604
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;4;65536;1000;500;4096;90;5;5;168842688;151788982;8767328;8286378;33767742;29,614061;42017344;42540928;0,987692
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;4;65536;1000;500;4096;90;5;5;169998208;152828237;8827509;8342462;33998867;29,412744;42264704;42759680;0,988424
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;8;65536;1000;500;4096;90;5;5;158624704;142584677;8038301;8001726;31723886;31,521989;19586112;20059264;0,976412
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;8;65536;1000;500;4096;90;5;5;158007360;142029212;8007161;7970987;31600283;31,645286;19565056;19986944;0,978892
aarch64;ip-172-31-19-57;wh-tas;uniform;0,990000;8;65536;1000;500;4096;90;5;5;156351424;140542795;7923549;7885080;31269033;31,980522;19334592;19874560;0,972831
aarch64;ip-172-31-19-57;wh-tas;zipfian;0,990000;1;65536;1000;500;4096;90;5;5;93176064;83803869;4981822;4390373;18634941;53,662631;0;0;1,000000
aarch64;ip-172-31-19-57;wh-tas;zipfian;0,990000;1;65536;1000;500;4096;90;5;5;92604608;83289878;4951272;4363458;18520599;53,993932;0;0;1,000000
