arch;hostname;lock;dist;zipf_theta;threads;buckets;key_range;read_pct;insert_pct;delete_pct;total_ops;gets;puts;removes;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
graviton;ip-172-31-19-57;cds-ttas;zipfian;0,990000;4;65536;1000000;20;40;40;37539118;7509366;15017914;15011838;12512488;79,920153;9360651;9439740;0,991622
graviton;ip-172-31-19-57;cds-ttas;zipfian;0,990000;8;65536;1000000;20;40;40;50026409;10003201;20013064;20010144;16674336;59,972401;6197063;6327147;0,979440
graviton;ip-172-31-19-57;cds-cas;zipfian;0,990000;1;65536;1000000;20;40;40;10458713;2090955;4187125;4180633;3486164;286,848195;0;0;1,000000
graviton;ip-172-31-19-57;cds-cas;zipfian;0,990000;2;65536;1000000;20;40;40;20140208;4029393;8056312;8054503;6713186;148,960553;10063311;10076897;0,998652
graviton;ip-172-31-19-57;cds-cas;zipfian;0,990000;4;65536;1000000;20;40;40;37370697;7476351;14949600;14944746;12456355;80,280303;9310148;9378257;0,992738
graviton;ip-172-31-19-57;cds-cas;zipfian;0,990000;8;65536;1000000;20;40;40;58802243;11759626;23525011;23517606;19599391;51,021993;7307053;7397471;0,987777
graviton;ip-172-31-19-57;cds-ticket;zipfian;0,990000;1;65536;1000000;20;40;40;9848376;1969498;3941270;3937608;3282700;304,627234;0;0;1,000000
graviton;ip-172-31-19-57;cds-ticket;zipfian;0,990000;2;65536;1000000;20;40;40;19125703;3825975;7651004;7648724;6375027;156,862080;9559026;9566677;0,999200
graviton;ip-172-31-19-57;cds-ticket;zipfian;0,990000;4;65536;1000000;20;40;40;35768113;7154044;14309475;14304594;11922240;83,876854;8913076;8970602;0,993587
graviton;ip-172-31-19-57;cds-ticket;zipfian;0,990000;8;65536;1000000;20;40;40;59355740;11870484;23746809;23738447;19783801;50,546402;7373061;7474643;0,986410
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;256;1000000;80;10;10;47517330;38016922;4747054;4753354;15838460;63,137451;11834523;11929142;0,992068
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;1024;1000000;80;10;10;49874641;39904391;4981790;4988460;16624236;60,153139;12411861;12526375;0,990858
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;4096;1000000;80;10;10;47352955;37885713;4730624;4736618;15783647;63,356711;11799231;11877786;0,993386
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;16384;1000000;80;10;10;46750147;37403727;4670019;4676401;15582757;64,173494;11646955;11724943;0,993349
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;65536;1000000;80;10;10;47839280;38274594;4779137;4785549;15945788;62,712485;11926469;11996329;0,994177
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;262144;1000000;80;10;10;61132226;48911553;6109277;6111396;20376558;49,076000;15248988;15317639;0,995518
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;256;1000000;80;10;10;44551825;35643947;4451190;4456688;14850137;67,339445;11100501;11175523;0,993287
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;1024;1000000;80;10;10;44358245;35489232;4431574;4437439;14785471;67,633959;11056696;11122722;0,994064
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;4096;1000000;80;10;10;46751862;37404646;4670390;4676826;15583285;64,171319;11659575;11722489;0,994633
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;16384;1000000;80;10;10;46513604;37214234;4646714;4652656;15503872;64,500012;11600638;11661652;0,994768
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;65536;1000000;80;10;10;49410372;39532619;4935468;4942285;16469449;60,718482;12315731;12388112;0,994157
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;262144;1000000;80;10;10;59602482;47687814;5956120;5958548;19866649;50,335613;14835764;14939986;0,993024
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;256;1000000;80;10;10;47491648;37996456;4744512;4750680;15829847;63,171804;11833356;11910086;0,993558
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;1024;1000000;80;10;10;47223072;37781635;4717768;4723669;15740381;63,530862;11764709;11849158;0,992873
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;4096;1000000;80;10;10;44940453;35954968;4489920;4495565;14979532;66,757757;11197904;11273358;0,993307
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;16384;1000000;80;10;10;43949913;35161964;4390554;4397395;14649386;68,262245;10954540;11030009;0,993158
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;65536;1000000;80;10;10;45212769;36172903;4517094;4522772;15070286;66,355739;11268308;11326287;0,994881
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;262144;1000000;80;10;10;59960870;47974566;5992271;5994033;19986046;50,034909;14955328;15012793;0,996172
graviton;ip-172-31-19-57;cds-std;uniform;0,990000;1;256;5000000;30;65;5;7940771;2382658;5161543;396570;2646842;377,808688;0;0;1,000000
graviton;ip-172-31-19-57;cds-std;uniform;0,990000;2;256;5000000;30;65;5;13198565;3961590;8577627;659348;3880063;257,727731;6589518;6609047;0,997045
graviton;ip-172-31-19-57;cds-std;uniform;0,990000;4;256;5000000;30;65;5;27469082;8242582;17854618;1371882;9156039;109,217531;6840574;6891018;0,992680
graviton;ip-172-31-19-57;cds-std;uniform;0,990000;8;256;5000000;30;65;5;51904704;15573631;33738926;2592147;17300524;57,801716;6416387;6520129;0,984089
graviton;ip-172-31-19-57;cds-tas;uniform;0,990000;1;256;5000000;30;65;5;8621503;2587165;5604040;430298;2873750;347,977330;0;0;1,000000
graviton;ip-172-31-19-57;cds-tas;uniform;0,990000;2;256;5000000;30;65;5;12975871;3894782;8432889;648200;4325152;231,205738;6470476;6505395;0,994632
graviton;ip-172-31-19-57;cds-tas;uniform;0,990000;4;256;5000000;30;65;5;34256610;10277016;22267965;1711629;11418429;87,577717;8554629;8572086;0,997964
graviton;ip-172-31-19-57;cds-tas;uniform;0,990000;8;256;5000000;30;65;5;65054788;19517927;42287187;3249674;21683556;46,117895;8073174;8194071;0,985246
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;1;256;5000000;30;65;5;8635663;2591049;5613431;431183;2878467;347,407142;0;0;1,000000
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;2;256;5000000;30;65;5;13018032;3907391;8460287;650354;4339216;230,456348;6499296;6518736;0,997018
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;4;256;5000000;30;65;5;34124221;10237605;22181688;1704928;11374306;87,917448;8516460;8539997;0,997244
graviton;ip-172-31-19-57;cds-ttas;uniform;0,990000;8;256;5000000;30;65;5;53506602;16054825;34779663;2672114;17834438;56,071292;6657598;6723301;0,990228
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;1;256;5000000;30;65;5;8564832;2570053;5567177;427602;2854862;350,279536;0;0;1,000000
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;2;256;5000000;30;65;5;13017168;3907146;8459758;650264;4338922;230,471961;6506332;6510836;0,999308
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;4;256;5000000;30;65;5;34671444;10401517;22537698;1732229;11556690;86,529962;8657670;8676614;0,997817
graviton;ip-172-31-19-57;cds-cas;uniform;0,990000;8;256;5000000;30;65;5;62209384;18665570;40436530;3107284;20735148;48,227289;7743805;7816470;0,990704
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;1;256;5000000;30;65;5;8650318;2595604;5622980;431734;2883392;346,813683;0;0;1,000000
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;2;256;5000000;30;65;5;13341407;4004147;8670963;666297;4447028;224,869235;6646257;6695150;0,992697
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;4;256;5000000;30;65;5;34382889;10315024;22350175;1717690;11460532;87,255981;8588077;8606672;0,997839
graviton;ip-172-31-19-57;cds-ticket;uniform;0,990000;8;256;5000000;30;65;5;63005003;18903943;40954183;3146877;21000221;47,618545;7796585;7947356;0,981029
