lock;dist;zipf_theta;threads;buckets;key_range;read_pct;insert_pct;delete_pct;total_ops;gets;puts;removes;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
cds-tas;uniform;0,990000;1;65536;1000000;90;5;5;29719838;26750171;1484399;1485268;29679402;33,693401;0;0;1,000000
cds-tas;uniform;0,990000;2;65536;1000000;90;5;5;51855935;46671282;2593787;2590866;51595808;19,381419;25018848;26837087;0,932249
cds-ttas;uniform;0,990000;1;65536;1000000;90;5;5;30034743;27033643;1500495;1500605;29883957;33,462770;0;0;1,000000
cds-ttas;uniform;0,990000;2;65536;1000000;90;5;5;49109241;44197865;2456693;2454683;48862811;20,465462;23679939;25429302;0,931207
cds-cas;uniform;0,990000;1;65536;1000000;90;5;5;10353555;9318568;517630;517357;10301578;97,072499;0;0;1,000000
cds-cas;uniform;0,990000;2;65536;1000000;90;5;5;21255978;19130108;1062528;1063342;21149251;47,282996;10608670;10647308;0,996371
cds-ticket;uniform;0,990000;1;65536;1000000;90;5;5;8978543;8081865;448567;448111;8933372;111,939807;0;0;1,000000
cds-ticket;uniform;0,990000;2;65536;1000000;90;5;5;14751384;13275263;738425;737696;14720630;67,931872;7277768;7473616;0,973795
cds-std;zipfian;0,990000;1;65536;1000000;20;40;40;3514931;703695;1404393;1406843;3497291;285,935532;0;0;1,000000
cds-std;zipfian;0,990000;2;65536;1000000;20;40;40;8216186;1643408;3285809;3286969;8174882;122,325924;4089256;4126930;0,990871
cds-tas;zipfian;0,990000;1;65536;1000000;20;40;40;6049428;1210492;2419101;2419835;6019057;166,138965;0;0;1,000000
cds-tas;zipfian;0,990000;2;65536;1000000;20;40;40;10675600;2134441;4270427;4270732;10622037;94,143893;5321831;5353769;0,994034
cds-ttas;zipfian;0,990000;1;65536;1000000;20;40;40;4709065;940673;1883738;1884654;4685468;213,425834;0;0;1,000000
cds-ttas;zipfian;0,990000;2;65536;1000000;20;40;40;9812558;1960206;3927651;3924701;9763376;102,423586;4472376;5340182;0,837495
cds-cas;zipfian;0,990000;1;65536;1000000;20;40;40;5863193;1172801;2345593;2344799;5833810;171,414549;0;0;1,000000
cds-cas;zipfian;0,990000;2;65536;1000000;20;40;40;10974321;2193234;4392233;4388854;10919223;91,581600;5291805;5682516;0,931243
cds-ticket;zipfian;0,990000;1;65536;1000000;20;40;40;4846178;967957;1938580;1939641;4821908;207,386746;0;0;1,000000
cds-ticket;zipfian;0,990000;2;65536;1000000;20;40;40;8809197;1762092;3523809;3523296;8765024;114,089816;4027829;4781368;0,842401
cds-ttas;uniform;0,990000;4;256;1000000;80;10;10;42086189;33667647;4209600;4208942;42001260;23,808809;10235065;10970828;0,932935
cds-ttas;uniform;0,990000;4;1024;1000000;80;10;10;50879082;40700602;5089059;5089421;50858914;19,662236;12692705;12757217;0,994943
cds-ttas;uniform;0,990000;4;4096;1000000;80;10;10;52760282;42207424;5279211;5273647;52754164;18,955849;13123197;13276598;0,988446
cds-ttas;uniform;0,990000;4;16384;1000000;80;10;10;54441568;43553713;5446265;5441590;54371222;18,392082;13563169;13652029;0,993491
cds-ttas;uniform;0,990000;4;65536;1000000;80;10;10;55455839;44362969;5549496;5543374;55393611;18,052623;13764698;13963076;0,985793
cds-ttas;uniform;0,990000;4;262144;1000000;80;10;10;57985055;46385657;5802771;5796627;57829707;17,292150;14392487;14610815;0,985057
cds-cas;uniform;0,990000;4;256;1000000;80;10;10;31704726;25358569;3172646;3173511;31660178;31,585419;7882857;7953375;0,991134
cds-cas;uniform;0,990000;4;1024;1000000;80;10;10;35674581;28534620;3569719;3570242;35582496;28,103705;8885544;8933196;0,994666
cds-cas;uniform;0,990000;4;4096;1000000;80;10;10;36549735;29234074;3657869;3657792;36365498;27,498592;9116392;9184939;0,992537
cds-cas;uniform;0,990000;4;16384;1000000;80;10;10;36865346;29486532;3689543;3689271;36778051;27,190130;9172968;9233236;0,993473
cds-cas;uniform;0,990000;4;65536;1000000;80;10;10;36843141;29469529;3686702;3686910;36704427;27,244670;9162160;9279493;0,987356
cds-cas;uniform;0,990000;4;262144;1000000;80;10;10;42296626;33835209;4230253;4231164;42235107;23,676985;10478241;10618379;0,986802
cds-ticket;uniform;0,990000;4;256;1000000;80;10;10;37705509;30159049;3772506;3773954;37515465;26,655674;9283144;9561515;0,970886
cds-ticket;uniform;0,990000;4;1024;1000000;80;10;10;37199698;29754499;3723054;3722145;37124252;26,936569;9253917;9422261;0,982133
cds-ticket;uniform;0,990000;4;4096;1000000;80;10;10;36714621;29366729;3674115;3673777;36529874;27,374855;9076610;9253908;0,980841
cds-ticket;uniform;0,990000;4;16384;1000000;80;10;10;34897911;27914749;3492305;3490857;34721852;28,800307;8616879;8808105;0,978290
cds-ticket;uniform;0,990000;4;65536;1000000;80;10;10;29825096;23858325;2981729;2985042;29699371;33,670747;7359278;7574805;0,971547
cds-ticket;uniform;0,990000;4;262144;1000000;80;10;10;34643823;27710848;3467335;3465640;34469109;29,011484;8545060;8731606;0,978636
